"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
881401,"800940","1",3427,"","1"
881401,"800940","1",3427,"","2"
881401,"800940","1",3427,"","3"
881401,"800940","1",3427,"","4"
881401,"800940","1",3427,"","5"
881401,"900000","1",44800,"","1"
881401,"900000","1",44800,"","2"
881401,"900000","1",44800,"","3"
881401,"900000","1",44800,"","4"
881401,"900000","1",44800,"","5"
881401,"900060","1",3000,"","1"
881401,"900060","1",3000,"","2"
881401,"900060","1",3000,"","3"
881401,"900060","1",3000,"","4"
881401,"900060","1",3000,"","5"
881401,"900080","1",50,"","1"
881401,"900080","1",50,"","2"
881401,"900080","1",50,"","3"
881401,"900080","1",50,"","4"
881401,"900080","1",50,"","5"
881401,"900100","1",115,"","1"
881401,"900100","1",115,"","2"
881401,"900100","1",115,"","3"
881401,"900100","1",115,"","4"
881401,"900100","1",115,"","5"
881401,"950002","1",4493,"","1"
881401,"950002","1",4493,"","2"
881401,"950002","1",4493,"","3"
881401,"950002","1",4493,"","4"
881401,"950002","1",4493,"","5"
881401,"950012","1",1558,"","1"
881401,"950012","1",1558,"","2"
881401,"950012","1",1558,"","3"
881401,"950012","1",1558,"","4"
881401,"950012","1",1558,"","5"
881401,"980000","1",47965,"","1"
881401,"980000","1",47965,"","2"
881401,"980000","1",47965,"","3"
881401,"980000","1",47965,"","4"
881401,"980000","1",47965,"","5"
881401,"980070","1",41914,"","1"
881401,"980070","1",41914,"","2"
881401,"980070","1",41914,"","3"
881401,"980070","1",41914,"","4"
881401,"980070","1",41914,"","5"
881402,"800940","1",3427,"","1"
881402,"800940","1",3427,"","2"
881402,"800940","1",3427,"","3"
881402,"800940","1",3427,"","4"
881402,"800940","1",3427,"","5"
881402,"900000","1",44800,"","1"
881402,"900000","1",44800,"","2"
881402,"900000","1",44800,"","3"
881402,"900000","1",44800,"","4"
881402,"900000","1",44800,"","5"
881402,"900060","1",3000,"","1"
881402,"900060","1",3000,"","2"
881402,"900060","1",3000,"","3"
881402,"900060","1",3000,"","4"
881402,"900060","1",3000,"","5"
881402,"900080","1",50,"","1"
881402,"900080","1",50,"","2"
881402,"900080","1",50,"","3"
881402,"900080","1",50,"","4"
881402,"900080","1",50,"","5"
881402,"900100","1",115,"","1"
881402,"900100","1",115,"","2"
881402,"900100","1",115,"","3"
881402,"900100","1",115,"","4"
881402,"900100","1",115,"","5"
881402,"950002","1",4493,"","1"
881402,"950002","1",4493,"","2"
881402,"950002","1",4493,"","3"
881402,"950002","1",4493,"","4"
881402,"950002","1",4493,"","5"
881402,"950012","1",1558,"","1"
881402,"950012","1",1558,"","2"
881402,"950012","1",1558,"","3"
881402,"950012","1",1558,"","4"
881402,"950012","1",1558,"","5"
881402,"980000","1",47965,"","1"
881402,"980000","1",47965,"","2"
881402,"980000","1",47965,"","3"
881402,"980000","1",47965,"","4"
881402,"980000","1",47965,"","5"
881402,"980070","1",41914,"","1"
881402,"980070","1",41914,"","2"
881402,"980070","1",41914,"","3"
881402,"980070","1",41914,"","4"
881402,"980070","1",41914,"","5"
886891,"800940","1",734,"","1"
886891,"800940","1",734,"","2"
886891,"800940","1",734,"","3"
886891,"800940","1",734,"","4"
886891,"800940","1",734,"","5"
886891,"900000","1",9600,"","1"
886891,"900000","1",9600,"","2"
886891,"900000","1",9600,"","3"
886891,"900000","1",9600,"","4"
886891,"900000","1",9600,"","5"
886891,"900080","1",200,"","1"
886891,"900080","1",200,"","2"
886891,"900080","1",200,"","3"
886891,"900080","1",200,"","4"
886891,"900080","1",200,"","5"
886891,"900132","1",5000,"","1"
886891,"900132","1",5000,"","2"
886891,"900132","1",5000,"","3"
886891,"900132","1",5000,"","4"
886891,"900132","1",5000,"","5"
886891,"950002","1",1000,"","1"
886891,"950002","1",1000,"","2"
886891,"950002","1",1000,"","3"
886891,"950002","1",1000,"","4"
886891,"950002","1",1000,"","5"
886891,"950012","1",300,"","1"
886891,"950012","1",300,"","2"
886891,"950012","1",300,"","3"
886891,"950012","1",300,"","4"
886891,"950012","1",300,"","5"
886891,"980000","1",14800,"","1"
886891,"980000","1",14800,"","2"
886891,"980000","1",14800,"","3"
886891,"980000","1",14800,"","4"
886891,"980000","1",14800,"","5"
886891,"980070","1",13500,"","1"
886891,"980070","1",13500,"","2"
886891,"980070","1",13500,"","3"
886891,"980070","1",13500,"","4"
886891,"980070","1",13500,"","5"
886892,"800940","1",734,"","1"
886892,"800940","1",734,"","2"
886892,"800940","1",734,"","3"
886892,"800940","1",734,"","4"
886892,"800940","1",734,"","5"
886892,"900000","1",9600,"","1"
886892,"900000","1",9600,"","2"
886892,"900000","1",9600,"","3"
886892,"900000","1",9600,"","4"
886892,"900000","1",9600,"","5"
886892,"900080","1",200,"","1"
886892,"900080","1",200,"","2"
886892,"900080","1",200,"","3"
886892,"900080","1",200,"","4"
886892,"900080","1",200,"","5"
886892,"900132","1",5000,"","1"
886892,"900132","1",5000,"","2"
886892,"900132","1",5000,"","3"
886892,"900132","1",5000,"","4"
886892,"900132","1",5000,"","5"
886892,"950002","1",1000,"","1"
886892,"950002","1",1000,"","2"
886892,"950002","1",1000,"","3"
886892,"950002","1",1000,"","4"
886892,"950002","1",1000,"","5"
886892,"950012","1",300,"","1"
886892,"950012","1",300,"","2"
886892,"950012","1",300,"","3"
886892,"950012","1",300,"","4"
886892,"950012","1",300,"","5"
886892,"980000","1",14800,"","1"
886892,"980000","1",14800,"","2"
886892,"980000","1",14800,"","3"
886892,"980000","1",14800,"","4"
886892,"980000","1",14800,"","5"
886892,"980070","1",13500,"","1"
886892,"980070","1",13500,"","2"
886892,"980070","1",13500,"","3"
886892,"980070","1",13500,"","4"
886892,"980070","1",13500,"","5"
877151,"800940","1",6503,"","1"
877151,"800940","1",6503,"","2"
877151,"800940","1",6503,"","3"
877151,"800940","1",6503,"","4"
877151,"800940","1",6503,"","5"
877151,"900000","1",85000,"","1"
877151,"900000","1",85000,"","2"
877151,"900000","1",85000,"","3"
877151,"900000","1",85000,"","4"
877151,"900000","1",85000,"","5"
877151,"980000","1",85000,"","1"
877151,"980000","1",85000,"","2"
877151,"980000","1",85000,"","3"
877151,"980000","1",85000,"","4"
877151,"980000","1",85000,"","5"
877151,"980070","1",86500,"","1"
877151,"980070","1",86500,"","2"
877151,"980070","1",86500,"","3"
877151,"980070","1",86500,"","4"
877151,"980070","1",86500,"","5"
877152,"800940","1",6503,"","1"
877152,"800940","1",6503,"","2"
877152,"800940","1",6503,"","3"
877152,"800940","1",6503,"","4"
877152,"800940","1",6503,"","5"
877152,"900000","1",85000,"","1"
877152,"900000","1",85000,"","2"
877152,"900000","1",85000,"","3"
877152,"900000","1",85000,"","4"
877152,"900000","1",85000,"","5"
877152,"980000","1",85000,"","1"
877152,"980000","1",85000,"","2"
877152,"980000","1",85000,"","3"
877152,"980000","1",85000,"","4"
877152,"980000","1",85000,"","5"
877152,"980070","1",86500,"","1"
877152,"980070","1",86500,"","2"
877152,"980070","1",86500,"","3"
877152,"980070","1",86500,"","4"
877152,"980070","1",86500,"","5"
880561,"800940","1",1272,"","1"
880561,"800940","1",2448,"","2"
880561,"800940","1",734,"","3"
880561,"800940","1",2641,"","4"
880561,"800940","1",923,"","5"
880561,"900000","1",16628,"","1"
880561,"900000","1",32000,"","2"
880561,"900000","1",9600,"","3"
880561,"900000","1",34521,"","4"
880561,"900000","1",12071,"","5"
880561,"980000","1",16628,"","1"
880561,"980000","1",32000,"","2"
880561,"980000","1",9600,"","3"
880561,"980000","1",34521,"","4"
880561,"980000","1",12071,"","5"
880561,"980070","1",16628,"","1"
880561,"980070","1",32000,"","2"
880561,"980070","1",9600,"","3"
880561,"980070","1",34521,"","4"
880561,"980070","1",12071,"","5"
880562,"800940","1",2022,"","1"
880562,"800940","1",36,"","2"
880562,"800940","1",693,"","3"
880562,"800940","1",2951,"","4"
880562,"800940","1",580,"","5"
880562,"900000","1",26432,"","1"
880562,"900000","1",474,"","2"
880562,"900000","1",9059,"","3"
880562,"900000","1",38571,"","4"
880562,"900000","1",7579,"","5"
880562,"980000","1",26432,"","1"
880562,"980000","1",474,"","2"
880562,"980000","1",9059,"","3"
880562,"980000","1",38571,"","4"
880562,"980000","1",7579,"","5"
880562,"980070","1",26432,"","1"
880562,"980070","1",474,"","2"
880562,"980070","1",9059,"","3"
880562,"980070","1",38571,"","4"
880562,"980070","1",7579,"","5"
880821,"800940","1",1712,"","1"
880821,"800940","1",394,"","2"
880821,"800940","1",437,"","3"
880821,"800940","1",1319,"","4"
880821,"800940","1",909,"","5"
880821,"900000","1",22382,"","1"
880821,"900000","1",5154,"","2"
880821,"900000","1",5714,"","3"
880821,"900000","1",17243,"","4"
880821,"900000","1",11885,"","5"
880821,"980000","1",22382,"","1"
880821,"980000","1",5154,"","2"
880821,"980000","1",5714,"","3"
880821,"980000","1",17243,"","4"
880821,"980000","1",11885,"","5"
880821,"980070","1",22382,"","1"
880821,"980070","1",5154,"","2"
880821,"980070","1",5714,"","3"
880821,"980070","1",17243,"","4"
880821,"980070","1",11885,"","5"
880822,"800940","1",958,"","1"
880822,"800940","1",2013,"","2"
880822,"800940","1",964,"","3"
880822,"800940","1",2891,"","4"
880822,"800940","1",2180,"","5"
880822,"900000","1",12517,"","1"
880822,"900000","1",26320,"","2"
880822,"900000","1",12596,"","3"
880822,"900000","1",37797,"","4"
880822,"900000","1",28498,"","5"
880822,"980000","1",12517,"","1"
880822,"980000","1",26320,"","2"
880822,"980000","1",12596,"","3"
880822,"980000","1",37797,"","4"
880822,"980000","1",28498,"","5"
880822,"980070","1",12517,"","1"
880822,"980070","1",26320,"","2"
880822,"980070","1",12596,"","3"
880822,"980070","1",37797,"","4"
880822,"980070","1",28498,"","5"
871891,"800940","1",1989,"","1"
871891,"800940","1",1989,"","2"
871891,"800940","1",1989,"","3"
871891,"800940","1",1989,"","4"
871891,"800940","1",1989,"","5"
871891,"900000","1",26000,"","1"
871891,"900000","1",26000,"","2"
871891,"900000","1",26000,"","3"
871891,"900000","1",26000,"","4"
871891,"900000","1",26000,"","5"
871891,"950002","1",3098,"","1"
871891,"950002","1",3098,"","2"
871891,"950002","1",3098,"","3"
871891,"950002","1",3098,"","4"
871891,"950002","1",3098,"","5"
871891,"980000","1",26000,"","1"
871891,"980000","1",26000,"","2"
871891,"980000","1",26000,"","3"
871891,"980000","1",26000,"","4"
871891,"980000","1",26000,"","5"
871891,"980070","1",23927,"","1"
871891,"980070","1",23927,"","2"
871891,"980070","1",23927,"","3"
871891,"980070","1",23927,"","4"
871891,"980070","1",23927,"","5"
871892,"800940","1",1989,"","1"
871892,"800940","1",1989,"","2"
871892,"800940","1",1989,"","3"
871892,"800940","1",1989,"","4"
871892,"800940","1",1989,"","5"
871892,"900000","1",26000,"","1"
871892,"900000","1",26000,"","2"
871892,"900000","1",26000,"","3"
871892,"900000","1",26000,"","4"
871892,"900000","1",26000,"","5"
871892,"950002","1",3098,"","1"
871892,"950002","1",3098,"","2"
871892,"950002","1",3098,"","3"
871892,"950002","1",3098,"","4"
871892,"950002","1",3098,"","5"
871892,"980000","1",26000,"","1"
871892,"980000","1",26000,"","2"
871892,"980000","1",26000,"","3"
871892,"980000","1",26000,"","4"
871892,"980000","1",26000,"","5"
871892,"980070","1",23927,"","1"
871892,"980070","1",23927,"","2"
871892,"980070","1",23927,"","3"
871892,"980070","1",23927,"","4"
871892,"980070","1",23927,"","5"
883331,"800940","1",3825,"","1"
883331,"800940","1",3825,"","2"
883331,"800940","1",3825,"","3"
883331,"800940","1",3825,"","4"
883331,"800940","1",3825,"","5"
