"HH_CU_Q","hhid","hhid_","newid"
1,.,"A",300161
1,.,"A",300162
1,.,"A",300172
1,.,"A",300181
1,.,"A",300182
1,.,"A",300191
1,.,"A",300192
1,.,"A",300201
1,.,"A",300202
1,.,"A",300212
1,.,"A",300221
1,.,"A",300222
1,.,"A",300231
1,.,"A",300232
1,.,"A",300241
1,.,"A",300242
1,.,"A",300251
1,.,"A",300252
1,.,"A",300261
1,.,"A",300262
1,.,"A",300271
1,.,"A",300272
1,.,"A",300281
1,.,"A",300282
1,.,"A",300291
1,.,"A",300292
1,.,"A",300301
1,.,"A",300302
1,.,"A",300311
1,.,"A",300312
1,.,"A",300321
1,.,"A",300322
1,.,"A",300331
1,.,"A",300332
1,.,"A",300341
1,.,"A",300342
1,.,"A",300351
1,.,"A",300352
1,.,"A",300361
1,.,"A",300362
1,.,"A",300371
1,.,"A",300372
1,.,"A",300381
1,.,"A",300391
1,.,"A",300392
1,.,"A",300401
1,.,"A",300402
1,.,"A",300411
1,.,"A",300412
1,.,"A",300421
1,.,"A",300422
1,.,"A",300431
1,.,"A",300432
1,.,"A",300441
1,.,"A",300442
1,.,"A",300451
1,.,"A",300452
1,.,"A",300461
1,.,"A",300462
1,.,"A",300471
1,.,"A",300472
1,.,"A",300481
1,.,"A",300482
1,.,"A",300491
1,.,"A",300492
2,8,"D",300501
2,33,"D",300502
1,.,"A",300511
1,.,"A",300512
1,.,"A",300521
1,.,"A",300522
1,.,"A",300531
1,.,"A",300532
1,.,"A",300541
1,.,"A",300542
1,.,"A",300551
1,.,"A",300552
1,.,"A",300561
1,.,"A",300562
1,.,"A",300571
1,.,"A",300572
1,.,"A",300581
1,.,"A",300582
1,.,"A",300591
1,.,"A",300592
1,.,"A",300601
1,.,"A",300602
1,.,"A",300612
1,.,"A",300621
1,.,"A",300622
1,.,"A",300631
1,.,"A",300632
1,.,"A",300641
1,.,"A",300642
1,.,"A",300651
1,.,"A",300652
1,.,"A",300661
1,.,"A",300662
1,.,"A",300671
1,.,"A",300672
1,.,"A",300681
1,.,"A",300682
1,.,"A",300691
1,.,"A",300692
1,.,"A",300701
1,.,"A",300702
1,.,"A",300711
1,.,"A",300712
1,.,"A",300721
1,.,"A",300722
1,.,"A",300731
1,.,"A",300732
1,.,"A",300741
1,.,"A",300742
1,.,"A",300751
1,.,"A",300752
1,.,"A",300761
1,.,"A",300762
1,.,"A",300771
1,.,"A",300772
1,.,"A",300781
1,.,"A",300782
1,.,"A",300791
1,.,"A",300792
1,.,"A",300801
1,.,"A",300802
1,.,"A",300811
1,.,"A",300812
1,.,"A",300821
1,.,"A",300822
1,.,"A",300831
1,.,"A",300832
1,.,"A",300841
1,.,"A",300842
1,.,"A",300851
1,.,"A",300852
1,.,"A",300861
1,.,"A",300862
1,.,"A",300871
1,.,"A",300872
1,.,"A",300881
1,.,"A",300882
1,.,"A",300891
