"HH_CU_Q","hhid","hhid_","newid"
1,.,"A",260671
1,.,"A",260672
1,.,"A",260681
1,.,"A",260682
1,.,"A",260691
1,.,"A",260692
1,.,"A",260701
1,.,"A",260702
4,36,"D",260711
4,83,"D",260712
1,.,"A",260721
1,.,"A",260722
1,.,"A",260731
1,.,"A",260732
1,.,"A",260741
1,.,"A",260742
2,16,"D",260751
2,64,"D",260752
1,.,"A",260761
1,.,"A",260762
1,.,"A",260771
1,.,"A",260772
1,.,"A",260781
1,.,"A",260782
1,.,"A",260792
1,.,"A",260801
1,.,"A",260802
1,.,"A",260811
1,.,"A",260812
1,.,"A",260821
1,.,"A",260822
1,.,"A",260831
1,.,"A",260832
1,.,"A",260841
1,.,"A",260842
1,.,"A",260851
1,.,"A",260852
1,.,"A",260861
1,.,"A",260862
1,.,"A",260871
1,.,"A",260872
1,.,"A",260881
1,.,"A",260882
1,.,"A",260891
1,.,"A",260892
1,.,"A",260901
1,.,"A",260902
1,.,"A",260911
1,.,"A",260912
1,.,"A",260921
1,.,"A",260922
2,41,"D",260931
2,88,"D",260932
1,.,"A",260941
1,.,"A",260942
1,.,"A",260951
1,.,"A",260952
1,.,"A",260961
1,.,"A",260962
1,.,"A",260971
1,.,"A",260972
1,.,"A",260981
1,.,"A",260982
1,.,"A",260991
1,.,"A",260992
1,.,"A",261001
1,.,"A",261002
1,.,"A",261011
1,.,"A",261012
1,.,"A",261022
1,.,"A",261031
1,.,"A",261041
1,.,"A",261042
1,.,"A",261051
1,.,"A",261052
1,.,"A",261061
1,.,"A",261062
1,.,"A",261071
1,.,"A",261072
1,.,"A",261081
1,.,"A",261082
1,.,"A",261091
1,.,"A",261101
1,.,"A",261102
1,.,"A",261111
1,.,"A",261112
1,.,"A",261121
1,.,"A",261122
1,.,"A",261131
1,.,"A",261132
1,.,"A",261141
1,.,"A",261142
1,.,"A",261151
1,.,"A",261152
1,.,"A",261161
1,.,"A",261162
1,.,"A",261171
1,.,"A",261172
1,.,"A",261181
1,.,"A",261182
1,.,"A",261191
1,.,"A",261192
4,36,"D",261201
4,83,"D",261202
1,.,"A",261211
1,.,"A",261212
1,.,"A",261221
1,.,"A",261222
1,.,"A",261231
1,.,"A",261241
1,.,"A",261242
1,.,"A",261251
1,.,"A",261252
1,.,"A",261261
1,.,"A",261262
1,.,"A",261271
1,.,"A",261272
1,.,"A",261281
1,.,"A",261282
1,.,"A",261291
1,.,"A",261292
1,.,"A",261301
1,.,"A",261302
1,.,"A",261311
1,.,"A",261312
1,.,"A",261321
1,.,"A",261322
1,.,"A",261331
1,.,"A",261332
1,.,"A",261341
1,.,"A",261342
1,.,"A",261351
1,.,"A",261352
1,.,"A",261361
1,.,"A",261371
1,.,"A",261372
1,.,"A",261381
1,.,"A",261382
1,.,"A",261391
1,.,"A",261392
1,.,"A",261401
1,.,"A",261402
1,.,"A",261411
1,.,"A",261412
1,.,"A",261421
1,.,"A",261422
1,.,"A",261431
1,.,"A",261432
2,25,"D",261441
2,73,"D",261442
1,.,"A",261451
1,.,"A",261452
1,.,"A",261461
1,.,"A",261462
1,.,"A",261471
1,.,"A",261472
1,.,"A",261481
1,.,"A",261482
1,.,"A",261491
1,.,"A",261492
1,.,"A",261501
1,.,"A",261511
1,.,"A",261512
1,.,"A",261521
1,.,"A",261522
1,.,"A",261531
1,.,"A",261532
1,.,"A",261541
1,.,"A",261542
1,.,"A",261551
1,.,"A",261552
1,.,"A",261561
1,.,"A",261562
1,.,"A",261571
1,.,"A",261572
1,.,"A",261581
1,.,"A",261582
1,.,"A",261591
1,.,"A",261592
1,.,"A",261601
1,.,"A",261602
1,.,"A",261611
1,.,"A",261612
1,.,"A",261621
1,.,"A",261622
1,.,"A",261631
1,.,"A",261632
2,40,"D",261641
2,87,"D",261642
1,.,"A",261651
1,.,"A",261652
1,.,"A",261661
1,.,"A",261662
1,.,"A",261671
1,.,"A",261672
1,.,"A",261681
1,.,"A",261682
1,.,"A",261691
1,.,"A",261692
1,.,"A",261701
1,.,"A",261702
1,.,"A",261711
1,.,"A",261712
1,.,"A",261721
1,.,"A",261722
1,.,"A",261731
1,.,"A",261732
1,.,"A",261741
1,.,"A",261742
4,43,"D",261751
4,90,"D",261752
1,.,"A",261761
1,.,"A",261762
1,.,"A",261771
1,.,"A",261772
1,.,"A",261781
1,.,"A",261782
1,.,"A",261791
1,.,"A",261792
1,.,"A",261801
1,.,"A",261802
1,.,"A",261811
1,.,"A",261812
1,.,"A",261821
1,.,"A",261822
1,.,"A",261831
1,.,"A",261832
4,47,"D",261841
4,94,"D",261842
1,.,"A",261851
1,.,"A",261852
2,10,"D",261861
2,58,"D",261862
1,.,"A",261871
1,.,"A",261872
1,.,"A",261881
1,.,"A",261882
1,.,"A",261891
1,.,"A",261892
1,.,"A",261901
1,.,"A",261902
1,.,"A",261911
1,.,"A",261912
1,.,"A",261921
1,.,"A",261922
1,.,"A",261931
1,.,"A",261932
1,.,"A",261941
1,.,"A",261942
1,.,"A",261951
1,.,"A",261952
1,.,"A",261961
1,.,"A",261962
1,.,"A",261971
1,.,"A",261972
1,.,"A",261981
1,.,"A",261982
1,.,"A",261991
1,.,"A",261992
1,.,"A",262001
1,.,"A",262002
1,.,"A",262011
1,.,"A",262021
1,.,"A",262022
1,.,"A",262031
1,.,"A",262032
1,.,"A",262041
1,.,"A",262042
1,.,"A",262051
1,.,"A",262052
1,.,"A",262061
1,.,"A",262062
2,28,"D",262071
2,76,"D",262072
1,.,"A",262081
1,.,"A",262082
1,.,"A",262091
1,.,"A",262092
1,.,"A",262101
1,.,"A",262102
1,.,"A",262111
1,.,"A",262112
1,.,"A",262121
1,.,"A",262122
1,.,"A",262131
1,.,"A",262132
1,.,"A",262142
2,19,"D",262151
2,67,"D",262152
1,.,"A",262161
1,.,"A",262162
1,.,"A",262171
1,.,"A",262172
1,.,"A",262181
1,.,"A",262191
1,.,"A",262192
1,.,"A",262201
1,.,"A",262202
3,17,"D",262211
3,65,"D",262212
1,.,"A",262221
1,.,"A",262222
1,.,"A",262231
1,.,"A",262232
1,.,"A",262241
1,.,"A",262242
1,.,"A",262251
1,.,"A",262252
1,.,"A",262261
1,.,"A",262262
1,.,"A",262271
1,.,"A",262272
1,.,"A",262281
1,.,"A",262282
1,.,"A",262291
1,.,"A",262292
1,.,"A",262301
1,.,"A",262311
1,.,"A",262312
1,.,"A",262321
1,.,"A",262322
1,.,"A",262331
1,.,"A",262332
1,.,"A",262341
1,.,"A",262342
1,.,"A",262351
1,.,"A",262352
1,.,"A",262361
1,.,"A",262362
1,.,"A",262371
1,.,"A",262372
1,.,"A",262381
1,.,"A",262382
1,.,"A",262391
1,.,"A",262392
1,.,"A",262401
1,.,"A",262402
1,.,"A",262411
1,.,"A",262412
1,.,"A",262421
1,.,"A",262422
1,.,"A",262431
1,.,"A",262432
1,.,"A",262441
1,.,"A",262442
1,.,"A",262451
1,.,"A",262452
1,.,"A",262461
1,.,"A",262462
1,.,"A",262471
1,.,"A",262472
1,.,"A",262481
1,.,"A",262482
1,.,"A",262491
1,.,"A",262492
1,.,"A",262501
1,.,"A",262502
1,.,"A",262511
1,.,"A",262512
1,.,"A",262521
1,.,"A",262522
1,.,"A",262531
1,.,"A",262532
1,.,"A",262541
1,.,"A",262542
1,.,"A",262551
1,.,"A",262552
1,.,"A",262561
1,.,"A",262562
1,.,"A",262571
1,.,"A",262572
1,.,"A",262582
1,.,"A",262591
1,.,"A",262592
1,.,"A",262601
1,.,"A",262602
1,.,"A",262611
1,.,"A",262612
1,.,"A",262621
1,.,"A",262622
1,.,"A",262631
1,.,"A",262632
1,.,"A",262641
1,.,"A",262642
1,.,"A",262651
1,.,"A",262652
1,.,"A",262661
1,.,"A",262662
1,.,"A",262671
1,.,"A",262672
1,.,"A",262681
1,.,"A",262682
1,.,"A",262692
1,.,"A",262701
1,.,"A",262702
1,.,"A",262711
1,.,"A",262712
1,.,"A",262721
1,.,"A",262722
1,.,"A",262731
1,.,"A",262732
1,.,"A",262742
1,.,"A",262751
1,.,"A",262752
1,.,"A",262761
1,.,"A",262762
1,.,"A",262771
1,.,"A",262772
1,.,"A",262782
1,.,"A",262791
1,.,"A",262792
1,.,"A",262801
1,.,"A",262802
1,.,"A",262811
1,.,"A",262812
1,.,"A",262821
1,.,"A",262822
1,.,"A",262831
1,.,"A",262832
1,.,"A",262841
1,.,"A",262842
1,.,"A",262851
1,.,"A",262852
1,.,"A",262861
1,.,"A",262862
1,.,"A",262871
1,.,"A",262872
1,.,"A",262881
1,.,"A",262882
1,.,"A",262891
1,.,"A",262892
1,.,"A",262901
1,.,"A",262911
1,.,"A",262912
1,.,"A",262922
1,.,"A",262931
1,.,"A",262932
1,.,"A",262941
1,.,"A",262942
1,.,"A",262951
1,.,"A",262952
1,.,"A",262961
1,.,"A",262962
2,20,"D",262971
2,68,"D",262972
1,.,"A",262981
1,.,"A",262991
1,.,"A",262992
1,.,"A",263001
1,.,"A",263002
1,.,"A",263011
1,.,"A",263012
2,44,"D",263021
2,91,"D",263022
1,.,"A",263031
1,.,"A",263032
1,.,"A",263041
1,.,"A",263042
1,.,"A",263051
1,.,"A",263061
1,.,"A",263062
4,36,"D",263071
1,.,"A",263081
1,.,"A",263082
1,.,"A",263091
1,.,"A",263092
1,.,"A",263101
1,.,"A",263102
1,.,"A",263111
1,.,"A",263112
1,.,"A",263121
1,.,"A",263122
1,.,"A",263131
1,.,"A",263132
1,.,"A",263141
1,.,"A",263142
1,.,"A",263151
1,.,"A",263152
1,.,"A",263161
1,.,"A",263162
1,.,"A",263171
1,.,"A",263172
1,.,"A",263181
1,.,"A",263182
1,.,"A",263191
1,.,"A",263192
1,.,"A",263201
1,.,"A",263211
1,.,"A",263212
1,.,"A",263221
1,.,"A",263222
1,.,"A",263231
1,.,"A",263232
1,.,"A",263241
1,.,"A",263242
1,.,"A",263251
1,.,"A",263252
1,.,"A",263261
1,.,"A",263262
1,.,"A",263271
1,.,"A",263272
1,.,"A",263281
1,.,"A",263282
1,.,"A",263291
1,.,"A",263292
1,.,"A",263301
1,.,"A",263302
1,.,"A",263311
1,.,"A",263312
1,.,"A",263321
1,.,"A",263322
1,.,"A",263331
1,.,"A",263332
1,.,"A",263341
1,.,"A",263342
1,.,"A",263351
1,.,"A",263352
3,17,"D",263361
3,65,"D",263362
1,.,"A",263371
1,.,"A",263372
1,.,"A",263381
1,.,"A",263382
1,.,"A",263391
1,.,"A",263392
4,46,"D",263401
4,93,"D",263402
1,.,"A",263411
1,.,"A",263421
1,.,"A",263422
1,.,"A",263432
1,.,"A",263441
1,.,"A",263442
1,.,"A",263451
1,.,"A",263452
1,.,"A",263461
2,39,"D",263471
2,86,"D",263472
1,.,"A",263481
1,.,"A",263482
1,.,"A",263491
1,.,"A",263492
1,.,"A",263501
1,.,"A",263502
1,.,"A",263511
1,.,"A",263512
1,.,"A",263521
1,.,"A",263522
1,.,"A",263531
1,.,"A",263541
1,.,"A",263542
1,.,"A",263551
1,.,"A",263552
1,.,"A",263561
1,.,"A",263562
2,48,"D",263571
2,95,"D",263572
1,.,"A",263581
1,.,"A",263582
1,.,"A",263591
1,.,"A",263592
1,.,"A",263601
1,.,"A",263602
1,.,"A",263611
1,.,"A",263612
1,.,"A",263621
1,.,"A",263622
1,.,"A",263631
1,.,"A",263632
1,.,"A",263641
1,.,"A",263642
1,.,"A",263651
1,.,"A",263652
1,.,"A",263661
1,.,"A",263662
1,.,"A",263671
1,.,"A",263672
2,11,"D",263681
2,59,"D",263682
1,.,"A",263691
1,.,"A",263692
1,.,"A",263701
1,.,"A",263702
1,.,"A",263711
1,.,"A",263712
1,.,"A",263721
1,.,"A",263722
1,.,"A",263731
1,.,"A",263732
1,.,"A",263741
1,.,"A",263742
1,.,"A",263751
1,.,"A",263752
2,5,"D",263761
2,53,"D",263762
1,.,"A",263771
1,.,"A",263772
1,.,"A",263781
1,.,"A",263782
1,.,"A",263791
1,.,"A",263792
1,.,"A",263801
1,.,"A",263802
1,.,"A",263811
1,.,"A",263812
1,.,"A",263821
1,.,"A",263822
1,.,"A",263831
1,.,"A",263832
1,.,"A",263841
1,.,"A",263842
