"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
661581,"800940",3216,,"1"
661581,"900000",42042,,"1"
661581,"980000",42042,,"1"
661581,"980010",3,,"1"
661581,"980020",37,,"1"
661581,"980030",2,,"1"
661581,"980040",2,,"1"
661581,"980050",1,,"1"
661581,"980070",42042,,"1"
661581,"980090",100,,"1"
661581,"980220",100,,"1"
661581,"980230",100,,"1"
661581,"980281",100,,"1"
661581,"980285",100,,"1"
661581,"980310",100,,"1"
661581,"980330",100,,"1"
661582,"800940",4510,,"1"
661582,"900000",58955,,"1"
661582,"980000",58955,,"1"
661582,"980010",3,,"1"
661582,"980020",37,,"1"
661582,"980030",2,,"1"
661582,"980040",2,,"1"
661582,"980050",1,,"1"
661582,"980070",58955,,"1"
661582,"980090",100,,"1"
661582,"980220",100,,"1"
661582,"980230",100,,"1"
661582,"980281",100,,"1"
661582,"980285",100,,"1"
661582,"980310",100,,"1"
661582,"980330",100,,"1"
661591,"900030",13330,,"1"
661591,"900140",6688,,"1"
661591,"980000",20018,,"1"
661591,"980010",1,,"1"
661591,"980020",64,,"1"
661591,"980070",20018,,"1"
661591,"980090",100,,"1"
661591,"980210",100,,"1"
661591,"980250",100,,"1"
661591,"980281",100,,"1"
661591,"980286",100,,"1"
661591,"980310",100,,"1"
661592,"900030",5796,,"1"
661592,"900050",1233,,"1"
661592,"980000",7029,,"1"
661592,"980010",1,,"1"
661592,"980020",64,,"1"
661592,"980070",7029,,"1"
661592,"980210",100,,"1"
661592,"980260",100,,"1"
661592,"980281",100,,"1"
661592,"980286",100,,"1"
661592,"980310",100,,"1"
661601,"800940",8458,,"1"
661601,"900000",110562,,"1"
661601,"950000",500,,"1"
661601,"980000",110562,,"1"
661601,"980010",4,,"1"
661601,"980020",27,,"1"
661601,"980030",2,,"1"
661601,"980040",2,,"1"
661601,"980050",2,,"1"
661601,"980070",110062,,"1"
661601,"980090",100,,"1"
661601,"980210",100,,"1"
661601,"980230",100,,"1"
661601,"980281",100,,"1"
661601,"980285",100,,"1"
661601,"980310",100,,"1"
661601,"980330",100,,"1"
661602,"800940",9005,,"1"
661602,"900000",117707,,"1"
661602,"950000",500,,"1"
661602,"980000",117707,,"1"
661602,"980010",4,,"1"
661602,"980020",27,,"1"
661602,"980030",2,,"1"
661602,"980040",2,,"1"
661602,"980050",2,,"1"
661602,"980070",117207,,"1"
661602,"980090",100,,"1"
661602,"980210",100,,"1"
661602,"980230",100,,"1"
661602,"980281",100,,"1"
661602,"980285",100,,"1"
661602,"980310",100,,"1"
661602,"980330",100,,"1"
661611,"800932",110,,"1"
661611,"900030",16392,,"1"
661611,"900040",563,,"1"
661611,"900050",54,,"1"
