"UCC","AMOUNT","NEWID","PUB_FLAG","AMOUNT_"
"950001",-2500,340691,"1",
"950011",-400,340691,"1",
"980010",1,340691,"1",
"980020",32,340691,"1",
"980030",1,340691,"1",
"980040",1,340691,"1",
"980070",2900,340691,"1",
"980090",100,340691,"1",
"980220",100,340691,"1",
"980230",100,340691,"1",
"980280",100,340691,"1",
"980310",100,340691,"1",
"980330",100,340691,"1",
"950001",-2500,340692,"1",
"950011",-400,340692,"1",
"980010",1,340692,"1",
"980020",32,340692,"1",
"980030",1,340692,"1",
"980040",1,340692,"1",
"980070",2900,340692,"1",
"980090",100,340692,"1",
"980220",100,340692,"1",
"980230",100,340692,"1",
"980280",100,340692,"1",
"980310",100,340692,"1",
"980330",100,340692,"1",
"800940",918,340701,"1",
"900000",12000,340701,"1",
"980000",12000,340701,"1",
"980010",3,340701,"1",
"980020",30,340701,"1",
"980030",2,340701,"1",
"980040",2,340701,"1",
"980050",1,340701,"1",
"980070",12000,340701,"1",
"980090",100,340701,"1",
"980210",100,340701,"1",
"980230",100,340701,"1",
"980280",100,340701,"1",
"980300",100,340701,"1",
"980330",100,340701,"1",
"800940",918,340702,"1",
"900000",12000,340702,"1",
"980000",12000,340702,"1",
"980010",3,340702,"1",
"980020",30,340702,"1",
"980030",2,340702,"1",
"980040",2,340702,"1",
"980050",1,340702,"1",
"980070",12000,340702,"1",
"980090",100,340702,"1",
"980210",100,340702,"1",
"980230",100,340702,"1",
"980280",100,340702,"1",
"980300",100,340702,"1",
"980330",100,340702,"1",
"800940",1148,340711,"1",
"900000",15000,340711,"1",
"900030",11400,340711,"1",
"980000",26400,340711,"1",
"980010",3,340711,"1",
"980020",54,340711,"1",
"980030",1,340711,"1",
"980040",3,340711,"1",
"980050",1,340711,"1",
"980070",26400,340711,"1",
"980090",100,340711,"1",
"980210",100,340711,"1",
"980240",100,340711,"1",
"980270",100,340711,"1",
"980300",100,340711,"1",
"980330",100,340711,"1",
"800940",1148,340712,"1",
"900000",15000,340712,"1",
"900030",11400,340712,"1",
"980000",26400,340712,"1",
"980010",3,340712,"1",
"980020",54,340712,"1",
"980030",1,340712,"1",
"980040",3,340712,"1",
"980050",1,340712,"1",
"980070",26400,340712,"1",
"980090",100,340712,"1",
"980210",100,340712,"1",
"980240",100,340712,"1",
"980270",100,340712,"1",
"980300",100,340712,"1",
"980330",100,340712,"1",
"980010",4,340721,"1",
"980020",36,340721,"1",
"980030",2,340721,"1",
"980050",2,340721,"1",
"980090",100,340721,"1",
"980220",100,340721,"1",
"980250",100,340721,"1",
"980280",100,340721,"1",
"980310",100,340721,"1",
"980010",4,340722,"1",
"980020",36,340722,"1",
"980030",2,340722,"1",
"980050",2,340722,"1",
"980090",100,340722,"1",
"980220",100,340722,"1",
"980250",100,340722,"1",
"980280",100,340722,"1",
"980310",100,340722,"1",
"900030",6480,340731,"1",
"980000",6480,340731,"1",
"980010",1,340731,"1",
"980020",75,340731,"1",
"980040",1,340731,"1",
"980060",1,340731,"1",
"980070",6480,340731,"1",
"980090",100,340731,"1",
"980220",100,340731,"1",
"980240",100,340731,"1",
"980280",100,340731,"1",
"980300",100,340731,"1",
"980330",100,340731,"1",
"900030",6480,340732,"1",
"980000",6480,340732,"1",
"980010",1,340732,"1",
"980020",75,340732,"1",
"980040",1,340732,"1",
"980060",1,340732,"1",
"980070",6480,340732,"1",
"980090",100,340732,"1",
"980220",100,340732,"1",
"980240",100,340732,"1",
