"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEDICARE","PAYPERD","ANYRAIL","ANYSSINC","STA_SUPP","US_SUPP","SS_RRQ","SLFEMPSS","SS_RRX","SUPPX","GROSPAYX","SOCRRX","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","AGE_","MEDI_ARE","PAYPERD_","ANYRAIL_","ANYS_INC","STA__UPP","US_SUPP_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","SS_RRQ_","SLFE_PSS","SS_RRX_","SUPPX_","GROS_AYX","SOCRRX_","SCHL_CHX","SCHL_CHQ","NEWID"
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",0,,,,,,,.,.,.,.,.,.,2,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403852
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","5","4",,"10","D","D","D","A","D","1","2","D","D",40,,,"2","2","2","2",.,0,.,.,.,0,2,"1","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",403861
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","5","4",,"10","D","D","D","A","D","1","1","D","D",40,,,"2","2","2","2",.,0,.,.,.,0,1,"9","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",403861
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","5","4",,"10","D","D","D","A","D","1","2","D","D",40,,,"2","2","2","2",.,0,.,.,.,0,2,"1","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",403862
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","5","4",,"10","D","D","D","A","D","1","1","D","D",40,,,"2","2","2","2",.,0,.,.,.,0,1,"9","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",403862
.,.,.,2142,28000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","B","A","C",40,52,"D","D","1","1","2",,"11","D","D","D","A","D","1","1","D","D",52,,"2","2","2","2","2",.,0,.,.,1020,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",403871
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","2",,"A","D","D","D","A","1","2","D","D",53,,,"2","2","2","2",.,.,.,.,.,0,2,"2","10",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",403871
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",20,28,"D","D","1","5","2",,"05","D","D","D","A","D","1","2","D","D",27,,"2","2","2","2","2",.,0,.,.,.,0,3,"3","41","2","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403871
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","2","D","D",24,,,"2","2","2","2",.,.,.,.,.,0,4,"3","44","1","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",403871
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","1","D","D",15,,,"2","2","2","2",.,.,.,.,.,0,5,"3","09",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","A","A","A","A","D","A","A",403871
.,.,.,2142,28000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","B","A","C",40,52,"D","D","1","1","2",,"11","D","D","D","A","D","1","1","D","D",52,,"2","2","2","2","2",.,0,.,.,1020,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",403872
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","2",,"A","D","D","D","A","1","2","D","D",53,,,"2","2","2","2",.,.,.,.,.,0,2,"2","10",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",403872
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",20,28,"D","D","1","5","2",,"05","D","D","D","A","D","1","2","D","D",27,,"2","2","2","2","2",.,0,.,.,.,0,3,"3","41","2","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403872
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","2","D","D",24,,,"2","2","2","2",.,.,.,.,.,0,4,"3","44","1","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",403872
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","1","D","D",15,,,"2","2","2","2",.,.,.,.,.,0,5,"3","09",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","A","A","A","A","D","A","A",403872
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","4","4",,"A","D","D","D","A","1","2","D","D",48,"1",,"2","1","2","1",12,.,398,152,.,5376,1,"1","42","3","2",.,.,"D","D","A","D","D","D","D","D","D","D","D","D","A","D","D","A","D","A","A",403881
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","4","4",,"A","D","D","D","A","1","2","D","D",48,"1",,"2","1","2","1",12,.,398,152,.,5376,1,"1","42","3","2",.,.,"D","D","A","D","D","D","D","D","D","D","D","D","A","D","D","A","D","A","A",403882
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",54,,,"2","2","2","2",.,.,.,.,.,0,1,"1","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",403891
10000,.,.,1530,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",35,52,"D","D","5","1","1",,"10","D","D","D","A","D","1","2","D","D",52,,,"2","2","2","2",.,1530,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",403891
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","1",,"15","D","D","D","A","D","1","1","D","D",22,,,"2","2","2","2",.,0,.,.,.,0,3,"3","41","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403891
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",54,,,"2","2","2","2",.,.,.,.,.,0,1,"1","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",403892
10000,.,.,1530,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",35,52,"D","D","5","1","1",,"10","D","D","D","A","D","1","2","D","D",52,,,"2","2","2","2",.,1530,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",403892
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","1",,"15","D","D","D","A","D","1","1","D","D",22,,,"2","2","2","2",.,0,.,.,.,0,3,"3","41","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403892
.,.,.,941,12300,1160,.,.,.,190,"A","A","A","D","D","D","A","A","A","D",61,.,.,.,10,"D","A","A","A","D",40,38,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",46,,"2","2","2","2","2",.,0,.,.,647,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",403901
.,.,.,1224,16000,1600,.,.,.,720,"A","A","A","D","D","D","A","A","A","D",40,.,.,.,18,"D","A","A","A","D",40,40,"D","D","1","1","1",,"11","D","D","D","A","D","1","1","D","D",52,,"1","2","2","2","2",.,0,.,.,400,0,2,"2","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",403901
.,.,.,941,12300,1160,.,.,.,190,"A","A","A","D","D","D","A","A","A","D",61,.,.,.,10,"D","A","A","A","D",40,38,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",46,,"2","2","2","2","2",.,0,.,.,647,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",403902
.,.,.,1224,16000,1600,.,.,.,720,"A","A","A","D","D","D","A","A","A","D",40,.,.,.,18,"D","A","A","A","D",40,40,"D","D","1","1","1",,"11","D","D","D","A","D","1","1","D","D",52,,"1","2","2","2","2",.,0,.,.,400,0,2,"2","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",403902
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",70,"1",,"2","1","2","2",12,.,.,.,.,600,1,"1","43","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","C","A","A","D","A","A",403911
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",52,,,"2","2","2","2",.,.,.,.,.,0,2,"2","45","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",403911
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",70,"1",,"2","1","2","2",12,.,.,.,.,600,1,"1","43","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","C","A","A","D","A","A",403912
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",52,,,"2","2","2","2",.,.,.,.,.,0,2,"2","45","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",403912
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","2","D","D",65,"1",,"2","1","2","2",12,.,.,.,.,600,1,"1","44","3","2",.,.,"D","D","A","D","D","D","D","D","D","D","D","D","A","C","A","A","D","A","A",403921
.,.,.,0,.,.,.,.,.,.,"C","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","5","4","1",,"03","D","D","D","A","D","1","1","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,2,"3","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",403921
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","2","D","D",65,"1",,"2","1","2","2",12,.,.,.,.,600,1,"1","44","3","2",.,.,"D","D","A","D","D","D","D","D","D","D","D","D","A","C","A","A","D","A","A",403922
.,.,.,0,.,.,.,.,.,.,"C","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","5","4","1",,"03","D","D","D","A","D","1","1","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,2,"3","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",403922
.,.,.,3060,40000,3667,.,.,.,.,"A","A","A","D","D","D","A","A","A","A",55,.,.,.,.,"D","A","A","A","A",70,52,"D","D","1","1","1",,"10","D","D","D","A","D","1","1","D","D",57,,"1","2","2","2","2",.,0,.,.,600,0,1,"1","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",403931
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",48,,,"2","2","2","2",.,.,.,.,.,0,2,"2","42","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",403931
.,.,.,3060,40000,3667,.,.,.,.,"A","A","A","D","D","D","A","A","A","A",55,.,.,.,.,"D","A","A","A","A",70,52,"D","D","1","1","1",,"10","D","D","D","A","D","1","1","D","D",57,,"1","2","2","2","2",.,0,.,.,600,0,1,"1","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",403932
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",48,,,"2","2","2","2",.,.,.,.,.,0,2,"2","42","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",403932
.,.,.,1377,18000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",32,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",37,,,"2","2","2","2",.,0,.,.,.,0,2,"1","39","2","2",.,.,"D","A","C","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403941
.,.,.,3978,52000,.,.,.,.,.,"A","A","C","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",60,52,"D","D","1","1","4",,"01","D","D","D","A","D","1","1","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,1,"2","40","2","2",.,.,"D","A","C","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403941
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",13,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403941
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",7,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403941
.,.,.,1377,18000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",32,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",37,,,"2","2","2","2",.,0,.,.,.,0,2,"1","39","2","2",.,.,"D","A","C","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403942
.,.,.,3978,52000,.,.,.,.,.,"A","A","C","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",60,52,"D","D","1","1","4",,"01","D","D","D","A","D","1","1","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,1,"2","40","2","2",.,.,"D","A","C","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403942
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",13,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403942
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",7,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403942
11180,.,.,1711,.,.,.,.,.,.,"D","A","A","D","B","B","A","A","A","B",9,.,.,.,2,"D","A","A","A","D",26,52,"D","D","1","5","1",,"04","D","D","D","A","D","1","1","D","D",25,,"2","2","2","2","2",.,1711,.,.,161,0,1,"1","41","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",403951
11180,.,.,1711,.,.,.,.,.,.,"D","A","A","D","B","B","A","A","A","B",9,.,.,.,2,"D","A","A","A","D",26,52,"D","D","1","5","1",,"04","D","D","D","A","D","1","1","D","D",25,,"2","2","2","2","2",.,1711,.,.,161,0,1,"1","41","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",403952
.,.,.,1607,21000,.,.,.,.,.,"A","A","A","D","D","B","B","A","A","B",.,.,.,.,.,"C","B","A","A","C",35,36,"D","D","3","3","1",,"03","D","D","D","A","D","1","2","D","D",66,,,"2","2","2","2",.,0,.,.,.,0,1,"1","40","3",,.,.,"D","A","A","D","D","D","D","D","D","D","A","A","D","A","A","C","D","A","A",403961
.,.,.,1607,21000,.,.,.,.,.,"A","A","A","D","D","B","B","A","A","B",.,.,.,.,.,"C","B","A","A","C",35,36,"D","D","3","3","1",,"03","D","D","D","A","D","1","2","D","D",66,,,"2","2","2","2",.,0,.,.,.,0,1,"1","40","3",,.,.,"D","A","A","D","D","D","D","D","D","D","A","A","D","A","A","C","D","A","A",403962
.,.,.,0,.,.,.,.,.,.,"C","A","B","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",65,26,"D","D","1","3","4",,"07","D","D","D","A","D","1","2","D","D",39,,"1","2","2","2","2",.,0,.,.,.,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403971
.,.,.,0,.,.,.,.,.,.,"C","A","B","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",65,26,"D","D","1","3","4",,"07","D","D","D","A","D","1","2","D","D",39,,"1","2","2","2","2",.,0,.,.,.,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403972
.,.,.,1148,15000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","5","4",,"04","D","D","D","A","D","1","2","D","D",20,,"1","2","2","2","2",.,0,.,.,288,0,1,"1","40","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",403981
.,.,.,1148,15000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","5","4",,"04","D","D","D","A","D","1","2","D","D",20,,"1","2","2","2","2",.,0,.,.,288,0,1,"1","40","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",403982
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",42,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,1,"1","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403991
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","1","1",,"06","D","D","D","A","D","1","1","D","D",40,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","C","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403991
.,.,.,1760,23000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",60,52,"D","D","1","5","1",,"15","D","D","D","A","D","1","1","D","D",17,,"1","2","2","2","2",.,0,.,.,450,0,3,"3","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",403991
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",9,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403991
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",11,,,,,,,.,.,.,.,.,.,5,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403991
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"B","A","A","A","A",15,10,"D","D","1","5","1",,"05","D","D","D","A","D","1","2","D","D",14,,,"2","2","2","2",.,0,.,.,.,0,6,"9","08",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","D","A","A","C","D","A","A",403991
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",42,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,1,"1","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403992
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","1","1",,"06","D","D","D","A","D","1","1","D","D",40,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","C","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",403992
.,.,.,1760,23000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",60,52,"D","D","1","5","1",,"15","D","D","D","A","D","1","1","D","D",17,,"1","2","2","2","2",.,0,.,.,450,0,3,"3","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",403992
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",9,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403992
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",11,,,,,,,.,.,.,.,.,.,5,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",403992
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"B","A","A","A","A",15,10,"D","D","1","5","1",,"05","D","D","D","A","D","1","2","D","D",14,,,"2","2","2","2",.,0,.,.,.,0,6,"9","08",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","D","A","A","C","D","A","A",403992
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",85,"1",,"2","1","2","1",12,.,477,1056,.,6324,1,"1","04",,,.,.,"T","D","A","D","D","D","D","D","D","A","A","D","A","D","D","A","D","A","A",404001
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",85,"1",,"2","1","2","1",12,.,477,1056,.,6324,1,"1","04",,,.,.,"T","D","A","D","D","D","D","D","D","A","A","D","A","D","D","A","D","A","A",404002
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",29,,,"2","2","2","2",.,.,.,.,.,0,1,"1","39","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",404011
.,.,.,4590,60000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",55,52,"D","D","1","1","1",,"07","D","D","D","A","D","1","1","D","D",28,,"1","2","2","2","2",.,0,.,.,1100,0,2,"2","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",404011
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",9,,,,,,,.,.,.,.,.,.,3,"3",,,,10,4,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",404011
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",6,,,,,,,.,.,.,.,.,.,4,"3",,,,10,4,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",404011
