"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEDICARE","PAYPERD","ANYRAIL","ANYSSINC","STA_SUPP","US_SUPP","SS_RRQ","SLFEMPSS","SS_RRX","SUPPX","GROSPAYX","SOCRRX","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","AGE_","MEDI_ARE","PAYPERD_","ANYRAIL_","ANYS_INC","STA__UPP","US_SUPP_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","SS_RRQ_","SLFE_PSS","SS_RRX_","SUPPX_","GROS_AYX","SOCRRX_","SCHL_CHX","SCHL_CHQ","NEWID"
.,.,.,1148,15000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",25,52,"D","D","1","3","4",,"14","D","D","D","A","D","1","1","D","D",70,"1","1","2","1","2","2",12,0,649,.,288,8388,1,"1","40","3",,.,.,"D","D","D","D","D","D","D","D","D","D","A","D","D","D","A","D","D","A","A",408332
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,51,"D","D","3","1","4",,"03","D","D","D","A","D","1","2","D","D",40,,"2","2","2","2","2",.,0,.,.,.,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408341
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,51,"D","D","2","1","2",,"01","D","D","D","A","D","1","1","D","D",46,,"2","2","2","2","2",.,0,.,.,.,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408341
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",30,52,"D","D","1","5","4",,"10","D","D","D","A","D","1","1","D","D",19,,"1","2","2","2","2",.,0,.,.,.,0,3,"3","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408341
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",12,2,"D","D","1","5","4",,"10","D","D","D","A","D","1","1","D","D",17,,"1","2","2","2","2",.,0,.,.,.,0,4,"3","38",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",408341
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",25,52,"D","D","1","5","4",,"11","D","D","D","A","D","1","2","D","D",15,,,"2","2","2","2",.,0,.,.,.,0,5,"3","09",,,10,.,"D","A","B","D","D","D","D","D","D","A","A","A","D","A","A","B","D","D","B",408341
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,51,"D","D","3","1","4",,"03","D","D","D","A","D","1","2","D","D",40,,"2","2","2","2","2",.,0,.,.,.,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408342
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,51,"D","D","2","1","2",,"01","D","D","D","A","D","1","1","D","D",46,,"2","2","2","2","2",.,0,.,.,.,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408342
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",30,52,"D","D","1","5","4",,"10","D","D","D","A","D","1","1","D","D",19,,"1","2","2","2","2",.,0,.,.,.,0,3,"3","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408342
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",12,2,"D","D","1","5","4",,"10","D","D","D","A","D","1","1","D","D",17,,"1","2","2","2","2",.,0,.,.,.,0,4,"3","38",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",408342
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",25,52,"D","D","1","5","4",,"11","D","D","D","A","D","1","2","D","D",15,,,"2","2","2","2",.,0,.,.,.,0,5,"3","09",,,10,.,"D","A","B","D","D","D","D","D","D","A","A","A","D","A","A","B","D","D","B",408342
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",30,52,"D","D","1","1","4",,"11","D","D","D","A","D","4","2","D","D",27,,,"2","2","2","2",.,0,.,.,.,0,4,"1","40","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",408351
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","4",,"A","D","D","D","A","4","1","D","D",36,,,"2","2","2","2",.,.,.,.,.,0,5,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",408351
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","2","D","D",1,,,,,,,.,.,.,.,.,.,6,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408351
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","5","4",,"08","D","D","D","A","D","4","1","D","D",32,,,"2","2","2","2",.,0,.,.,.,0,3,"6","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",408351
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","4",,"A","D","D","D","A","4","1","D","D",65,,,"2","2","2","2",.,.,.,.,.,0,1,"7","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",408351
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","1","4",,"03","D","D","D","A","D","4","2","D","D",64,,,"2","2","2","2",.,0,.,.,.,0,2,"7","43","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",408351
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",30,52,"D","D","1","1","4",,"11","D","D","D","A","D","4","2","D","D",27,,,"2","2","2","2",.,0,.,.,.,0,4,"1","40","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",408352
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","4",,"A","D","D","D","A","4","1","D","D",36,,,"2","2","2","2",.,.,.,.,.,0,5,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",408352
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","2","D","D",1,,,,,,,.,.,.,.,.,.,6,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408352
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","5","4",,"08","D","D","D","A","D","4","1","D","D",32,,,"2","2","2","2",.,0,.,.,.,0,3,"6","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",408352
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","4",,"A","D","D","D","A","4","1","D","D",65,,,"2","2","2","2",.,.,.,.,.,0,1,"7","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",408352
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","1","4",,"03","D","D","D","A","D","4","2","D","D",64,,,"2","2","2","2",.,0,.,.,.,0,2,"7","43","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",408352
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","3","2",,"A","D","D","D","A","2","2","D","D",39,,,"2","2","2","2",.,.,.,.,.,0,1,"1","11",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",408361
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","1","1","3",,"10","D","D","D","A","D","2","1","D","D",38,,,"2","2","2","2",.,0,.,.,.,0,2,"2","11",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","D","A","A","A","D","A","A",408361
.,.,.,551,7200,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,15,"D","D","1","5","3",,"10","D","D","D","A","D","2","1","D","D",21,,,"2","2","2","2",.,0,.,.,.,0,3,"3","39","3","2",.,.,"D","A","C","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408361
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","3","2",,"A","D","D","D","A","2","2","D","D",39,,,"2","2","2","2",.,.,.,.,.,0,1,"1","11",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",408362
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","1","1","3",,"10","D","D","D","A","D","2","1","D","D",38,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",408362
.,.,.,551,7200,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,15,"D","D","1","5","3",,"10","D","D","D","A","D","2","1","D","D",21,,,"2","2","2","2",.,0,.,.,.,0,3,"3","39","3","2",.,.,"D","A","C","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408362
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","1","1",,"A","D","D","D","A","1","1","D","D",79,"2",,"2","1","2","2",12,.,1600,.,.,19200,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",408371
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","1","1",,"A","D","D","D","A","1","1","D","D",79,"2",,"2","1","2","2",12,.,1600,.,.,19200,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",408372
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","1","1",,"A","D","D","D","A","1","2","D","D",79,"1",,"2","1","2","2",12,.,588,.,.,7656,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",408381
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","1","1",,"A","D","D","D","A","1","2","D","D",79,"1",,"2","1","2","2",12,.,588,.,.,7656,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",408382
.,10000,.,2142,8000,.,.,.,.,.,"A","D","C","D","D","B","A","B","A","A",.,.,.,.,.,"C","A","C","A","A",72,52,"D","D","5","1","4",,"16","D","D","D","A","D","1","1","D","D",41,,"2","2","2","2","2",.,1530,.,.,860,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408391
.,.,.,0,.,.,.,.,.,.,"C","C","A","D","C","B","A","B","A","A",.,.,.,.,.,"B","A","B","A","A",40,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408391
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",10,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","B","B",408391
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",7,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","B","B",408391
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",3,,,,,,,.,.,.,.,.,.,5,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408391
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",1,,,,,,,.,.,.,.,.,.,6,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408391
.,10000,.,2142,8000,.,.,.,.,.,"A","D","C","D","D","B","A","B","A","A",.,.,.,.,.,"C","A","C","A","A",72,52,"D","D","5","1","4",,"16","D","D","D","A","D","1","1","D","D",41,,"2","2","2","2","2",.,1530,.,.,860,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408392
.,.,.,0,.,.,.,.,.,.,"C","C","A","D","C","B","A","B","A","A",.,.,.,.,.,"B","A","B","A","A",40,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408392
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",10,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","B","B",408392
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",7,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","B","B",408392
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",3,,,,,,,.,.,.,.,.,.,5,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408392
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",1,,,,,,,.,.,.,.,.,.,6,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408392
.,.,.,2984,39000,4411,.,.,.,2017,"A","A","A","D","D","D","A","A","A","D",164,.,.,.,75,"D","A","A","A","D",40,52,"D","D","1","4","1",,"06","D","D","D","A","D","1","2","D","D",31,,"2","2","2","2","2",.,0,.,.,1450,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408401
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",2,,,,,,,.,.,.,.,.,.,2,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408401
.,.,.,2984,39000,4411,.,.,.,2017,"A","A","A","D","D","D","A","A","A","D",164,.,.,.,75,"D","A","A","A","D",40,52,"D","D","1","4","1",,"06","D","D","D","A","D","1","2","D","D",31,,"2","2","2","2","2",.,0,.,.,1450,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408402
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",2,,,,,,,.,.,.,.,.,.,2,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408402
.,.,.,3443,45000,.,.,.,.,.,"A","A","C","D","D","B","B","A","A","B",.,.,.,.,.,"C","B","A","A","C",45,52,"D","D","2","1","4",,"12","D","D","D","A","D","4","1","D","D",45,,"2","2","2","2","2",.,0,.,.,1600,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408411
.,.,.,1913,25000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",37,52,"D","D","2","1","4",,"10","D","D","D","A","D","4","2","D","D",36,,"2","2","2","2","2",.,0,.,.,.,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408411
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","1","D","D",12,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408411
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","1","D","D",9,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408411
.,.,.,3443,45000,.,.,.,.,.,"A","A","C","D","D","B","B","A","A","B",.,.,.,.,.,"C","B","A","A","C",45,52,"D","D","2","1","4",,"12","D","D","D","A","D","4","1","D","D",45,,"2","2","2","2","2",.,0,.,.,1600,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408412
.,.,.,1913,25000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",37,52,"D","D","2","1","4",,"10","D","D","D","A","D","4","2","D","D",36,,"2","2","2","2","2",.,0,.,.,.,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408412
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","1","D","D",12,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408412
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","1","D","D",9,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408412
.,.,.,2066,27000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","5","4",,"01","D","D","D","A","D","1","2","D","D",40,,"1","2","2","2","2",.,0,.,.,490,0,2,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408421
.,.,.,1913,25000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","5","4",,"11","D","D","D","A","D","1","1","D","D",40,,"2","2","2","2","2",.,0,.,.,800,0,1,"9","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408421
.,.,.,2066,27000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","5","4",,"01","D","D","D","A","D","1","2","D","D",40,,"1","2","2","2","2",.,0,.,.,490,0,2,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408422
.,.,.,1913,25000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","5","4",,"11","D","D","D","A","D","1","1","D","D",40,,"2","2","2","2","2",.,0,.,.,800,0,1,"9","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408422
.,.,.,0,.,.,.,.,.,.,"C","A","A","D","B","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","B",40,52,"D","D","1","5","3",,"01","D","D","D","A","D","2","2","D","D",34,,,"2","2","2","2",.,0,.,.,.,0,1,"1","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",408431
.,.,.,1102,14400,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",37,52,"D","D","1","5","2",,"13","D","D","D","A","D","1","1","D","D",51,,"1","2","2","2","2",.,0,.,.,330,0,1,"1","00",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",408441
.,.,.,1102,14400,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",37,52,"D","D","1","5","2",,"13","D","D","D","A","D","1","1","D","D",51,,"1","2","2","2","2",.,0,.,.,330,0,1,"1","00",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",408442
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",12,52,"D","D","1","2","1",,"10","D","D","D","A","D","1","1","D","D",71,"1",,"2","1","2","2",12,0,.,.,.,600,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","D","C","A","C","D","A","A",408451
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",12,52,"D","D","1","2","1",,"10","D","D","D","A","D","1","1","D","D",71,"1",,"2","1","2","2",12,0,.,.,.,600,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","D","C","A","C","D","A","A",408452
17000,.,.,2601,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",70,52,"D","D","5","5","4",,"10","D","D","D","A","D","1","1","D","D",38,,,"2","2","2","2",.,2601,.,.,.,0,1,"1","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",408461
17000,.,.,2601,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",70,52,"D","D","5","5","4",,"10","D","D","D","A","D","1","1","D","D",38,,,"2","2","2","2",.,2601,.,.,.,0,1,"1","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",408462
.,.,.,6754,122000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,2339,.,.,"C","A","T","A","C",68,52,"D","D","1","1","4",,"01","D","D","D","A","D","1","1","D","D",49,,"3","2","2","2","2",.,0,.,.,.,0,1,"1","44","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408472
.,.,.,3672,48000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",36,52,"D","D","3","1","4",,"02","D","D","D","A","D","1","2","D","D",49,,"3","2","2","2","2",.,0,.,.,.,0,2,"2","44","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",408472
.,.,.,1301,17000,850,.,.,.,340,"A","A","A","D","D","D","A","A","A","D",20,.,.,.,8,"D","A","A","A","D",48,52,"D","D","1","3","3",,"10","D","D","D","A","D","2","2","D","D",52,,"1","2","2","2","2",.,0,.,.,400,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408481
.,.,.,1957,25585,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,35,"D","D","4","3","3",,"08","D","D","D","A","D","2","2","D","D",30,,"2","2","2","2","2",.,0,.,.,731,0,2,"3","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",408481
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","3",,,"A","D","D","A","A","2","2","D","D",10,,,,,,,.,.,.,.,.,.,3,"4",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408481
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","3",,,"A","D","D","A","A","2","2","D","D",2,,,,,,,.,.,.,.,.,.,4,"4",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",408481
