"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEDICARE","PAYPERD","ANYRAIL","ANYSSINC","STA_SUPP","US_SUPP","SS_RRQ","SLFEMPSS","SS_RRX","SUPPX","GROSPAYX","SOCRRX","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","AGE_","MEDI_ARE","PAYPERD_","ANYRAIL_","ANYS_INC","STA__UPP","US_SUPP_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","SS_RRQ_","SLFE_PSS","SS_RRX_","SUPPX_","GROS_AYX","SOCRRX_","SCHL_CHX","SCHL_CHQ","NEWID"
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",2,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",343422
.,.,.,918,12000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,12,"D","D","1","1","4",,"05","D","D","D","A","D","1","1","D","D",57,,"2","2","2","2","2",.,0,.,.,1000,0,1,"1","42","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343431
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",54,,,"2","2","2","2",.,.,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",343431
.,.,.,918,12000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,12,"D","D","1","1","4",,"05","D","D","D","A","D","1","1","D","D",57,,"2","2","2","2","2",.,0,.,.,1000,0,1,"1","42","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343432
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",54,,,"2","2","2","2",.,.,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",343432
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,42,"D","D","1","1","2",,"13","D","D","D","A","D","1","1","D","D",44,,"2","2","2","2","2",.,0,.,.,780,0,7,"1","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343441
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,28,"D","D","1","5","2",,"13","D","D","D","A","D","1","1","D","D",18,,"2","2","2","2","2",.,0,.,.,480,0,8,"3","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343441
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","1","5","2",,"13","D","D","D","A","D","1","2","D","D",20,,"1","2","2","2","2",.,0,.,.,400,0,9,"3","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343441
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","1","5","2",,"13","D","D","D","A","D","1","1","D","D",24,,"2","2","2","2","2",.,0,.,.,400,0,10,"3","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343441
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,38,"D","D","1","5","2",,"13","D","D","D","A","D","1","1","D","D",19,,"2","2","2","2","2",.,0,.,.,400,0,11,"3","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343441
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,42,"D","D","1","1","2",,"13","D","D","D","A","D","1","1","D","D",44,,"2","2","2","2","2",.,0,.,.,780,0,7,"1","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343442
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,28,"D","D","1","5","2",,"13","D","D","D","A","D","1","1","D","D",18,,"2","2","2","2","2",.,0,.,.,480,0,8,"3","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343442
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","1","5","2",,"13","D","D","D","A","D","1","2","D","D",20,,"1","2","2","2","2",.,0,.,.,400,0,9,"3","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343442
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","1","5","2",,"13","D","D","D","A","D","1","1","D","D",24,,"2","2","2","2","2",.,0,.,.,400,0,10,"3","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343442
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,38,"D","D","1","5","2",,"13","D","D","D","A","D","1","1","D","D",19,,"2","2","2","2","2",.,0,.,.,400,0,11,"3","08",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343442
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"B","A","A","A","A",16,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",52,,"2","2","2","2","2",.,0,.,.,.,0,1,"1","44","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",343451
.,.,.,6446,100800,.,.,.,.,.,"A","A","C","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","1","2",,"03","D","D","D","A","D","1","1","D","D",55,,"3","2","2","2","2",.,0,.,.,.,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",343451
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"B","A","A","A","A",16,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",52,,"2","2","2","2","2",.,0,.,.,.,0,1,"1","44","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",343452
.,.,.,6446,100800,.,.,.,.,.,"A","A","C","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","1","2",,"03","D","D","D","A","D","1","1","D","D",55,,"3","2","2","2","2",.,0,.,.,.,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",343452
.,.,.,4590,60000,.,.,.,.,.,"A","A","C","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",50,52,"D","D","1","1","1",,"13","D","D","D","A","D","1","1","D","D",38,,"1","2","2","2","2",.,0,.,.,700,0,1,"1","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343461
.,.,.,765,10000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",25,40,"D","D","1","1","1",,"10","D","D","D","A","D","1","2","D","D",39,,"1","2","2","2","2",.,0,.,.,138,0,2,"2","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343461
.,.,.,153,2000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","B",.,.,.,.,.,"A","A","A","A","C",20,20,"D","D","1","5","1",,"05","D","D","D","A","D","1","2","D","D",18,,"1","2","2","2","2",.,0,.,.,93,0,3,"3","38",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343461
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",13,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",343461
.,.,.,4590,60000,.,.,.,.,.,"A","A","C","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",50,52,"D","D","1","1","1",,"13","D","D","D","A","D","1","1","D","D",38,,"1","2","2","2","2",.,0,.,.,700,0,1,"1","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343462
.,.,.,765,10000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",25,40,"D","D","1","1","1",,"10","D","D","D","A","D","1","2","D","D",39,,"1","2","2","2","2",.,0,.,.,138,0,2,"2","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343462
.,.,.,153,2000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","B",.,.,.,.,.,"A","A","A","A","C",20,20,"D","D","1","5","1",,"05","D","D","D","A","D","1","2","D","D",18,,"1","2","2","2","2",.,0,.,.,93,0,3,"3","38",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343462
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",13,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",343462
.,.,.,3443,45000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,50,"D","D","1","1","4",,"15","D","D","D","A","D","1","1","D","D",36,,"2","2","2","2","2",.,0,.,.,80,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343471
6000,.,.,918,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",20,43,"D","D","5","1","4",,"03","D","D","D","A","D","1","2","D","D",42,,,"2","2","2","2",.,918,.,.,.,0,2,"2","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",343471
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",30,26,"D","D","3","5","4",,"13","D","D","D","A","D","1","1","D","D",20,,,"2","2","2","2",.,0,.,.,.,0,3,"3","40","1","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",343471
.,.,.,444,5800,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",12,48,"D","D","1","5","4",,"17","D","D","D","A","D","1","1","D","D",18,,,"2","2","2","2",.,0,.,.,.,0,4,"3","40","1","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",343471
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",9,,,,,,,.,.,.,.,.,.,5,"3",,,,10,4,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",343471
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",8,,,,,,,.,.,.,.,.,.,6,"3",,,,10,4,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",343471
.,.,.,3443,45000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,50,"D","D","1","1","4",,"15","D","D","D","A","D","1","1","D","D",36,,"2","2","2","2","2",.,0,.,.,80,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343472
6000,.,.,918,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",20,43,"D","D","5","1","4",,"03","D","D","D","A","D","1","2","D","D",42,,,"2","2","2","2",.,918,.,.,.,0,2,"2","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",343472
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",30,26,"D","D","3","5","4",,"13","D","D","D","A","D","1","1","D","D",20,,,"2","2","2","2",.,0,.,.,.,0,3,"3","40","1","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",343472
.,.,.,444,5800,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",12,48,"D","D","1","5","4",,"17","D","D","D","A","D","1","1","D","D",18,,,"2","2","2","2",.,0,.,.,.,0,4,"3","40","1","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",343472
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",9,,,,,,,.,.,.,.,.,.,5,"3",,,,10,4,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",343472
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",8,,,,,,,.,.,.,.,.,.,6,"3",,,,10,4,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",343472
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","2",,"A","D","D","D","A","4","2","D","D",85,"1",,"2","1","2","2",12,.,444,.,.,5928,1,"1","39","3",,.,.,"T","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",343481
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","2",,"A","D","D","D","A","4","2","D","D",85,"1",,"2","1","2","2",12,.,444,.,.,5928,1,"1","39","3",,.,.,"T","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",343482
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","6",,"A","D","D","D","A","1","1","D","D",50,,,"2","2","2","2",.,.,.,.,.,0,1,"1","44","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",343491
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","2","D","D",25,,,"2","2","2","2",.,.,.,.,.,0,2,"3","10",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",343491
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","6",,"A","D","D","D","A","1","1","D","D",52,,,"2","2","2","2",.,.,.,.,.,0,1,"1","44","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",343492
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","2","D","D",27,,,"2","2","2","2",.,.,.,.,.,0,2,"3","10",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",343492
.,.,.,6290,90000,.,.,.,.,.,"A","A","C","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","1","1",,"01","D","D","D","A","D","1","1","D","D",59,,"2","2","2","2","2",.,0,.,.,3500,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343501
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",55,,,"2","2","2","2",.,.,.,.,.,0,2,"2","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",343501
.,.,.,6290,90000,.,.,.,.,.,"A","A","C","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","1","1",,"01","D","D","D","A","D","1","1","D","D",59,,"2","2","2","2","2",.,0,.,.,3500,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343502
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",55,,,"2","2","2","2",.,.,.,.,.,0,2,"2","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",343502
.,.,.,0,.,.,.,.,.,.,"A","A","B","D","B","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",34,52,"D","D","1","3","1",,"05","D","D","D","A","D","1","2","D","D",59,,"1","2","2","2","2",.,0,.,.,350,0,1,"1","10",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343511
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",24,2,"D","D","1","3","1",,"04","D","D","D","A","D","1","2","D","D",51,,"2","2","2","2","2",.,0,.,.,.,0,2,"9","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",343511
.,.,.,0,.,.,.,.,.,.,"A","A","B","D","B","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",34,52,"D","D","1","3","1",,"05","D","D","D","A","D","1","2","D","D",59,,"1","2","2","2","2",.,0,.,.,350,0,1,"1","10",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","D","A","A",343512
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",24,2,"D","D","1","3","1",,"04","D","D","D","A","D","1","2","D","D",51,,"2","2","2","2","2",.,0,.,.,.,0,2,"9","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",343512
.,.,2200,171,2240,.,.,.,.,.,"A","A","D","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",36,28,"D","D","1","3","4",,"10","D","D","D","A","D","1","2","D","D",60,,"1","2","2","2","2",.,0,.,.,80,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343521
.,.,2200,171,2240,.,.,.,.,.,"A","A","D","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",36,28,"D","D","1","3","4",,"10","D","D","D","A","D","1","2","D","D",60,,"1","2","2","2","2",.,0,.,.,80,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343522
.,.,.,1989,26000,2476,.,.,.,867,"A","A","A","D","D","D","A","A","A","D",100,.,.,.,35,"D","A","A","A","D",40,52,"D","D","4","1","3",,"10","D","D","D","A","D","2","1","D","D",61,,"2","2","2","2","2",.,0,.,.,1050,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343531
.,.,.,2754,36000,5898,.,.,.,1523,"A","A","A","D","D","D","A","A","A","D",213,.,.,.,55,"D","A","A","A","D",40,52,"D","D","1","1","3",,"06","D","D","D","A","D","2","2","D","D",49,,"2","2","2","2","2",.,0,.,.,1300,0,2,"2","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343531
.,.,.,3366,44000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",300,.,.,.,75,"D","A","A","A","D",40,52,"D","D","1","5","3",,"08","D","D","D","A","D","2","2","D","D",22,,"2","2","2","2","2",.,0,.,.,.,0,3,"3","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",343531
.,.,.,1989,26000,2476,.,.,.,867,"A","A","A","D","D","D","A","A","A","D",100,.,.,.,35,"D","A","A","A","D",40,52,"D","D","4","1","3",,"10","D","D","D","A","D","2","1","D","D",61,,"2","2","2","2","2",.,0,.,.,1050,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343532
.,.,.,2754,36000,5898,.,.,.,1523,"A","A","A","D","D","D","A","A","A","D",213,.,.,.,55,"D","A","A","A","D",40,52,"D","D","1","1","3",,"06","D","D","D","A","D","2","2","D","D",49,,"2","2","2","2","2",.,0,.,.,1300,0,2,"2","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343532
.,.,.,3366,44000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",300,.,.,.,75,"D","A","A","A","D",40,52,"D","D","1","5","3",,"08","D","D","D","A","D","2","2","D","D",22,,"2","2","2","2","2",.,0,.,.,.,0,3,"3","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",343532
.,.,.,1224,16000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"B","A","A","A","A",40,52,"D","D","1","3","3",,"11","D","D","D","A","D","2","2","D","D",48,,"1","2","2","2","2",.,0,.,.,330,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343541
.,.,.,1224,16000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"B","A","A","A","A",40,52,"D","D","1","3","3",,"11","D","D","D","A","D","2","2","D","D",48,,"1","2","2","2","2",.,0,.,.,330,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343542
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","4","4",,"14","D","D","D","A","D","1","1","D","D",57,,"1","2","2","2","2",.,0,.,.,.,0,1,"1","09",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",343551
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","4","4",,"14","D","D","D","A","D","1","1","D","D",57,,"1","2","2","2","2",.,0,.,.,.,0,1,"1","09",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",343552
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",30,24,"D","D","3","1","1",,"01","D","D","D","A","D","1","1","D","D",56,,"2","2","2","2","2",.,0,.,.,.,0,1,"1","41","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",343561
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",74,"1",,"2","1","2","2",12,.,385,.,.,5220,2,"2","09",,,.,.,"D","D","A","D","D","D","D","D","D","A","A","D","A","D","A","A","D","A","A",343561
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",30,24,"D","D","3","1","1",,"01","D","D","D","A","D","1","1","D","D",56,,"2","2","2","2","2",.,0,.,.,.,0,1,"1","41","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",343562
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",74,"1",,"2","1","2","2",12,.,385,.,.,5220,2,"2","09",,,.,.,"D","D","A","D","D","D","D","D","D","A","A","D","A","D","A","A","D","A","A",343562
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,1150,.,.,14400,1,"1","09",,,.,.,"T","D","A","D","D","D","D","D","D","A","A","D","A","D","A","A","D","A","A",343571
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,1150,.,.,14400,1,"1","09",,,.,.,"T","D","A","D","D","D","D","D","D","A","A","D","A","D","A","A","D","A","A",343572
.,.,.,3290,43000,5980,.,2143,.,2196,"A","A","A","D","D","D","A","D","A","D",226,.,81,.,83,"D","A","D","A","D",42,52,"D","D","1","5","4",,"04","D","D","D","A","D","1","2","D","D",31,,"7","2","2","2","2",.,0,.,.,1625,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343581
.,.,.,3290,43000,5980,.,2143,.,2196,"A","A","A","D","D","D","A","D","A","D",226,.,81,.,83,"D","A","D","A","D",42,52,"D","D","1","4","4",,"04","D","D","D","A","D","1","2","D","D",31,,"7","2","2","2","2",.,0,.,.,1625,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",343582
