"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEDICARE","PAYPERD","ANYRAIL","ANYSSINC","STA_SUPP","US_SUPP","SS_RRQ","SLFEMPSS","SS_RRX","SUPPX","GROSPAYX","SOCRRX","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","AGE_","MEDI_ARE","PAYPERD_","ANYRAIL_","ANYS_INC","STA__UPP","US_SUPP_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","SS_RRQ_","SLFE_PSS","SS_RRX_","SUPPX_","GROS_AYX","SOCRRX_","SCHL_CHX","SCHL_CHQ","NEWID"
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","3",,,"A","D","D","A","A","2","1","D","D",10,,,,,,,.,.,.,.,.,.,3,"4",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340711
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","3","4",,"A","D","D","D","A","2","1","D","D",54,"1",,"2","1","2","2",12,.,900,.,.,11400,1,"1","10",,"2",.,.,"D","D","A","D","D","D","D","D","D","A","D","D","A","D","A","A","D","A","A",340712
.,.,.,1148,15000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","1","3",,"05","D","D","D","A","D","2","2","D","D",50,,"1","2","2","2","2",.,0,.,.,300,0,2,"2","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340712
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","3",,,"A","D","D","A","A","2","1","D","D",10,,,,,,,.,.,.,.,.,.,3,"4",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340712
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",50,20,"D","D","1","1","1",,"03","D","D","D","A","D","1","2","D","D",36,,,"2","2","2","2",.,0,.,.,.,0,1,"1","41","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",340721
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",50,52,"D","D","1","1","1",,"15","D","D","D","A","D","1","1","D","D",34,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",340721
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",10,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340721
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",7,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340721
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",50,20,"D","D","1","1","1",,"03","D","D","D","A","D","1","2","D","D",36,,,"2","2","2","2",.,0,.,.,.,0,1,"1","41","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",340722
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",50,52,"D","D","1","1","1",,"15","D","D","D","A","D","1","1","D","D",34,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",340722
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",10,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340722
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",7,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340722
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",75,"1",,"2","1","2","2",12,.,490,.,.,6480,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",340731
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",75,"1",,"2","1","2","2",12,.,490,.,.,6480,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",340732
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",64,"2",,"2","1","2","2",12,.,502,.,.,6024,2,"1","42","3","2",.,.,"D","D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","A","A",340741
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",20,52,"D","D","1","1","1",,"05","D","D","D","A","D","1","1","D","D",68,"2",,"2","1","2","2",12,0,1600,.,.,19200,1,"2","42","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","D","D","A","C","D","A","A",340741
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",64,"2",,"2","1","2","2",12,.,502,.,.,6024,2,"1","42","3","2",.,.,"D","D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","A","A",340742
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",20,52,"D","D","1","1","1",,"05","D","D","D","A","D","1","1","D","D",68,"2",,"2","1","2","2",12,0,1600,.,.,19200,1,"2","42","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","D","D","A","C","D","A","A",340742
.,.,.,1148,15000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",24,52,"D","D","1","1","1",,"07","D","D","D","A","D","1","2","D","D",28,,"2","2","2","2","2",.,0,.,.,600,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340751
.,.,.,1148,15000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,40,"D","D","1","1","3",,"13","D","D","D","A","D","2","1","D","D",27,,"1","2","2","2","2",.,0,.,.,250,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340751
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",8,,,,,,,.,.,.,.,.,.,3,"3",,,,3,4,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",340751
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",2,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340751
.,.,.,1148,15000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",24,52,"D","D","1","1","1",,"07","D","D","D","A","D","1","2","D","D",28,,"2","2","2","2","2",.,0,.,.,600,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340752
.,.,.,1148,15000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,40,"D","D","1","1","3",,"13","D","D","D","A","D","2","1","D","D",27,,"1","2","2","2","2",.,0,.,.,250,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340752
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",8,,,,,,,.,.,.,.,.,.,3,"3",,,,3,4,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",340752
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",2,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340752
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","1",,"A","D","D","D","A","1","2","D","D",48,,,"2","2","2","2",.,.,.,.,.,0,2,"1","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",340761
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","3","4",,"14","D","D","D","A","D","1","1","D","D",27,,,"2","2","2","2",.,0,.,.,.,0,1,"6","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",340761
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","1",,"A","D","D","D","A","1","2","D","D",51,,,"2","2","2","2",.,.,.,.,.,0,2,"1","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",340762
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,52,"D","D","1","3","4",,"14","D","D","D","A","D","1","1","D","D",60,,,"2","2","2","2",.,0,.,.,.,0,1,"6","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",340762
.,.,.,0,.,.,.,.,.,.,"A","A","C","D","C","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",55,,"2","2","2","2","2",.,0,.,.,.,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",340771
.,.,.,0,.,.,.,.,.,.,"A","A","C","D","C","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",40,48,"D","D","4","1","1",,"14","D","D","D","A","D","1","1","D","D",59,,"2","2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",340771
.,.,.,0,.,.,.,.,.,.,"A","A","C","D","C","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",55,,"2","2","2","2","2",.,0,.,.,.,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",340772
.,.,.,0,.,.,.,.,.,.,"A","A","C","D","C","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",40,48,"D","D","4","1","1",,"14","D","D","D","A","D","1","1","D","D",59,,"2","2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",340772
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","2","D","D",73,"1",,"2","1","2","2",12,.,.,.,.,600,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","C","A","A","D","A","A",340781
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","2","D","D",73,"1",,"2","1","2","2",12,.,.,.,.,600,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","C","A","A","D","A","A",340782
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","3","4",,"A","D","D","D","A","2","1","D","D",46,,,"2","2","2","1",.,.,.,9600,.,0,1,"1","39","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","D","A","D","A","A",340791
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","3","2",,"A","D","D","D","A","2","2","D","D",45,,,"2","2","2","2",.,.,.,.,.,0,2,"2","39","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",340791
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","3","4",,"A","D","D","D","A","2","1","D","D",46,,,"2","2","2","1",.,.,.,9600,.,0,1,"1","39","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","D","A","D","A","A",340792
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","3","2",,"A","D","D","D","A","2","2","D","D",45,,,"2","2","2","2",.,.,.,.,.,0,2,"2","39","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",340792
.,.,.,689,9000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,40,"D","D","1","1","2",,"14","D","D","D","A","D","1","1","D","D",49,,"2","2","2","2","2",.,0,.,.,400,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340801
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","6",,"A","D","D","D","A","1","2","D","D",47,,,"2","2","2","2",.,.,.,.,.,0,2,"2","08",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",340801
.,.,.,689,9000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,40,"D","D","1","5","2",,"05","D","D","D","A","D","1","1","D","D",22,,"2","2","2","2","2",.,0,.,.,400,0,3,"3","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340801
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","1","D","D",20,,,"2","2","2","2",.,.,.,.,.,0,4,"3","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",340801
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","2","D","D",14,,,"2","2","2","2",.,.,.,.,.,0,5,"3","08",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","A","A","A","A","D","A","A",340801
.,.,.,689,9000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,40,"D","D","1","1","2",,"14","D","D","D","A","D","1","1","D","D",49,,"2","2","2","2","2",.,0,.,.,400,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340802
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","6",,"A","D","D","D","A","1","2","D","D",47,,,"2","2","2","2",.,.,.,.,.,0,2,"2","08",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",340802
.,.,.,689,9000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,40,"D","D","1","5","2",,"05","D","D","D","A","D","1","1","D","D",22,,"2","2","2","2","2",.,0,.,.,400,0,3,"3","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340802
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","1","D","D",20,,,"2","2","2","2",.,.,.,.,.,0,4,"3","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",340802
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","2","D","D",14,,,"2","2","2","2",.,.,.,.,.,0,5,"3","08",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","A","A","A","A","D","A","A",340802
.,.,.,1757,22971,2257,1150,.,.,.,"A","A","A","D","D","D","D","A","A","A",216,110,.,.,.,"D","D","A","A","A",40,52,"D","D","3","1","1",,"03","D","D","D","A","D","1","1","D","D",33,,"3","2","2","2","2",.,0,.,.,2198,0,1,"1","44","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340811
.,.,.,1924,25145,.,.,754,.,.,"A","A","A","D","D","B","A","D","A","A",.,.,30,.,.,"C","A","D","A","A",42,52,"D","D","1","1","1",,"05","D","D","D","A","D","1","2","D","D",32,,"2","2","2","2","2",.,0,.,.,1000,0,2,"2","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340811
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",2,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340811
.,.,.,1757,22971,2257,1150,.,.,.,"A","A","A","D","D","D","D","A","A","A",216,110,.,.,.,"D","D","A","A","A",40,52,"D","D","3","1","1",,"03","D","D","D","A","D","1","1","D","D",33,,"3","2","2","2","2",.,0,.,.,2198,0,1,"1","44","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340812
.,.,.,1924,25145,.,.,754,.,.,"A","A","A","D","D","B","A","D","A","A",.,.,30,.,.,"C","A","D","A","A",42,52,"D","D","1","1","1",,"05","D","D","D","A","D","1","2","D","D",32,,"2","2","2","2","2",.,0,.,.,1000,0,2,"2","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",340812
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",2,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",340812
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,930,.,.,11760,1,"1","46","2",,.,.,"T","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",340821
.,.,.,0,.,.,.,.,.,.,"C","C","C","D","C","B","B","B","B","B",.,.,.,.,.,"C","C","C","C","C",40,52,"D","D","1","1","4",,"04","D","D","D","A","D","1","1","D","D",42,"2",,"2","1","1","2",12,0,.,.,.,0,1,"1","08",,"2",.,.,"D","D","C","D","D","D","D","D","D","A","D","D","D","C","C","C","D","A","A",340831
.,.,.,0,.,.,.,.,.,.,"C","C","C","D","C","B","B","B","B","B",.,.,.,.,.,"C","C","C","C","C",40,52,"D","D","1","1","4",,"04","D","D","D","A","D","1","2","D","D",42,"2",,"2","1","1","2",12,0,.,.,.,0,2,"2","46","3","2",.,.,"D","D","C","D","D","D","D","D","D","D","D","D","D","C","C","C","D","A","A",340831
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","1","D","D",17,,,"2","2","2","2",.,.,.,.,.,0,3,"3","11",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",340831
