"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEDICARE","PAYPERD","ANYRAIL","ANYSSINC","STA_SUPP","US_SUPP","SS_RRQ","SLFEMPSS","SS_RRX","SUPPX","GROSPAYX","SOCRRX","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","AGE_","MEDI_ARE","PAYPERD_","ANYRAIL_","ANYS_INC","STA__UPP","US_SUPP_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","SS_RRQ_","SLFE_PSS","SS_RRX_","SUPPX_","GROS_AYX","SOCRRX_","SCHL_CHX","SCHL_CHQ","NEWID"
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",62,"1",,"2","1","2","2",12,.,851,.,.,10812,1,"1","10",,"2",.,.,"D","D","A","D","D","D","D","D","D","A","D","D","A","D","A","A","D","A","A",363802
.,.,.,710,9282,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",26,42,"D","D","1","1","1",,"09","D","D","D","A","D","3","2","D","D",66,"1","1","2","1","2","2",12,0,498,.,221,6576,2,"2","10",,,.,.,"D","D","D","D","D","D","D","D","D","A","A","D","D","D","A","D","D","A","A",363802
.,.,.,6174,82000,16064,6463,2596,.,4795,"A","A","A","D","D","D","D","D","A","D",5303,5537,235,.,996,"T","T","D","A","T",50,52,"D","D","4","1","4",,"01","D","D","D","A","D","1","1","D","D",52,,"3","2","2","2","2",.,0,.,.,20734,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","T","D","A","A",363811
.,.,.,5508,72000,13706,4720,6807,.,4289,"A","A","A","D","D","D","D","D","A","D",604,208,300,.,189,"D","D","D","A","D",50,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",51,,"2","2","2","2","2",.,0,.,.,3173,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363811
.,.,.,459,6000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",20,50,"D","D","1","5","4",,"10","D","D","D","A","D","1","2","D","D",21,,"2","2","2","2","2",.,0,.,.,550,0,3,"3","40","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363811
.,.,.,6174,82000,16064,6463,2596,.,4795,"A","A","A","D","D","D","D","D","A","D",5303,5537,235,.,996,"T","T","D","A","T",50,52,"D","D","4","1","4",,"01","D","D","D","A","D","1","1","D","D",52,,"3","2","2","2","2",.,0,.,.,20734,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","T","D","A","A",363812
.,.,.,5508,72000,13706,4720,6807,.,4289,"A","A","A","D","D","D","D","D","A","D",604,208,300,.,189,"D","D","D","A","D",50,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",51,,"2","2","2","2","2",.,0,.,.,3173,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363812
.,.,.,459,6000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",20,50,"D","D","1","5","4",,"10","D","D","D","A","D","1","2","D","D",21,,"2","2","2","2","2",.,0,.,.,550,0,3,"3","40","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363812
.,.,.,1530,20000,3500,.,.,.,.,"C","A","A","D","D","D","A","A","A","A",70,.,.,.,.,"D","A","A","A","A",70,52,"D","D","5","1","1",,"10","D","D","D","A","D","1","1","D","D",54,,"1","2","2","2","2",.,0,.,.,400,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363821
.,.,140,4208,55000,6547,.,.,.,.,"A","A","D","D","D","D","B","B","A","A",292,.,.,.,.,"D","C","B","A","A",40,52,"D","D","4","1","1",,"02","D","D","D","A","D","1","2","D","D",52,,"2","2","2","2","2",.,0,.,.,2453,0,2,"2","44","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363821
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",17,,,"2","2","2","2",.,.,.,.,.,0,3,"3","09",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",363821
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",15,,,"2","2","2","2",.,.,.,.,.,0,4,"3","08",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","A","A","A","A","D","A","A",363821
.,.,.,1530,20000,3500,.,.,.,.,"C","A","A","D","D","D","A","A","A","A",70,.,.,.,.,"D","A","A","A","A",70,52,"D","D","5","1","1",,"10","D","D","D","A","D","1","1","D","D",54,,"1","2","2","2","2",.,0,.,.,400,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363822
.,.,140,4208,55000,6547,.,.,.,.,"A","A","D","D","D","D","B","B","A","A",292,.,.,.,.,"D","C","B","A","A",40,52,"D","D","4","1","1",,"02","D","D","D","A","D","1","2","D","D",52,,"2","2","2","2","2",.,0,.,.,2453,0,2,"2","44","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363822
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",17,,,"2","2","2","2",.,.,.,.,.,0,3,"3","09",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","A","A","A","A","D","A","A",363822
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",15,,,"2","2","2","2",.,.,.,.,.,0,4,"3","08",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","A","A","A","A","D","A","A",363822
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","B","A","B",.,.,.,.,.,"B","A","B","A","B",40,52,"D","D","1","1","1",,"05","D","D","D","A","D","1","2","D","D",33,,,"2","2","2","2",.,0,.,.,.,0,1,"1","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363831
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",60,52,"D","D","5","1","1",,"06","D","D","D","A","D","1","1","D","D",24,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",363831
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",8,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",363831
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","B","A","B",.,.,.,.,.,"B","A","B","A","B",40,52,"D","D","1","1","1",,"05","D","D","D","A","D","1","2","D","D",33,,,"2","2","2","2",.,0,.,.,.,0,1,"1","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363832
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",60,52,"D","D","5","1","1",,"06","D","D","D","A","D","1","1","D","D",24,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",363832
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",8,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",363832
.,.,.,1683,22000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",35,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",57,,"7","2","2","2","2",.,0,.,.,800,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363841
.,.,.,2831,37000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",55,52,"D","D","1","1","4",,"05","D","D","D","A","D","1","1","D","D",58,,"3","2","2","2","2",.,0,.,.,1400,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363841
.,.,.,1683,22000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",35,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",57,,"7","2","2","2","2",.,0,.,.,800,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363842
.,.,.,2831,37000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",55,52,"D","D","1","1","4",,"05","D","D","D","A","D","1","1","D","D",58,,"3","2","2","2","2",.,0,.,.,1400,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363842
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",73,"1",,"2","1","2","2",12,.,820,.,.,10440,1,"1","41","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",363851
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","4",,"A","D","D","D","A","1","2","D","D",75,"1",,"2","1","2","2",12,.,420,.,.,5640,2,"2","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",363851
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",73,"1",,"2","1","2","2",12,.,820,.,.,10440,1,"1","41","1",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",363852
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","4",,"A","D","D","D","A","1","2","D","D",75,"1",,"2","1","2","2",12,.,420,.,.,5640,2,"2","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",363852
.,.,.,2448,32000,370,110,.,.,122,"A","A","A","D","D","D","D","A","A","D",312,93,.,.,103,"D","D","A","A","D",40,52,"D","D","3","5","1",,"01","D","D","D","A","D","1","2","D","D",29,,"3","2","2","2","2",.,0,.,.,20734,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","T","D","A","A",363862
.,.,.,1454,19000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","5","3",,"04","D","D","D","A","D","2","2","D","D",30,,"2","2","2","2","2",.,0,.,.,758,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363871
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","3",,,"A","D","D","A","A","2","1","D","D",12,,,,,,,.,.,.,.,.,.,2,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",363871
.,.,.,1454,19000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","5","3",,"04","D","D","D","A","D","2","2","D","D",30,,"2","2","2","2","2",.,0,.,.,758,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363872
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","3",,,"A","D","D","A","A","2","1","D","D",12,,,,,,,.,.,.,.,.,.,2,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",363872
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","A","A","A","B",111,.,.,.,29,"D","A","A","A","D",40,41,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",48,,"2","2","2","2","2",.,0,.,.,808,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363881
.,.,.,2272,29700,8046,1259,.,.,2099,"A","A","A","D","D","D","D","A","A","D",230,36,.,.,60,"D","D","A","A","D",40,52,"D","D","4","1","1",,"02","D","D","D","A","D","1","1","D","D",49,,"2","2","2","2","2",.,0,.,.,849,0,2,"2","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363881
.,.,.,918,12000,1469,.,.,.,310,"A","A","A","D","D","D","A","A","A","D",71,.,.,.,15,"D","A","A","A","D",40,21,"D","D","1","3","1",,"10","D","D","D","A","D","1","1","D","D",21,,"2","2","2","2","2",.,0,.,.,580,0,3,"3","41","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363881
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","A","A","A","B",111,.,.,.,29,"D","A","A","A","D",40,41,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",48,,"2","2","2","2","2",.,0,.,.,808,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363882
.,.,.,2272,29700,8046,1259,.,.,2099,"A","A","A","D","D","D","D","A","A","D",230,36,.,.,60,"D","D","A","A","D",40,52,"D","D","4","1","1",,"02","D","D","D","A","D","1","1","D","D",49,,"2","2","2","2","2",.,0,.,.,849,0,2,"2","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363882
.,.,.,918,12000,1469,.,.,.,310,"A","A","A","D","D","D","A","A","A","D",71,.,.,.,15,"D","A","A","A","D",40,21,"D","D","1","3","1",,"10","D","D","D","A","D","1","1","D","D",21,,"2","2","2","2","2",.,0,.,.,580,0,3,"3","41","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363882
.,.,.,0,.,.,.,.,.,.,"C","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",65,50,"D","D","5","3","1",,"15","D","D","D","A","D","1","1","D","D",30,,,"2","2","2","2",.,0,.,.,.,0,1,"1","38",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","D","A","A","A","D","A","A",363891
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",8,,,,,,,.,.,.,.,.,.,2,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",363891
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",9,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",363891
.,.,.,0,.,.,.,.,.,.,"C","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",65,50,"D","D","5","3","1",,"15","D","D","D","A","D","1","1","D","D",30,,,"2","2","2","2",.,0,.,.,.,0,1,"1","38",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","D","A","A","A","D","A","A",363892
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",8,,,,,,,.,.,.,.,.,.,2,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",363892
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",9,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",363892
.,.,.,0,.,.,.,.,.,.,"A","C","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",50,52,"D","D","5","1","4",,"16","D","D","D","A","D","1","1","D","D",72,,,"2","2","2","2",.,0,.,.,.,0,1,"1","08",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","D","A","A","A","D","A","A",363901
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","1",,"A","D","D","D","A","1","2","D","D",72,"1",,"2","1","2","2",12,.,.,.,.,600,2,"2","08",,,.,.,"D","D","A","D","D","D","D","D","D","A","A","D","A","C","A","A","D","A","A",363901
.,.,.,0,.,.,.,.,.,.,"A","C","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",50,52,"D","D","5","1","4",,"16","D","D","D","A","D","1","1","D","D",72,,,"2","2","2","2",.,0,.,.,.,0,1,"1","08",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","D","A","A","A","D","A","A",363902
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","1",,"A","D","D","D","A","1","2","D","D",72,"1",,"2","1","2","2",12,.,.,.,.,600,2,"2","08",,,.,.,"D","D","A","D","D","D","D","D","D","A","A","D","A","C","A","A","D","A","A",363902
.,.,.,245,3201,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",55,12,"D","D","1","4","4",,"06","D","D","D","A","D","1","2","D","D",39,,"2","2","2","2","2",.,0,.,.,379,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363911
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",9,,,,,,,.,.,.,.,.,.,2,"3",,,,17,2,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",363911
.,.,.,245,3201,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",55,12,"D","D","1","4","4",,"06","D","D","D","A","D","1","2","D","D",39,,"2","2","2","2","2",.,0,.,.,379,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363912
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",9,,,,,,,.,.,.,.,.,.,2,"3",,,,17,2,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",363912
.,.,.,1454,19000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","3",,"02","D","D","D","A","D","2","2","D","D",36,,"2","2","2","2","2",.,0,.,.,810,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363921
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","3","3",,"A","D","D","D","A","2","1","D","D",18,,,"2","2","2","2",.,.,.,.,.,0,2,"3","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",363921
.,.,.,1454,19000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","3",,"02","D","D","D","A","D","2","2","D","D",36,,"2","2","2","2","2",.,0,.,.,810,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",363922
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","3","3",,"A","D","D","D","A","2","1","D","D",18,,,"2","2","2","2",.,.,.,.,.,0,2,"3","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",363922
.,.,.,2525,33000,.,.,.,.,.,"A","A","C","D","D","B","A","B","A","A",.,.,.,.,.,"C","A","C","A","A",40,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","1","D","D",40,,,"2","2","2","2",.,0,.,.,.,0,1,"1","42","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363931
.,.,.,3213,42000,.,.,.,.,.,"A","A","C","D","D","B","B","A","A","A",.,.,.,.,.,"C","C","A","A","A",39,52,"D","D","4","1","4",,"02","D","D","D","A","D","1","2","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,2,"2","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363931
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",10,,,,,,,.,.,.,.,.,.,3,"3",,,,5,2,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",363931
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",10,,,,,,,.,.,.,.,.,.,4,"3",,,,5,2,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",363931
.,.,.,2525,33000,.,.,.,.,.,"A","A","C","D","D","B","A","B","A","A",.,.,.,.,.,"C","A","C","A","A",40,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","1","D","D",40,,,"2","2","2","2",.,0,.,.,.,0,1,"1","42","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363932
.,.,.,3213,42000,.,.,.,.,.,"A","A","C","D","D","B","B","A","A","A",.,.,.,.,.,"C","C","A","A","A",39,52,"D","D","4","1","4",,"02","D","D","D","A","D","1","2","D","D",39,,,"2","2","2","2",.,0,.,.,.,0,2,"2","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363932
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",10,,,,,,,.,.,.,.,.,.,3,"3",,,,5,2,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",363932
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",10,,,,,,,.,.,.,.,.,.,4,"3",,,,5,2,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","D",363932
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","1",,"01","D","D","D","A","D","1","2","D","D",34,,,"2","2","2","2",.,0,.,.,.,0,1,"1","40","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363941
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",40,52,"D","D","1","5","1",,"01","D","D","D","A","D","1","2","D","D",26,,,"2","2","2","2",.,0,.,.,.,0,2,"6","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363941
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","1",,"01","D","D","D","A","D","1","2","D","D",34,,,"2","2","2","2",.,0,.,.,.,0,1,"1","40","2","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363942
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",40,52,"D","D","1","5","1",,"01","D","D","D","A","D","1","2","D","D",26,,,"2","2","2","2",.,0,.,.,.,0,2,"6","43","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363942
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",73,"1",,"2","1","2","2",12,.,399,.,.,5388,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",363951
.,.,.,1377,18000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","1","2","4",,"04","D","D","D","A","D","1","2","D","D",53,,"2","2","2","2","2",.,0,.,.,.,0,2,"3","42","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",363951
