"UCC","AMOUNT","NEWID","PUB_FLAG","AMOUNT_"
"980090",100,380332,"1",
"980220",100,380332,"1",
"980240",100,380332,"1",
"980280",100,380332,"1",
"980300",100,380332,"1",
"980330",100,380332,"1",
"910000",15000,380341,"1",
"980010",1,380341,"1",
"980020",20,380341,"1",
"980030",1,380341,"1",
"980040",1,380341,"1",
"980210",100,380341,"1",
"980260",100,380341,"1",
"980280",100,380341,"1",
"980300",100,380341,"1",
"980330",100,380341,"1",
"910000",15000,380342,"1",
"980010",1,380342,"1",
"980020",20,380342,"1",
"980030",1,380342,"1",
"980040",1,380342,"1",
"980210",100,380342,"1",
"980260",100,380342,"1",
"980280",100,380342,"1",
"980300",100,380342,"1",
"980330",100,380342,"1",
"800940",1962,380351,"1",
"900000",25640,380351,"1",
"980000",25640,380351,"1",
"980010",5,380351,"1",
"980020",48,380351,"1",
"980030",4,380351,"1",
"980040",3,380351,"1",
"980050",1,380351,"1",
"980070",25640,380351,"1",
"980090",100,380351,"1",
"980210",100,380351,"1",
"980230",100,380351,"1",
"980280",100,380351,"1",
"980300",100,380351,"1",
"980330",100,380351,"1",
"800940",1962,380352,"1",
"900000",25640,380352,"1",
"980000",25640,380352,"1",
"980010",5,380352,"1",
"980020",48,380352,"1",
"980030",4,380352,"1",
"980040",3,380352,"1",
"980050",1,380352,"1",
"980070",25640,380352,"1",
"980090",100,380352,"1",
"980210",100,380352,"1",
"980230",100,380352,"1",
"980280",100,380352,"1",
"980300",100,380352,"1",
"980330",100,380352,"1",
"800940",9634,380361,"1","T"
"900010",130000,380361,"1",
"950000",9500,380361,"1",
"950001",-10191,380361,"1","T"
"980000",130000,380361,"1",
"980010",5,380361,"1",
"980020",38,380361,"1",
"980030",2,380361,"1",
"980040",2,380361,"1",
"980050",3,380361,"1",
"980070",130691,380361,"1","T"
"980090",100,380361,"1",
"980210",100,380361,"1",
"980230",100,380361,"1",
"980280",100,380361,"1",
"980310",100,380361,"1",
"980330",100,380361,"1",
"800940",9634,380362,"1","T"
"900010",130000,380362,"1",
"950000",9500,380362,"1",
"950001",-10191,380362,"1","T"
"980000",130000,380362,"1",
"980010",5,380362,"1",
"980020",38,380362,"1",
"980030",2,380362,"1",
"980040",2,380362,"1",
"980050",3,380362,"1",
"980070",130691,380362,"1","T"
"980090",100,380362,"1",
"980210",100,380362,"1",
"980230",100,380362,"1",
"980280",100,380362,"1",
"980310",100,380362,"1",
"980330",100,380362,"1",
"900030",12072,380371,"1",
"900040",6872,380371,"1",
"910030",150,380371,"1",
"950022",15,380371,"1",
"980000",18944,380371,"1",
"980010",1,380371,"1",
"980020",74,380371,"1",
"980040",1,380371,"1",
"980060",1,380371,"1",
"980070",18929,380371,"1",
"980090",100,380371,"1",
"980210",100,380371,"1",
"980240",100,380371,"1",
"980280",100,380371,"1",
"980300",100,380371,"1",
"980330",100,380371,"1",
"900030",12072,380372,"1",
"900040",6872,380372,"1",
"910030",150,380372,"1",
"950022",15,380372,"1",
"980000",18944,380372,"1",
"980010",1,380372,"1",
"980020",74,380372,"1",
"980040",1,380372,"1",
"980060",1,380372,"1",
"980070",18929,380372,"1",
"980090",100,380372,"1",
"980210",100,380372,"1",
"980240",100,380372,"1",
"980280",100,380372,"1",
"980300",100,380372,"1",
"980330",100,380372,"1",
"900030",4008,380381,"1",
"900150",204,380381,"1",
"980000",4212,380381,"1",
"980010",1,380381,"1",
"980020",59,380381,"1",
"980070",4212,380381,"1",
"980220",100,380381,"1",
"980260",100,380381,"1",
"980280",100,380381,"1",
"980310",100,380381,"1",
"900030",4008,380382,"1",
"900150",204,380382,"1",
"980000",4212,380382,"1",
"980010",1,380382,"1",
"980020",59,380382,"1",
"980070",4212,380382,"1",
"980220",100,380382,"1",
"980260",100,380382,"1",
"980280",100,380382,"1",
"980310",100,380382,"1",
"800940",6656,380391,"1",
"900000",87000,380391,"1",
"980000",87000,380391,"1",
"980010",2,380391,"1",
"980020",53,380391,"1",
"980030",2,380391,"1",
"980040",3,380391,"1",
"980070",87000,380391,"1",
"980090",100,380391,"1",
"980210",100,380391,"1",
"980230",100,380391,"1",
"980270",100,380391,"1",
"980310",100,380391,"1",
"980330",100,380391,"1",
"800940",6656,380392,"1",
"900000",87000,380392,"1",
"980000",87000,380392,"1",
"980010",2,380392,"1",
"980020",53,380392,"1",
"980030",2,380392,"1",
"980040",3,380392,"1",
"980070",87000,380392,"1",
"980090",100,380392,"1",
"980210",100,380392,"1",
"980230",100,380392,"1",
"980270",100,380392,"1",
"980310",100,380392,"1",
"980330",100,380392,"1",
"800940",1434,380401,"1",
"900000",18750,380401,"1",
"900132",520,380401,"1",
"950001",-3200,380401,"1",
"950011",-110,380401,"1",
"980000",19270,380401,"1",
"980010",3,380401,"1",
"980020",22,380401,"1",
"980030",1,380401,"1",
"980050",2,380401,"1",
"980070",22580,380401,"1",
"980220",100,380401,"1",
"980260",100,380401,"1",
"980280",100,380401,"1",
"980300",100,380401,"1",
"800940",1434,380402,"1",
"900000",18750,380402,"1",
"900132",520,380402,"1",
"950001",-3200,380402,"1",
"950011",-110,380402,"1",
"980000",19270,380402,"1",
"980010",3,380402,"1",
"980020",22,380402,"1",
"980030",1,380402,"1",
"980050",2,380402,"1",
"980070",22580,380402,"1",
"980220",100,380402,"1",
"980260",100,380402,"1",
"980280",100,380402,"1",
"980300",100,380402,"1",
"800940",2387,380411,"1",
"900000",31200,380411,"1",
"900100",810,380411,"1",
"950000",59,380411,"1",
"950010",29,380411,"1",
"980000",32010,380411,"1",
"980010",2,380411,"1",
"980020",27,380411,"1",
"980030",2,380411,"1",
"980040",2,380411,"1",
"980070",31922,380411,"1",
"980210",100,380411,"1",
"980260",100,380411,"1",
"980270",100,380411,"1",
"980300",100,380411,"1",
"980330",100,380411,"1",
"800940",2387,380412,"1",
"900000",31200,380412,"1",
"900100",810,380412,"1",
"950000",59,380412,"1",
"950010",29,380412,"1",
"980000",32010,380412,"1",
"980010",2,380412,"1",
"980020",27,380412,"1",
"980030",2,380412,"1",
"980040",2,380412,"1",
"980070",31922,380412,"1",
"980210",100,380412,"1",
"980260",100,380412,"1",
"980270",100,380412,"1",
"980300",100,380412,"1",
"980330",100,380412,"1",
"900040",35000,380421,"1",
"910040",600,380421,"1",
"980000",35000,380421,"1",
"980010",2,380421,"1",
"980020",62,380421,"1",
"980030",2,380421,"1",
"980040",2,380421,"1",
"980070",35000,380421,"1",
"980090",100,380421,"1",
"980210",100,380421,"1",
"980230",100,380421,"1",
"980280",100,380421,"1",
"980300",100,380421,"1",
"980330",100,380421,"1",
"900040",35000,380422,"1",
"910040",600,380422,"1",
"980000",35000,380422,"1",
"980010",2,380422,"1",
"980020",62,380422,"1",
"980030",2,380422,"1",
"980040",2,380422,"1",
"980070",35000,380422,"1",
"980090",100,380422,"1",
"980210",100,380422,"1",
"980230",100,380422,"1",
"980280",100,380422,"1",
"980300",100,380422,"1",
"980330",100,380422,"1",
"800932",6000,380431,"1",
"800940",6290,380431,"1",
"900000",90000,380431,"1",
"910010",1000,380431,"1",
"950001",-300,380431,"1",
"950011",-50,380431,"1",
"980000",90000,380431,"1",
"980010",1,380431,"1",
"980020",30,380431,"1",
"980030",1,380431,"1",
"980040",1,380431,"1",
"980070",90350,380431,"1",
"980220",100,380431,"1",
"980260",100,380431,"1",
"980280",100,380431,"1",
"980310",100,380431,"1",
"980330",100,380431,"1",
"800932",6000,380432,"1",
"800940",6290,380432,"1",
"900000",90000,380432,"1",
"910010",1000,380432,"1",
"950001",-300,380432,"1",
"950011",-50,380432,"1",
"980000",90000,380432,"1",
"980010",1,380432,"1",
"980020",30,380432,"1",
"980030",1,380432,"1",
"980040",1,380432,"1",
"980070",90350,380432,"1",
"980220",100,380432,"1",
"980260",100,380432,"1",
"980280",100,380432,"1",
"980310",100,380432,"1",
"980330",100,380432,"1",
"800940",4667,380441,"1",
"900000",61000,380441,"1",
"900030",7800,380441,"1",
"900050",1,380441,"1",
"950001",-270,380441,"1",
"980000",68801,380441,"1",
"980010",6,380441,"1",
"980020",38,380441,"1",
"980030",2,380441,"1",
"980040",2,380441,"1",
"980050",3,380441,"1",
"980060",1,380441,"1",
"980070",69071,380441,"1",
"980220",100,380441,"1",
"980260",100,380441,"1",
"980280",100,380441,"1",
"980300",100,380441,"1",
"980330",100,380441,"1",
"800940",4667,380442,"1",
"900000",61000,380442,"1",
"900030",7800,380442,"1",
"900050",1,380442,"1",
"950001",-270,380442,"1",
"980000",68801,380442,"1",
"980010",6,380442,"1",
"980020",38,380442,"1",
"980030",2,380442,"1",
"980040",2,380442,"1",
"980050",3,380442,"1",
"980060",1,380442,"1",
"980070",69071,380442,"1",
"980220",100,380442,"1",
"980260",100,380442,"1",
"980280",100,380442,"1",
"980300",100,380442,"1",
"980330",100,380442,"1",
"800932",2500,380451,"1",
"800940",2754,380451,"1",
"900000",36000,380451,"1",
"950000",10598,380451,"1",
"980000",36000,380451,"1",
"980010",3,380451,"1",
"980020",32,380451,"1",
"980030",2,380451,"1",
"980040",3,380451,"1",
"980050",1,380451,"1",
"980070",25402,380451,"1",
"980090",100,380451,"1",
"980210",100,380451,"1",
"980230",100,380451,"1",
"980280",100,380451,"1",
"980300",100,380451,"1",
"980330",100,380451,"1",
"800932",2500,380452,"1",
"800940",2754,380452,"1",
"900000",36000,380452,"1",
"950000",10598,380452,"1",
"980000",36000,380452,"1",
"980010",3,380452,"1",
"980020",32,380452,"1",
"980030",2,380452,"1",
"980040",3,380452,"1",
"980050",1,380452,"1",
"980070",25402,380452,"1",
"980090",100,380452,"1",
"980210",100,380452,"1",
"980230",100,380452,"1",
"980280",100,380452,"1",
"980300",100,380452,"1",
"980330",100,380452,"1",
"950001",-600,380461,"1",
"980010",2,380461,"1",
"980020",59,380461,"1",
"980030",2,380461,"1",
"980040",2,380461,"1",
"980070",600,380461,"1",
"980090",100,380461,"1",
"980210",100,380461,"1",
"980230",100,380461,"1",
"980280",100,380461,"1",
"980300",100,380461,"1",
"980330",100,380461,"1",
"950001",-600,380462,"1",
"980010",2,380462,"1",
"980020",59,380462,"1",
"980030",2,380462,"1",
"980040",2,380462,"1",
"980070",600,380462,"1",
"980090",100,380462,"1",
"980210",100,380462,"1",
"980230",100,380462,"1",
"980280",100,380462,"1",
"980300",100,380462,"1",
"980330",100,380462,"1",
"800940",2678,380471,"1",
"900000",35000,380471,"1",
"950001",-800,380471,"1",
"950011",-100,380471,"1",
"950023",-600,380471,"1",
"980000",35000,380471,"1",
"980010",2,380471,"1",
"980020",56,380471,"1",
"980030",2,380471,"1",
"980040",2,380471,"1",
"980070",36500,380471,"1",
"980090",100,380471,"1",
"980220",100,380471,"1",
"980240",100,380471,"1",
"980280",100,380471,"1",
"980290",100,380471,"1",
"980330",100,380471,"1",
"800940",2678,380472,"1",
"900000",35000,380472,"1",
"950001",-800,380472,"1",
"950011",-100,380472,"1",
"950023",-600,380472,"1",
"980000",35000,380472,"1",
"980010",2,380472,"1",
"980020",56,380472,"1",
"980030",2,380472,"1",
"980040",2,380472,"1",
"980070",36500,380472,"1",
"980090",100,380472,"1",
"980220",100,380472,"1",
"980240",100,380472,"1",
"980280",100,380472,"1",
"980290",100,380472,"1",
"980330",100,380472,"1",
"800700",35,380481,"1",
"800931",4589,380481,"1",
"800940",6855,380481,"1",
"900000",99000,380481,"1",
"950000",15481,380481,"1",
"950001",-600,380481,"1",
"950010",5142,380481,"1",
"950023",-300,380481,"1",
"980000",99000,380481,"1",
"980010",3,380481,"1",
"980020",42,380481,"1",
"980030",2,380481,"1",
"980040",2,380481,"1",
"980050",1,380481,"1",
"980070",79277,380481,"1",
"980090",100,380481,"1",
"980220",100,380481,"1",
"980230",100,380481,"1",
"980280",100,380481,"1",
"980300",100,380481,"1",
"980330",100,380481,"1",
"800700",35,380482,"1",
"800931",4589,380482,"1",
"800940",6855,380482,"1",
"900000",99000,380482,"1",
"950000",15481,380482,"1",
"950001",-600,380482,"1",
"950010",5142,380482,"1",
"950023",-300,380482,"1",
"980000",99000,380482,"1",
"980010",3,380482,"1",
"980020",42,380482,"1",
"980030",2,380482,"1",
"980040",2,380482,"1",
"980050",1,380482,"1",
"980070",79277,380482,"1",
"980090",100,380482,"1",
"980220",100,380482,"1",
"980230",100,380482,"1",
"980280",100,380482,"1",
"980300",100,380482,"1",
"980330",100,380482,"1",
"980010",1,380491,"1",
"980020",30,380491,"1",
"980030",1,380491,"1",
"980210",100,380491,"1",
"980260",100,380491,"1",
"980280",100,380491,"1",
"980300",100,380491,"1",
"980010",1,380492,"1",
"980020",30,380492,"1",
"980030",1,380492,"1",
"980210",100,380492,"1",
"980260",100,380492,"1",
"980280",100,380492,"1",
"980300",100,380492,"1",
"800910",1622,380501,"1",
"800931",5738,380501,"1",
"800932",1300,380501,"1",
"800940",3366,380501,"1",
"900000",44000,380501,"1",
"900010",-1800,380501,"1",
"950000",4179,380501,"1",
"950001",-3000,380501,"1",
"950010",1902,380501,"1",
"950011",-700,380501,"1",
"980000",42200,380501,"1",
"980010",3,380501,"1",
"980020",44,380501,"1",
"980030",3,380501,"1",
"980040",5,380501,"1",
"980050",1,380501,"1",
"980070",39819,380501,"1",
"980090",100,380501,"1",
"980220",100,380501,"1",
"980230",100,380501,"1",
"980280",100,380501,"1",
"980310",100,380501,"1",
"980330",100,380501,"1",
"800910",1622,380502,"1",
"800931",5738,380502,"1",
"800932",1300,380502,"1",
"800940",3366,380502,"1",
"900000",44000,380502,"1",
"900010",-1800,380502,"1",
"950000",4179,380502,"1",
"950001",-3000,380502,"1",
"950010",1902,380502,"1",
"950011",-700,380502,"1",
"980000",42200,380502,"1",
"980010",3,380502,"1",
"980020",44,380502,"1",
"980030",3,380502,"1",
"980040",5,380502,"1",
"980050",1,380502,"1",
"980070",39819,380502,"1",
"980090",100,380502,"1",
"980220",100,380502,"1",
"980230",100,380502,"1",
"980280",100,380502,"1",
"980310",100,380502,"1",
"980330",100,380502,"1",
"900030",18120,380511,"1",
"980000",18120,380511,"1",
"980010",2,380511,"1",
"980020",53,380511,"1",
"980040",2,380511,"1",
"980060",1,380511,"1",
"980070",18120,380511,"1",
"980090",100,380511,"1",
"980220",100,380511,"1",
"980240",100,380511,"1",
"980280",100,380511,"1",
"980300",100,380511,"1",
"980330",100,380511,"1",
"900030",18120,380512,"1",
"980000",18120,380512,"1",
"980010",2,380512,"1",
"980020",53,380512,"1",
"980040",2,380512,"1",
"980060",1,380512,"1",
"980070",18120,380512,"1",
"980090",100,380512,"1",
"980220",100,380512,"1",
"980240",100,380512,"1",
"980280",100,380512,"1",
"980300",100,380512,"1",
"980330",100,380512,"1",
"800940",2907,380521,"1",
"900000",38000,380521,"1",
"950001",-500,380521,"1",
"980000",38000,380521,"1",
"980010",2,380521,"1",
"980020",22,380521,"1",
"980030",2,380521,"1",
"980040",2,380521,"1",
"980070",38500,380521,"1",
"980210",100,380521,"1",
"980260",100,380521,"1",
"980280",100,380521,"1",
"980300",100,380521,"1",
"980330",100,380521,"1",
"800940",2907,380522,"1",
"900000",38000,380522,"1",
"950001",-500,380522,"1",
"980000",38000,380522,"1",
"980010",2,380522,"1",
"980020",22,380522,"1",
"980030",2,380522,"1",
"980040",2,380522,"1",
"980070",38500,380522,"1",
"980210",100,380522,"1",
"980260",100,380522,"1",
"980280",100,380522,"1",
"980300",100,380522,"1",
"980330",100,380522,"1",
"800940",2448,380531,"1",
"900000",32000,380531,"1",
"900100",4400,380531,"1",
"900110",8000,380531,"1",
"980000",44400,380531,"1",
"980010",4,380531,"1",
"980020",43,380531,"1",
"980030",2,380531,"1",
"980040",2,380531,"1",
"980050",2,380531,"1",
"980070",44400,380531,"1",
"980090",100,380531,"1",
"980210",100,380531,"1",
"980230",100,380531,"1",
"980280",100,380531,"1",
"980310",100,380531,"1",
"980330",100,380531,"1",
"800940",2448,380532,"1",
"900000",32000,380532,"1",
"900100",4400,380532,"1",
"900110",8000,380532,"1",
"980000",44400,380532,"1",
"980010",4,380532,"1",
"980020",43,380532,"1",
"980030",2,380532,"1",
"980040",2,380532,"1",
"980050",2,380532,"1",
"980070",44400,380532,"1",
"980090",100,380532,"1",
"980210",100,380532,"1",
"980230",100,380532,"1",
"980280",100,380532,"1",
"980310",100,380532,"1",
"980330",100,380532,"1",
"900132",12000,380541,"1",
"980000",12000,380541,"1",
"980010",1,380541,"1",
"980020",20,380541,"1",
"980040",1,380541,"1",
"980070",12000,380541,"1",
"980210",100,380541,"1",
"980260",100,380541,"1",
"980280",100,380541,"1",
"980310",100,380541,"1",
"980330",100,380541,"1",
"900132",12000,380542,"1",
"980000",12000,380542,"1",
"980010",1,380542,"1",
"980020",20,380542,"1",
"980040",1,380542,"1",
"980070",12000,380542,"1",
"980210",100,380542,"1",
"980260",100,380542,"1",
"980280",100,380542,"1",
"980310",100,380542,"1",
"980330",100,380542,"1",
"800931",1821,380551,"1",
"800940",2936,380551,"1",
"900000",38373,380551,"1",
"950000",3772,380551,"1",
"950010",1041,380551,"1",
"980000",38373,380551,"1",
"980010",2,380551,"1",
"980020",44,380551,"1",
"980030",2,380551,"1",
"980040",5,380551,"1",
"980070",33560,380551,"1",
"980090",100,380551,"1",
"980210",100,380551,"1",
"980230",100,380551,"1",
"980280",100,380551,"1",
"980310",100,380551,"1",
"980330",100,380551,"1",
"800931",1821,380552,"1",
"800940",2936,380552,"1",
"900000",38373,380552,"1",
"950000",3772,380552,"1",
"950010",1041,380552,"1",
"980000",38373,380552,"1",
"980010",2,380552,"1",
"980020",44,380552,"1",
"980030",2,380552,"1",
"980040",5,380552,"1",
"980070",33560,380552,"1",
"980090",100,380552,"1",
"980210",100,380552,"1",
"980230",100,380552,"1",
"980280",100,380552,"1",
"980310",100,380552,"1",
"980330",100,380552,"1",
"900030",15204,380561,"1",
"900040",802,380561,"1",
"900090",100,380561,"1",
"900150",1272,380561,"1",
"950001",-300,380561,"1",
"980000",17378,380561,"1",
"980010",2,380561,"1",
"980020",75,380561,"1",
"980040",1,380561,"1",
"980060",2,380561,"1",
"980070",17678,380561,"1",
"980090",100,380561,"1",
"980220",100,380561,"1",
"980230",100,380561,"1",
"980280",100,380561,"1",
"980300",100,380561,"1",
"980330",100,380561,"1",
"900030",15204,380562,"1",
"900040",802,380562,"1",
"900090",100,380562,"1",
"900150",1272,380562,"1",
"950001",-300,380562,"1",
"980000",17378,380562,"1",
"980010",2,380562,"1",
"980020",75,380562,"1",
"980040",1,380562,"1",
"980060",2,380562,"1",
"980070",17678,380562,"1",
"980090",100,380562,"1",
"980220",100,380562,"1",
"980230",100,380562,"1",
"980280",100,380562,"1",
"980300",100,380562,"1",
"980330",100,380562,"1",
"900030",18132,380571,"1",
"910040",100,380571,"1",
"950000",12500,380571,"1",
"950010",280,380571,"1",
"980000",18132,380571,"1",
"980010",1,380571,"1",
"980020",72,380571,"1",
"980040",1,380571,"1",
"980060",1,380571,"1",
"980070",5352,380571,"1",
"980090",100,380571,"1",
"980220",100,380571,"1",
"980240",100,380571,"1",
"980280",100,380571,"1",
"980310",100,380571,"1",
"980330",100,380571,"1",
"900030",18132,380572,"1",
