"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
963621,"800940",1684,,"1"
963621,"900000",22000,,"1"
963621,"900080",50,,"1"
963621,"950001",-680,,"1"
963621,"950002",1483,,"1"
963621,"950012",404,,"1"
963621,"980000",22050,,"1"
963621,"980010",2,,"1"
963621,"980020",23,,"1"
963621,"980030",2,,"1"
963621,"980040",2,,"1"
963621,"980070",20843,,"1"
963621,"980210",100,,"1"
963621,"980260",100,,"1"
963621,"980281",100,,"1"
963621,"980286",100,,"1"
963621,"980310",100,,"1"
963621,"980330",100,,"1"
963622,"800940",1684,,"1"
963622,"900000",22000,,"1"
963622,"900080",50,,"1"
963622,"950001",-680,,"1"
963622,"950002",1483,,"1"
963622,"950012",404,,"1"
963622,"980000",22050,,"1"
963622,"980010",2,,"1"
963622,"980020",23,,"1"
963622,"980030",2,,"1"
963622,"980040",2,,"1"
963622,"980070",20843,,"1"
963622,"980210",100,,"1"
963622,"980260",100,,"1"
963622,"980281",100,,"1"
963622,"980286",100,,"1"
963622,"980310",100,,"1"
963622,"980330",100,,"1"
963632,"800940",2454,,"1"
963632,"900000",32074,,"1"
963632,"980000",32074,,"1"
963632,"980010",2,,"1"
963632,"980020",25,,"1"
963632,"980030",1,,"1"
963632,"980040",2,,"1"
963632,"980050",1,,"1"
963632,"980070",32074,,"1"
963632,"980220",100,,"1"
963632,"980260",100,,"1"
963632,"980281",100,,"1"
963632,"980286",100,,"1"
963632,"980310",100,,"1"
963632,"980330",100,,"1"
963641,"800940",6503,,"1"
963641,"900000",85000,,"1"
963641,"900060",-12000,,"1"
963641,"900100",4000,,"1"
963641,"950001",-8000,,"1"
963641,"950011",-2000,,"1"
963641,"980000",77000,,"1"
963641,"980010",2,,"1"
963641,"980020",52,,"1"
963641,"980030",1,,"1"
963641,"980040",4,,"1"
963641,"980070",87000,,"1"
963641,"980090",100,,"1"
963641,"980220",100,,"1"
963641,"980230",100,,"1"
963641,"980281",100,,"1"
963641,"980286",100,,"1"
963641,"980310",100,,"1"
963641,"980330",100,,"1"
963642,"800940",6503,,"1"
963642,"900000",85000,,"1"
963642,"900060",-12000,,"1"
963642,"900100",4000,,"1"
963642,"950001",-8000,,"1"
963642,"950011",-2000,,"1"
963642,"980000",77000,,"1"
963642,"980010",2,,"1"
963642,"980020",52,,"1"
963642,"980030",1,,"1"
963642,"980040",4,,"1"
963642,"980070",87000,,"1"
963642,"980090",100,,"1"
963642,"980220",100,,"1"
963642,"980230",100,,"1"
963642,"980281",100,,"1"
963642,"980286",100,,"1"
963642,"980310",100,,"1"
963642,"980330",100,,"1"
963651,"800940",208,,"1"
963651,"900000",2715,,"1"
963651,"900110",29484,,"1"
963651,"950001",-1115,,"1"
963651,"950011",-385,,"1"
963651,"950022",300,,"1"
963651,"980000",32199,,"1"
963651,"980010",2,,"1"
963651,"980020",49,,"1"
963651,"980030",1,,"1"
963651,"980040",2,,"1"
963651,"980070",33399,,"1"
963651,"980090",100,,"1"
963651,"980210",100,,"1"
963651,"980240",100,,"1"
963651,"980281",100,,"1"
963651,"980286",100,,"1"
963651,"980300",100,,"1"
963651,"980330",100,,"1"
963652,"800940",208,,"1"
963652,"900000",2715,,"1"
963652,"900110",29484,,"1"
963652,"950001",-1115,,"1"
963652,"950011",-385,,"1"
963652,"950022",300,,"1"
963652,"980000",32199,,"1"
963652,"980010",2,,"1"
963652,"980020",49,,"1"
963652,"980030",1,,"1"
963652,"980040",2,,"1"
963652,"980070",33399,,"1"
963652,"980090",100,,"1"
963652,"980210",100,,"1"
963652,"980240",100,,"1"
963652,"980281",100,,"1"
963652,"980286",100,,"1"
963652,"980300",100,,"1"
963652,"980330",100,,"1"
963661,"800910",13578,"T","1"
963661,"800940",9487,,"1"
963661,"900000",124000,,"1"
963661,"900080",20,,"1"
963661,"910040",500,,"1"
963661,"950001",-1050,,"1"
963661,"950002",10254,,"1"
963661,"950012",3413,,"1"
963661,"980000",124020,,"1"
963661,"980010",3,,"1"
963661,"980020",48,,"1"
963661,"980030",2,,"1"
963661,"980040",2,,"1"
963661,"980050",1,,"1"
963661,"980070",111403,,"1"
963661,"980090",100,,"1"
963661,"980220",100,,"1"
963661,"980230",100,,"1"
963661,"980281",100,,"1"
963661,"980286",100,,"1"
963661,"980310",100,,"1"
963661,"980330",100,,"1"
963662,"800910",13578,"T","1"
963662,"800940",9487,,"1"
963662,"900000",124000,,"1"
963662,"900080",20,,"1"
963662,"910040",500,,"1"
963662,"950001",-1050,,"1"
963662,"950002",10254,,"1"
963662,"950012",3413,,"1"
963662,"980000",124020,,"1"
963662,"980010",3,,"1"
963662,"980020",48,,"1"
963662,"980030",2,,"1"
963662,"980040",2,,"1"
963662,"980050",1,,"1"
963662,"980070",111403,,"1"
963662,"980090",100,,"1"
963662,"980220",100,,"1"
963662,"980230",100,,"1"
963662,"980281",100,,"1"
963662,"980286",100,,"1"
963662,"980310",100,,"1"
963662,"980330",100,,"1"
963671,"800932",1200,,"1"
963671,"800940",4392,,"1"
963671,"900000",53652,,"1"
963671,"900020",1883,,"1"
963671,"900080",10,,"1"
963671,"950001",-1780,,"1"
963671,"950002",7014,,"1"
963671,"950011",-438,,"1"
963671,"950012",2741,,"1"
963671,"950013",104,,"1"
963671,"950022",210,,"1"
963671,"980000",55545,,"1"
963671,"980010",1,,"1"
963671,"980020",34,,"1"
963671,"980030",1,,"1"
963671,"980040",1,,"1"
963671,"980070",47694,,"1"
963671,"980220",100,,"1"
963671,"980260",100,,"1"
963671,"980281",100,,"1"
963671,"980286",100,,"1"
963671,"980310",100,,"1"
963671,"980330",100,,"1"
963672,"800932",1200,,"1"
963672,"800940",4392,,"1"
963672,"900000",53652,,"1"
963672,"900020",1883,,"1"
963672,"900080",10,,"1"
963672,"950001",-1780,,"1"
963672,"950002",7014,,"1"
963672,"950011",-438,,"1"
963672,"950012",2741,,"1"
963672,"950013",104,,"1"
963672,"950022",210,,"1"
963672,"980000",55545,,"1"
963672,"980010",1,,"1"
963672,"980020",34,,"1"
963672,"980030",1,,"1"
963672,"980040",1,,"1"
963672,"980070",47694,,"1"
963672,"980220",100,,"1"
963672,"980260",100,,"1"
963672,"980281",100,,"1"
963672,"980286",100,,"1"
963672,"980310",100,,"1"
963672,"980330",100,,"1"
963681,"800940",4040,,"1"
963681,"900000",52815,,"1"
963681,"980000",52815,,"1"
963681,"980010",2,,"1"
963681,"980020",55,,"1"
963681,"980030",2,,"1"
963681,"980040",2,,"1"
963681,"980070",52815,,"1"
963681,"980090",100,,"1"
963681,"980220",100,,"1"
963681,"980230",100,,"1"
963681,"980281",100,,"1"
963681,"980286",100,,"1"
963681,"980310",100,,"1"
963681,"980330",100,,"1"
963682,"800940",4642,,"1"
963682,"900000",60684,,"1"
963682,"980000",60684,,"1"
963682,"980010",2,,"1"
963682,"980020",55,,"1"
963682,"980030",2,,"1"
963682,"980040",2,,"1"
963682,"980070",60684,,"1"
963682,"980090",100,,"1"
963682,"980220",100,,"1"
963682,"980230",100,,"1"
963682,"980281",100,,"1"
963682,"980286",100,,"1"
963682,"980310",100,,"1"
963682,"980330",100,,"1"
963691,"800940",3382,,"1"
963691,"900000",44207,,"1"
963691,"980000",44207,,"1"
963691,"980010",3,,"1"
963691,"980020",55,,"1"
963691,"980030",2,,"1"
963691,"980070",44207,,"1"
963691,"980090",100,,"1"
963691,"980210",100,,"1"
963691,"980250",100,,"1"
963691,"980282",100,,"1"
963691,"980286",100,,"1"
963691,"980310",100,,"1"
963692,"800940",3667,,"1"
963692,"900000",47929,,"1"
963692,"980000",47929,,"1"
963692,"980010",3,,"1"
963692,"980020",55,,"1"
963692,"980030",2,,"1"
963692,"980070",47929,,"1"
963692,"980210",100,,"1"
963692,"980260",100,,"1"
963692,"980282",100,,"1"
963692,"980286",100,,"1"
963692,"980310",100,,"1"
963702,"800910",21015,"T","1"
963702,"800940",14059,,"1"
963702,"900000",194874,,"1"
963702,"900050",135,,"1"
963702,"900080",538,,"1"
963702,"950002",24121,,"1"
963702,"950003",1255,,"1"
963702,"950011",-473,,"1"
963702,"950012",8386,,"1"
963702,"950021",250,,"1"
963702,"980000",195547,,"1"
963702,"980010",2,,"1"
963702,"980020",58,,"1"
963702,"980030",2,,"1"
963702,"980040",3,,"1"
963702,"980070",162008,,"1"
963702,"980090",100,,"1"
963702,"980210",100,,"1"
963702,"980230",100,,"1"
963702,"980281",100,,"1"
963702,"980286",100,,"1"
963702,"980310",100,,"1"
963702,"980330",100,,"1"
963711,"800940",10767,,"1"
963711,"900000",215488,"T","1"
963711,"900040",7000,,"1"
963711,"900140",1900,,"1"
963711,"980000",224388,"T","1"
963711,"980010",8,,"1"
963711,"980020",45,,"1"
963711,"980030",2,,"1"
963711,"980040",5,,"1"
963711,"980050",6,,"1"
963711,"980070",224388,"T","1"
963711,"980090",100,,"1"
963711,"980220",100,,"1"
963711,"980230",100,,"1"
963711,"980281",100,,"1"
963711,"980286",100,,"1"
963711,"980310",100,,"1"
963711,"980330",100,,"1"
963712,"800940",9269,,"1"
963712,"900000",215488,"T","1"
963712,"900040",7000,,"1"
963712,"900140",1900,,"1"
963712,"980000",224388,"T","1"
963712,"980010",8,,"1"
963712,"980020",45,,"1"
963712,"980030",2,,"1"
963712,"980040",5,,"1"
963712,"980050",6,,"1"
963712,"980070",224388,"T","1"
963712,"980090",100,,"1"
963712,"980220",100,,"1"
963712,"980230",100,,"1"
963712,"980281",100,,"1"
963712,"980286",100,,"1"
963712,"980310",100,,"1"
963712,"980330",100,,"1"
963721,"800940",918,,"1"
963721,"900000",12000,,"1"
963721,"900040",44000,,"1"
963721,"900090",23400,,"1"
963721,"900132",14000,,"1"
963721,"950001",-8000,,"1"
963721,"950002",2000,,"1"
963721,"950011",-4388,"T","1"
963721,"950012",990,,"1"
963721,"950022",450,,"1"
963721,"980000",93400,,"1"
963721,"980010",2,,"1"
963721,"980020",58,,"1"
963721,"980030",1,,"1"
963721,"980070",102348,"T","1"
963721,"980090",100,,"1"
963721,"980210",100,,"1"
963721,"980230",100,,"1"
963721,"980281",100,,"1"
963721,"980286",100,,"1"
963721,"980310",100,,"1"
963722,"800940",918,,"1"
963722,"900000",12000,,"1"
963722,"900040",44000,,"1"
963722,"900090",23400,,"1"
963722,"900132",14000,,"1"
963722,"950001",-8000,,"1"
963722,"950002",2000,,"1"
963722,"950011",-4388,"T","1"
963722,"950012",990,,"1"
963722,"950022",450,,"1"
963722,"980000",93400,,"1"
963722,"980010",2,,"1"
963722,"980020",58,,"1"
963722,"980030",1,,"1"
963722,"980070",102348,"T","1"
963722,"980090",100,,"1"
963722,"980210",100,,"1"
963722,"980230",100,,"1"
963722,"980281",100,,"1"
963722,"980286",100,,"1"
963722,"980310",100,,"1"
963731,"800940",4676,,"1"
963731,"900000",51119,,"1"
963731,"900010",5000,,"1"
963731,"950021",900,,"1"
963731,"950022",400,,"1"
963731,"980000",56119,,"1"
963731,"980010",4,,"1"
963731,"980020",55,,"1"
963731,"980030",3,,"1"
963731,"980040",5,,"1"
963731,"980070",54819,,"1"
963731,"980090",100,,"1"
963731,"980210",100,,"1"
963731,"980240",100,,"1"
963731,"980281",100,,"1"
963731,"980286",100,,"1"
963731,"980310",100,,"1"
963731,"980330",100,,"1"
