"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
1020901,"800940",8828,,"1"
1020901,"900000",133000,,"1"
1020901,"900010",1817,,"1"
1020901,"900030",24970,,"1"
1020901,"900040",50772,,"1"
1020901,"900050",24699,,"1"
1020901,"900080",17788,,"1"
1020901,"910010",100,,"1"
1020901,"950001",-13899,"T","1"
1020901,"950002",19288,,"1"
1020901,"950011",-2056,,"1"
1020901,"950012",6821,,"1"
1020901,"950022",641,,"1"
1020901,"980000",253046,,"1"
1020901,"980010",4,,"1"
1020901,"980020",67,,"1"
1020901,"980030",2,,"1"
1020901,"980040",2,,"1"
1020901,"980050",1,,"1"
1020901,"980060",2,,"1"
1020901,"980070",242251,"T","1"
1020901,"980090",100,,"1"
1020901,"980210",100,,"1"
1020901,"980230",100,,"1"
1020901,"980281",100,,"1"
1020901,"980286",100,,"1"
1020901,"980310",100,,"1"
1020901,"980330",100,,"1"
1020902,"800940",8769,,"1"
1020902,"900000",133000,,"1"
1020902,"900010",1434,,"1"
1020902,"900030",24970,,"1"
1020902,"900040",50772,,"1"
1020902,"900050",24673,,"1"
1020902,"900080",17497,,"1"
1020902,"910010",100,,"1"
1020902,"950001",-13899,"T","1"
1020902,"950002",19288,,"1"
1020902,"950011",-2056,,"1"
1020902,"950012",6821,,"1"
1020902,"950022",641,,"1"
1020902,"980000",252346,,"1"
1020902,"980010",4,,"1"
1020902,"980020",67,,"1"
1020902,"980030",2,,"1"
1020902,"980040",2,,"1"
1020902,"980050",1,,"1"
1020902,"980060",2,,"1"
1020902,"980070",241550,"T","1"
1020902,"980090",100,,"1"
1020902,"980210",100,,"1"
1020902,"980230",100,,"1"
1020902,"980281",100,,"1"
1020902,"980286",100,,"1"
1020902,"980310",100,,"1"
1020902,"980330",100,,"1"
1020911,"800940",5244,,"1"
1020911,"900000",68549,,"1"
1020911,"980000",68549,,"1"
1020911,"980010",5,,"1"
1020911,"980020",54,,"1"
1020911,"980030",4,,"1"
1020911,"980040",1,,"1"
1020911,"980060",1,,"1"
1020911,"980070",68549,,"1"
1020911,"980210",100,,"1"
1020911,"980260",100,,"1"
1020911,"980281",100,,"1"
1020911,"980285",100,,"1"
1020911,"980300",100,,"1"
1020911,"980330",100,,"1"
1020912,"800940",4898,,"1"
1020912,"900000",64018,,"1"
1020912,"980000",64018,,"1"
1020912,"980010",5,,"1"
1020912,"980020",54,,"1"
1020912,"980030",4,,"1"
1020912,"980040",1,,"1"
1020912,"980060",1,,"1"
1020912,"980070",64018,,"1"
1020912,"980210",100,,"1"
1020912,"980260",100,,"1"
1020912,"980281",100,,"1"
1020912,"980285",100,,"1"
1020912,"980300",100,,"1"
1020912,"980330",100,,"1"
1020921,"800940",3532,,"1"
1020921,"900000",46174,,"1"
1020921,"980000",46174,,"1"
1020921,"980010",1,,"1"
1020921,"980020",38,,"1"
1020921,"980030",1,,"1"
1020921,"980040",1,,"1"
1020921,"980070",46174,,"1"
1020921,"980210",100,,"1"
1020921,"980260",100,,"1"
1020921,"980270",100,,"1"
1020921,"980286",100,,"1"
1020921,"980300",100,,"1"
1020921,"980330",100,,"1"
1020922,"800940",3453,,"1"
1020922,"900000",45132,,"1"
1020922,"980000",45132,,"1"
1020922,"980010",1,,"1"
1020922,"980020",38,,"1"
1020922,"980030",1,,"1"
1020922,"980040",1,,"1"
1020922,"980070",45132,,"1"
1020922,"980210",100,,"1"
1020922,"980260",100,,"1"
1020922,"980270",100,,"1"
1020922,"980286",100,,"1"
1020922,"980300",100,,"1"
1020922,"980330",100,,"1"
1020931,"800940",115,,"1"
1020931,"900000",1500,,"1"
1020931,"950001",-109,,"1"
1020931,"980000",1500,,"1"
1020931,"980010",1,,"1"
1020931,"980020",19,,"1"
1020931,"980030",1,,"1"
1020931,"980040",1,,"1"
1020931,"980070",1609,,"1"
1020931,"980220",100,,"1"
1020931,"980260",100,,"1"
1020931,"980281",100,,"1"
1020931,"980286",100,,"1"
1020931,"980310",100,,"1"
1020931,"980330",100,,"1"
1020932,"800940",115,,"1"
1020932,"900000",1500,,"1"
1020932,"950001",-109,,"1"
1020932,"980000",1500,,"1"
1020932,"980010",1,,"1"
1020932,"980020",19,,"1"
1020932,"980030",1,,"1"
1020932,"980040",1,,"1"
1020932,"980070",1609,,"1"
1020932,"980220",100,,"1"
1020932,"980260",100,,"1"
1020932,"980281",100,,"1"
1020932,"980286",100,,"1"
1020932,"980310",100,,"1"
1020932,"980330",100,,"1"
1020941,"800940",7287,,"1"
1020941,"900000",214938,"T","1"
1020941,"900080",5114,,"1"
1020941,"900100",1600,,"1"
1020941,"950022",250,,"1"
1020941,"980000",221651,"T","1"
1020941,"980010",4,,"1"
1020941,"980020",50,,"1"
1020941,"980030",2,,"1"
1020941,"980040",2,,"1"
1020941,"980050",2,,"1"
1020941,"980070",221401,"T","1"
1020941,"980090",100,,"1"
1020941,"980210",100,,"1"
1020941,"980230",100,,"1"
1020941,"980281",100,,"1"
1020941,"980286",100,,"1"
1020941,"980310",100,,"1"
1020941,"980330",100,,"1"
1020942,"800940",7183,,"1"
1020942,"900000",214938,"T","1"
1020942,"900080",398,,"1"
1020942,"900100",1600,,"1"
1020942,"950022",250,,"1"
1020942,"980000",216935,"T","1"
1020942,"980010",4,,"1"
1020942,"980020",50,,"1"
1020942,"980030",2,,"1"
1020942,"980040",2,,"1"
1020942,"980050",2,,"1"
1020942,"980070",216685,"T","1"
1020942,"980090",100,,"1"
1020942,"980210",100,,"1"
1020942,"980230",100,,"1"
1020942,"980281",100,,"1"
1020942,"980286",100,,"1"
1020942,"980310",100,,"1"
1020942,"980330",100,,"1"
1020951,"800932",1800,,"1"
1020951,"800940",1893,,"1"
1020951,"900000",24740,,"1"
1020951,"900080",84,,"1"
1020951,"900132",200,,"1"
1020951,"910000",2900,,"1"
1020951,"950001",-1100,,"1"
1020951,"950002",1452,,"1"
1020951,"980000",25024,,"1"
1020951,"980010",1,,"1"
1020951,"980020",24,,"1"
1020951,"980030",1,,"1"
1020951,"980040",2,,"1"
1020951,"980070",24672,,"1"
1020951,"980210",100,,"1"
1020951,"980260",100,,"1"
1020951,"980281",100,,"1"
1020951,"980286",100,,"1"
1020951,"980310",100,,"1"
1020951,"980330",100,,"1"
1020952,"800932",1800,,"1"
1020952,"800940",1895,,"1"
1020952,"900000",24771,,"1"
1020952,"900080",84,,"1"
1020952,"900132",200,,"1"
1020952,"910000",2900,,"1"
1020952,"950001",-1100,,"1"
1020952,"950002",1454,,"1"
1020952,"980000",25055,,"1"
1020952,"980010",1,,"1"
1020952,"980020",24,,"1"
1020952,"980030",1,,"1"
1020952,"980040",2,,"1"
1020952,"980070",24701,,"1"
1020952,"980210",100,,"1"
1020952,"980260",100,,"1"
1020952,"980281",100,,"1"
1020952,"980286",100,,"1"
1020952,"980310",100,,"1"
1020952,"980330",100,,"1"
1020961,"800940",1911,,"1"
1020961,"900000",24975,,"1"
1020961,"980000",24975,,"1"
1020961,"980010",1,,"1"
1020961,"980020",24,,"1"
1020961,"980030",1,,"1"
1020961,"980070",24975,,"1"
1020961,"980210",100,,"1"
1020961,"980260",100,,"1"
1020961,"980281",100,,"1"
1020961,"980286",100,,"1"
1020961,"980310",100,,"1"
1020962,"800940",2946,,"1"
1020962,"900000",38511,,"1"
1020962,"980000",38511,,"1"
1020962,"980010",1,,"1"
1020962,"980020",24,,"1"
1020962,"980030",1,,"1"
1020962,"980070",38511,,"1"
1020962,"980090",100,,"1"
1020962,"980210",100,,"1"
1020962,"980250",100,,"1"
1020962,"980281",100,,"1"
1020962,"980286",100,,"1"
1020962,"980310",100,,"1"
1020971,"900030",11957,,"1"
1020971,"980000",11957,,"1"
1020971,"980010",1,,"1"
1020971,"980020",79,,"1"
1020971,"980040",1,,"1"
1020971,"980060",1,,"1"
1020971,"980070",11957,,"1"
1020971,"980210",100,,"1"
1020971,"980260",100,,"1"
1020971,"980281",100,,"1"
1020971,"980286",100,,"1"
1020971,"980300",100,,"1"
1020971,"980330",100,,"1"
1020972,"900030",11957,,"1"
1020972,"980000",11957,,"1"
1020972,"980010",1,,"1"
1020972,"980020",79,,"1"
1020972,"980040",1,,"1"
1020972,"980060",1,,"1"
1020972,"980070",11957,,"1"
1020972,"980210",100,,"1"
1020972,"980260",100,,"1"
1020972,"980281",100,,"1"
1020972,"980286",100,,"1"
1020972,"980300",100,,"1"
1020972,"980330",100,,"1"
1020981,"900090",4809,,"1"
1020981,"900132",1806,,"1"
1020981,"980000",6615,,"1"
1020981,"980010",1,,"1"
1020981,"980020",59,,"1"
1020981,"980070",6615,,"1"
1020981,"980220",100,,"1"
1020981,"980260",100,,"1"
1020981,"980281",100,,"1"
1020981,"980286",100,,"1"
1020981,"980310",100,,"1"
1020982,"900132",5263,,"1"
1020982,"900140",10784,,"1"
1020982,"980000",16048,,"1"
1020982,"980010",1,,"1"
1020982,"980020",21,,"1"
1020982,"980070",16048,,"1"
1020982,"980220",100,,"1"
1020982,"980260",100,,"1"
1020982,"980281",100,,"1"
1020982,"980286",100,,"1"
1020982,"980300",100,,"1"
1020991,"800931",2131,,"1"
1020991,"800932",6000,,"1"
1020991,"800940",2290,,"1"
