"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
1026101,"800940","1",4973,,"1"
1026101,"800940","1",4973,,"2"
1026101,"800940","1",4973,,"3"
1026101,"800940","1",4973,,"4"
1026101,"800940","1",4973,,"5"
1026101,"900000","1",65000,,"1"
1026101,"900000","1",65000,,"2"
1026101,"900000","1",65000,,"3"
1026101,"900000","1",65000,,"4"
1026101,"900000","1",65000,,"5"
1026101,"900040","1",1200,,"1"
1026101,"900040","1",1200,,"2"
1026101,"900040","1",1200,,"3"
1026101,"900040","1",1200,,"4"
1026101,"900040","1",1200,,"5"
1026101,"900080","1",100,,"1"
1026101,"900080","1",100,,"2"
1026101,"900080","1",100,,"3"
1026101,"900080","1",100,,"4"
1026101,"900080","1",100,,"5"
1026101,"950002","1",6500,,"1"
1026101,"950002","1",6500,,"2"
1026101,"950002","1",6500,,"3"
1026101,"950002","1",6500,,"4"
1026101,"950002","1",6500,,"5"
1026101,"950012","1",3109,,"1"
1026101,"950012","1",3109,,"2"
1026101,"950012","1",3109,,"3"
1026101,"950012","1",3109,,"4"
1026101,"950012","1",3109,,"5"
1026101,"980000","1",66300,,"1"
1026101,"980000","1",66300,,"2"
1026101,"980000","1",66300,,"3"
1026101,"980000","1",66300,,"4"
1026101,"980000","1",66300,,"5"
1026101,"980070","1",58191,,"1"
1026101,"980070","1",58191,,"2"
1026101,"980070","1",58191,,"3"
1026101,"980070","1",58191,,"4"
1026101,"980070","1",58191,,"5"
1026102,"800940","1",4973,,"1"
1026102,"800940","1",4973,,"2"
1026102,"800940","1",4973,,"3"
1026102,"800940","1",4973,,"4"
1026102,"800940","1",4973,,"5"
1026102,"900000","1",65000,,"1"
1026102,"900000","1",65000,,"2"
1026102,"900000","1",65000,,"3"
1026102,"900000","1",65000,,"4"
1026102,"900000","1",65000,,"5"
1026102,"900040","1",1200,,"1"
1026102,"900040","1",1200,,"2"
1026102,"900040","1",1200,,"3"
1026102,"900040","1",1200,,"4"
1026102,"900040","1",1200,,"5"
1026102,"900080","1",100,,"1"
1026102,"900080","1",100,,"2"
1026102,"900080","1",100,,"3"
1026102,"900080","1",100,,"4"
1026102,"900080","1",100,,"5"
1026102,"950002","1",6500,,"1"
1026102,"950002","1",6500,,"2"
1026102,"950002","1",6500,,"3"
1026102,"950002","1",6500,,"4"
1026102,"950002","1",6500,,"5"
1026102,"950012","1",3109,,"1"
1026102,"950012","1",3109,,"2"
1026102,"950012","1",3109,,"3"
1026102,"950012","1",3109,,"4"
1026102,"950012","1",3109,,"5"
1026102,"980000","1",66300,,"1"
1026102,"980000","1",66300,,"2"
1026102,"980000","1",66300,,"3"
1026102,"980000","1",66300,,"4"
1026102,"980000","1",66300,,"5"
1026102,"980070","1",58191,,"1"
1026102,"980070","1",58191,,"2"
1026102,"980070","1",58191,,"3"
1026102,"980070","1",58191,,"4"
1026102,"980070","1",58191,,"5"
1032801,"800940","1",3367,,"1"
1032801,"800940","1",3367,,"2"
1032801,"800940","1",3367,,"3"
1032801,"800940","1",3367,,"4"
1032801,"800940","1",3367,,"5"
1032801,"900000","1",44001,,"1"
1032801,"900000","1",44001,,"2"
1032801,"900000","1",44001,,"3"
1032801,"900000","1",44001,,"4"
1032801,"900000","1",44001,,"5"
1032801,"900100","1",13200,,"1"
1032801,"900100","1",13200,,"2"
1032801,"900100","1",13200,,"3"
1032801,"900100","1",13200,,"4"
1032801,"900100","1",13200,,"5"
1032801,"950002","1",4095,,"1"
1032801,"950002","1",4095,,"2"
1032801,"950002","1",4095,,"3"
1032801,"950002","1",4095,,"4"
1032801,"950002","1",4095,,"5"
1032801,"950012","1",2060,,"1"
1032801,"950012","1",2060,,"2"
1032801,"950012","1",2060,,"3"
1032801,"950012","1",2060,,"4"
1032801,"950012","1",2060,,"5"
1032801,"980000","1",57201,,"1"
1032801,"980000","1",57201,,"2"
1032801,"980000","1",57201,,"3"
1032801,"980000","1",57201,,"4"
1032801,"980000","1",57201,,"5"
1032801,"980070","1",54146,,"1"
1032801,"980070","1",54146,,"2"
1032801,"980070","1",54146,,"3"
1032801,"980070","1",54146,,"4"
1032801,"980070","1",54146,,"5"
1032802,"800940","1",3367,,"1"
1032802,"800940","1",3367,,"2"
1032802,"800940","1",3367,,"3"
1032802,"800940","1",3367,,"4"
1032802,"800940","1",3367,,"5"
1032802,"900000","1",44001,,"1"
1032802,"900000","1",44001,,"2"
1032802,"900000","1",44001,,"3"
1032802,"900000","1",44001,,"4"
1032802,"900000","1",44001,,"5"
1032802,"900100","1",13200,,"1"
1032802,"900100","1",13200,,"2"
1032802,"900100","1",13200,,"3"
1032802,"900100","1",13200,,"4"
1032802,"900100","1",13200,,"5"
1032802,"950002","1",4095,,"1"
1032802,"950002","1",4095,,"2"
1032802,"950002","1",4095,,"3"
1032802,"950002","1",4095,,"4"
1032802,"950002","1",4095,,"5"
1032802,"950012","1",2060,,"1"
1032802,"950012","1",2060,,"2"
1032802,"950012","1",2060,,"3"
1032802,"950012","1",2060,,"4"
1032802,"950012","1",2060,,"5"
1032802,"980000","1",57201,,"1"
1032802,"980000","1",57201,,"2"
1032802,"980000","1",57201,,"3"
1032802,"980000","1",57201,,"4"
1032802,"980000","1",57201,,"5"
1032802,"980070","1",54146,,"1"
1032802,"980070","1",54146,,"2"
1032802,"980070","1",54146,,"3"
1032802,"980070","1",54146,,"4"
1032802,"980070","1",54146,,"5"
1023581,"800940","1",3366,,"1"
1023581,"800940","1",3366,,"2"
1023581,"800940","1",3366,,"3"
1023581,"800940","1",3366,,"4"
1023581,"800940","1",3366,,"5"
1023581,"900000","1",44000,,"1"
1023581,"900000","1",44000,,"2"
1023581,"900000","1",44000,,"3"
1023581,"900000","1",44000,,"4"
1023581,"900000","1",44000,,"5"
1023581,"900030","1",531,,"1"
1023581,"900030","1",531,,"2"
1023581,"900030","1",531,,"3"
1023581,"900030","1",531,,"4"
1023581,"900030","1",531,,"5"
1023581,"900040","1",30000,,"1"
1023581,"900040","1",30000,,"2"
1023581,"900040","1",30000,,"3"
1023581,"900040","1",30000,,"4"
1023581,"900040","1",30000,,"5"
1023581,"900080","1",127,,"1"
1023581,"900080","1",10,,"2"
1023581,"900080","1",123,,"3"
1023581,"900080","1",2,,"4"
1023581,"900080","1",144,,"5"
1023581,"980000","1",74658,,"1"
1023581,"980000","1",74541,,"2"
1023581,"980000","1",74654,,"3"
1023581,"980000","1",74533,,"4"
1023581,"980000","1",74675,,"5"
1023581,"980070","1",75974,,"1"
1023581,"980070","1",75857,,"2"
1023581,"980070","1",75970,,"3"
1023581,"980070","1",75849,,"4"
1023581,"980070","1",75991,,"5"
1023582,"800940","1",3366,,"1"
1023582,"800940","1",3366,,"2"
1023582,"800940","1",3366,,"3"
1023582,"800940","1",3366,,"4"
1023582,"800940","1",3366,,"5"
1023582,"900000","1",44000,,"1"
1023582,"900000","1",44000,,"2"
1023582,"900000","1",44000,,"3"
1023582,"900000","1",44000,,"4"
1023582,"900000","1",44000,,"5"
1023582,"900030","1",531,,"1"
1023582,"900030","1",531,,"2"
1023582,"900030","1",531,,"3"
1023582,"900030","1",531,,"4"
1023582,"900030","1",531,,"5"
1023582,"900040","1",30000,,"1"
1023582,"900040","1",30000,,"2"
1023582,"900040","1",30000,,"3"
1023582,"900040","1",30000,,"4"
1023582,"900040","1",30000,,"5"
1023582,"900080","1",63,,"1"
1023582,"900080","1",130,,"2"
1023582,"900080","1",634,,"3"
1023582,"900080","1",97,,"4"
1023582,"900080","1",145,,"5"
1023582,"980000","1",74594,,"1"
1023582,"980000","1",74661,,"2"
1023582,"980000","1",75165,,"3"
