"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
967511,"900030","1",19157,,"1"
967511,"900030","1",19157,,"2"
967511,"900030","1",19157,,"3"
967511,"900030","1",19157,,"4"
967511,"900030","1",19157,,"5"
967511,"900040","1",7350,,"1"
967511,"900040","1",7350,,"2"
967511,"900040","1",7350,,"3"
967511,"900040","1",7350,,"4"
967511,"900040","1",7350,,"5"
967511,"900080","1",100,,"1"
967511,"900080","1",100,,"2"
967511,"900080","1",100,,"3"
967511,"900080","1",100,,"4"
967511,"900080","1",100,,"5"
967511,"980000","1",26607,,"1"
967511,"980000","1",26607,,"2"
967511,"980000","1",26607,,"3"
967511,"980000","1",26607,,"4"
967511,"980000","1",26607,,"5"
967511,"980070","1",26607,,"1"
967511,"980070","1",26607,,"2"
967511,"980070","1",26607,,"3"
967511,"980070","1",26607,,"4"
967511,"980070","1",26607,,"5"
967512,"900030","1",19157,,"1"
967512,"900030","1",19157,,"2"
967512,"900030","1",19157,,"3"
967512,"900030","1",19157,,"4"
967512,"900030","1",19157,,"5"
967512,"900040","1",7350,,"1"
967512,"900040","1",7350,,"2"
967512,"900040","1",7350,,"3"
967512,"900040","1",7350,,"4"
967512,"900040","1",7350,,"5"
967512,"900080","1",100,,"1"
967512,"900080","1",100,,"2"
967512,"900080","1",100,,"3"
967512,"900080","1",100,,"4"
967512,"900080","1",100,,"5"
967512,"980000","1",26607,,"1"
967512,"980000","1",26607,,"2"
967512,"980000","1",26607,,"3"
967512,"980000","1",26607,,"4"
967512,"980000","1",26607,,"5"
967512,"980070","1",26607,,"1"
967512,"980070","1",26607,,"2"
967512,"980070","1",26607,,"3"
967512,"980070","1",26607,,"4"
967512,"980070","1",26607,,"5"
969261,"800940","1",3060,,"1"
969261,"800940","1",3060,,"2"
969261,"800940","1",3060,,"3"
969261,"800940","1",3060,,"4"
969261,"800940","1",3060,,"5"
969261,"900000","1",40000,,"1"
969261,"900000","1",40000,,"2"
969261,"900000","1",40000,,"3"
969261,"900000","1",40000,,"4"
969261,"900000","1",40000,,"5"
969261,"900030","1",11357,,"1"
969261,"900030","1",11357,,"2"
969261,"900030","1",11357,,"3"
969261,"900030","1",11357,,"4"
969261,"900030","1",11357,,"5"
969261,"950002","1",4706,,"1"
969261,"950002","1",4706,,"2"
969261,"950002","1",4706,,"3"
969261,"950002","1",4706,,"4"
969261,"950002","1",4706,,"5"
969261,"950012","1",2353,,"1"
969261,"950012","1",2353,,"2"
969261,"950012","1",2353,,"3"
969261,"950012","1",2353,,"4"
969261,"950012","1",2353,,"5"
969261,"980000","1",51357,,"1"
969261,"980000","1",51357,,"2"
969261,"980000","1",51357,,"3"
969261,"980000","1",51357,,"4"
969261,"980000","1",51357,,"5"
969261,"980070","1",44498,,"1"
969261,"980070","1",44498,,"2"
969261,"980070","1",44498,,"3"
969261,"980070","1",44498,,"4"
969261,"980070","1",44498,,"5"
969262,"800940","1",3060,,"1"
969262,"800940","1",3060,,"2"
969262,"800940","1",3060,,"3"
969262,"800940","1",3060,,"4"
969262,"800940","1",3060,,"5"
969262,"900000","1",40000,,"1"
969262,"900000","1",40000,,"2"
969262,"900000","1",40000,,"3"
969262,"900000","1",40000,,"4"
969262,"900000","1",40000,,"5"
969262,"900030","1",11357,,"1"
969262,"900030","1",11357,,"2"
969262,"900030","1",11357,,"3"
969262,"900030","1",11357,,"4"
969262,"900030","1",11357,,"5"
969262,"950002","1",4706,,"1"
969262,"950002","1",4706,,"2"
969262,"950002","1",4706,,"3"
969262,"950002","1",4706,,"4"
