"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
777201,"800940","1",1515,,"1"
777201,"800940","1",1515,,"2"
777201,"800940","1",1515,,"3"
777201,"800940","1",1515,,"4"
777201,"800940","1",1515,,"5"
777201,"900000","1",19800,,"1"
777201,"900000","1",19800,,"2"
777201,"900000","1",19800,,"3"
777201,"900000","1",19800,,"4"
777201,"900000","1",19800,,"5"
777201,"950002","1",2475,,"1"
777201,"950002","1",2475,,"2"
777201,"950002","1",2475,,"3"
777201,"950002","1",2475,,"4"
777201,"950002","1",2475,,"5"
777201,"950012","1",1238,,"1"
777201,"950012","1",1238,,"2"
777201,"950012","1",1238,,"3"
777201,"950012","1",1238,,"4"
777201,"950012","1",1238,,"5"
777201,"980000","1",19800,,"1"
777201,"980000","1",19800,,"2"
777201,"980000","1",19800,,"3"
777201,"980000","1",19800,,"4"
777201,"980000","1",19800,,"5"
777201,"980070","1",16887,,"1"
777201,"980070","1",16887,,"2"
777201,"980070","1",16887,,"3"
777201,"980070","1",16887,,"4"
777201,"980070","1",16887,,"5"
777202,"800940","1",1515,,"1"
777202,"800940","1",1515,,"2"
777202,"800940","1",1515,,"3"
777202,"800940","1",1515,,"4"
777202,"800940","1",1515,,"5"
777202,"900000","1",19800,,"1"
777202,"900000","1",19800,,"2"
777202,"900000","1",19800,,"3"
777202,"900000","1",19800,,"4"
777202,"900000","1",19800,,"5"
777202,"950002","1",2475,,"1"
777202,"950002","1",2475,,"2"
777202,"950002","1",2475,,"3"
777202,"950002","1",2475,,"4"
777202,"950002","1",2475,,"5"
777202,"950012","1",1238,,"1"
777202,"950012","1",1238,,"2"
777202,"950012","1",1238,,"3"
777202,"950012","1",1238,,"4"
777202,"950012","1",1238,,"5"
777202,"980000","1",19800,,"1"
777202,"980000","1",19800,,"2"
777202,"980000","1",19800,,"3"
777202,"980000","1",19800,,"4"
777202,"980000","1",19800,,"5"
777202,"980070","1",16887,,"1"
777202,"980070","1",16887,,"2"
777202,"980070","1",16887,,"3"
777202,"980070","1",16887,,"4"
777202,"980070","1",16887,,"5"
777421,"800940","1",4055,,"1"
777421,"800940","1",4055,,"2"
777421,"800940","1",4055,,"3"
777421,"800940","1",4055,,"4"
777421,"800940","1",4055,,"5"
777421,"900000","1",53000,,"1"
777421,"900000","1",53000,,"2"
777421,"900000","1",53000,,"3"
777421,"900000","1",53000,,"4"
777421,"900000","1",53000,,"5"
777421,"980000","1",53000,,"1"
777421,"980000","1",53000,,"2"
777421,"980000","1",53000,,"3"
777421,"980000","1",53000,,"4"
777421,"980000","1",53000,,"5"
777421,"980070","1",53000,,"1"
777421,"980070","1",53000,,"2"
777421,"980070","1",53000,,"3"
777421,"980070","1",53000,,"4"
777421,"980070","1",53000,,"5"
777422,"800940","1",4055,,"1"
777422,"800940","1",4055,,"2"
777422,"800940","1",4055,,"3"
777422,"800940","1",4055,,"4"
777422,"800940","1",4055,,"5"
777422,"900000","1",53000,,"1"
777422,"900000","1",53000,,"2"
777422,"900000","1",53000,,"3"
777422,"900000","1",53000,,"4"
777422,"900000","1",53000,,"5"
777422,"980000","1",53000,,"1"
777422,"980000","1",53000,,"2"
777422,"980000","1",53000,,"3"
777422,"980000","1",53000,,"4"
777422,"980000","1",53000,,"5"
777422,"980070","1",53000,,"1"
777422,"980070","1",53000,,"2"
777422,"980070","1",53000,,"3"
777422,"980070","1",53000,,"4"
777422,"980070","1",53000,,"5"
776051,"900030","1",9055,,"1"
776051,"900030","1",9055,,"2"
776051,"900030","1",9055,,"3"
776051,"900030","1",9055,,"4"
776051,"900030","1",9055,,"5"
776051,"980000","1",9055,,"1"
776051,"980000","1",9055,,"2"
776051,"980000","1",9055,,"3"
776051,"980000","1",9055,,"4"
776051,"980000","1",9055,,"5"
776051,"980070","1",9055,,"1"
776051,"980070","1",9055,,"2"
776051,"980070","1",9055,,"3"
776051,"980070","1",9055,,"4"
776051,"980070","1",9055,,"5"
776052,"900030","1",9055,,"1"
776052,"900030","1",9055,,"2"
776052,"900030","1",9055,,"3"
776052,"900030","1",9055,,"4"
776052,"900030","1",9055,,"5"
776052,"980000","1",9055,,"1"
776052,"980000","1",9055,,"2"
776052,"980000","1",9055,,"3"
776052,"980000","1",9055,,"4"
776052,"980000","1",9055,,"5"
776052,"980070","1",9055,,"1"
776052,"980070","1",9055,,"2"
776052,"980070","1",9055,,"3"
776052,"980070","1",9055,,"4"
776052,"980070","1",9055,,"5"
770251,"800940","1",5432,,"1"
770251,"800940","1",5432,,"2"
770251,"800940","1",5432,,"3"
770251,"800940","1",5432,,"4"
770251,"800940","1",5432,,"5"
770251,"900000","1",71000,,"1"
770251,"900000","1",71000,,"2"
770251,"900000","1",71000,,"3"
770251,"900000","1",71000,,"4"
770251,"900000","1",71000,,"5"
770251,"900040","1",34000,,"1"
770251,"900040","1",34000,,"2"
770251,"900040","1",34000,,"3"
770251,"900040","1",34000,,"4"
770251,"900040","1",34000,,"5"
770251,"900050","1",8000,,"1"
770251,"900050","1",8000,,"2"
770251,"900050","1",8000,,"3"
770251,"900050","1",8000,,"4"
770251,"900050","1",8000,,"5"
770251,"900080","1",400,,"1"
770251,"900080","1",400,,"2"
770251,"900080","1",400,,"3"
770251,"900080","1",400,,"4"
770251,"900080","1",400,,"5"
770251,"950002","1",15644,,"1"
770251,"950002","1",15644,,"2"
770251,"950002","1",15644,,"3"
770251,"950002","1",15644,,"4"
770251,"950002","1",15644,,"5"
770251,"950012","1",1956,,"1"
770251,"950012","1",1956,,"2"
770251,"950012","1",1956,,"3"
770251,"950012","1",1956,,"4"
770251,"950012","1",1956,,"5"
770251,"980000","1",113400,,"1"
770251,"980000","1",113400,,"2"
770251,"980000","1",113400,,"3"
770251,"980000","1",113400,,"4"
770251,"980000","1",113400,,"5"
770251,"980070","1",98600,,"1"
770251,"980070","1",98600,,"2"
770251,"980070","1",98600,,"3"
770251,"980070","1",98600,,"4"
770251,"980070","1",98600,,"5"
770252,"800940","1",5432,,"1"
770252,"800940","1",5432,,"2"
770252,"800940","1",5432,,"3"
770252,"800940","1",5432,,"4"
770252,"800940","1",5432,,"5"
770252,"900000","1",71000,,"1"
770252,"900000","1",71000,,"2"
770252,"900000","1",71000,,"3"
770252,"900000","1",71000,,"4"
770252,"900000","1",71000,,"5"
770252,"900040","1",34000,,"1"
770252,"900040","1",34000,,"2"
770252,"900040","1",34000,,"3"
770252,"900040","1",34000,,"4"
770252,"900040","1",34000,,"5"
770252,"900050","1",8000,,"1"
770252,"900050","1",8000,,"2"
770252,"900050","1",8000,,"3"
770252,"900050","1",8000,,"4"
770252,"900050","1",8000,,"5"
770252,"900080","1",400,,"1"
770252,"900080","1",400,,"2"
770252,"900080","1",400,,"3"
770252,"900080","1",400,,"4"
770252,"900080","1",400,,"5"
770252,"950002","1",15644,,"1"
770252,"950002","1",15644,,"2"
770252,"950002","1",15644,,"3"
770252,"950002","1",15644,,"4"
770252,"950002","1",15644,,"5"
770252,"950012","1",1956,,"1"
770252,"950012","1",1956,,"2"
770252,"950012","1",1956,,"3"
770252,"950012","1",1956,,"4"
770252,"950012","1",1956,,"5"
770252,"980000","1",113400,,"1"
770252,"980000","1",113400,,"2"
770252,"980000","1",113400,,"3"
770252,"980000","1",113400,,"4"
770252,"980000","1",113400,,"5"
770252,"980070","1",98600,,"1"
770252,"980070","1",98600,,"2"
770252,"980070","1",98600,,"3"
770252,"980070","1",98600,,"4"
770252,"980070","1",98600,,"5"
775192,"800940","1",8978,,"1"
775192,"800940","1",4224,,"2"
775192,"800940","1",4836,,"3"
775192,"800940","1",11251,,"4"
775192,"800940","1",5583,,"5"
775192,"900000","1",149530,,"1"
775192,"900000","1",55211,,"2"
775192,"900000","1",63218,,"3"
775192,"900000","1",147072,,"4"
775192,"900000","1",72986,,"5"
775192,"980000","1",149530,,"1"
775192,"980000","1",55211,,"2"
775192,"980000","1",63218,,"3"
775192,"980000","1",147072,,"4"
775192,"980000","1",72986,,"5"
775192,"980070","1",149530,,"1"
775192,"980070","1",55211,,"2"
775192,"980070","1",63218,,"3"
775192,"980070","1",147072,,"4"
775192,"980070","1",72986,,"5"
770371,"800940","1",4667,,"1"
770371,"800940","1",4667,,"2"
770371,"800940","1",4667,,"3"
770371,"800940","1",4667,,"4"
770371,"800940","1",4667,,"5"
770371,"900000","1",9000,,"1"
770371,"900000","1",9000,,"2"
