"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
812931,"800940","1",7038,,"1"
812931,"800940","1",7038,,"2"
812931,"800940","1",7038,,"3"
812931,"800940","1",7038,,"4"
812931,"800940","1",7038,,"5"
812931,"900000","1",92000,,"1"
812931,"900000","1",92000,,"2"
812931,"900000","1",92000,,"3"
812931,"900000","1",92000,,"4"
812931,"900000","1",92000,,"5"
812931,"950002","1",15333,,"1"
812931,"950002","1",15333,,"2"
812931,"950002","1",15333,,"3"
812931,"950002","1",15333,,"4"
812931,"950002","1",15333,,"5"
812931,"950012","1",6389,,"1"
812931,"950012","1",6389,,"2"
812931,"950012","1",6389,,"3"
812931,"950012","1",6389,,"4"
812931,"950012","1",6389,,"5"
812931,"980000","1",92000,,"1"
812931,"980000","1",92000,,"2"
812931,"980000","1",92000,,"3"
812931,"980000","1",92000,,"4"
812931,"980000","1",92000,,"5"
812931,"980070","1",74428,,"1"
812931,"980070","1",74428,,"2"
812931,"980070","1",74428,,"3"
812931,"980070","1",74428,,"4"
812931,"980070","1",74428,,"5"
812932,"800940","1",7038,,"1"
812932,"800940","1",7038,,"2"
812932,"800940","1",7038,,"3"
812932,"800940","1",7038,,"4"
812932,"800940","1",7038,,"5"
812932,"900000","1",92000,,"1"
812932,"900000","1",92000,,"2"
812932,"900000","1",92000,,"3"
812932,"900000","1",92000,,"4"
812932,"900000","1",92000,,"5"
812932,"950002","1",15333,,"1"
812932,"950002","1",15333,,"2"
812932,"950002","1",15333,,"3"
812932,"950002","1",15333,,"4"
812932,"950002","1",15333,,"5"
812932,"950012","1",6389,,"1"
812932,"950012","1",6389,,"2"
812932,"950012","1",6389,,"3"
812932,"950012","1",6389,,"4"
812932,"950012","1",6389,,"5"
812932,"980000","1",92000,,"1"
812932,"980000","1",92000,,"2"
812932,"980000","1",92000,,"3"
812932,"980000","1",92000,,"4"
812932,"980000","1",92000,,"5"
812932,"980070","1",74428,,"1"
812932,"980070","1",74428,,"2"
812932,"980070","1",74428,,"3"
812932,"980070","1",74428,,"4"
812932,"980070","1",74428,,"5"
798391,"800940","1",6618,,"1"
798391,"800940","1",6618,,"2"
798391,"800940","1",6618,,"3"
798391,"800940","1",6618,,"4"
798391,"800940","1",6618,,"5"
798391,"900000","1",86500,,"1"
798391,"900000","1",86500,,"2"
798391,"900000","1",86500,,"3"
798391,"900000","1",86500,,"4"
798391,"900000","1",86500,,"5"
798391,"950002","1",8650,,"1"
798391,"950002","1",8650,,"2"
798391,"950002","1",8650,,"3"
798391,"950002","1",8650,,"4"
798391,"950002","1",8650,,"5"
798391,"950012","1",2171,,"1"
798391,"950012","1",2171,,"2"
798391,"950012","1",2171,,"3"
798391,"950012","1",2171,,"4"
798391,"950012","1",2171,,"5"
798391,"980000","1",86500,,"1"
798391,"980000","1",86500,,"2"
798391,"980000","1",86500,,"3"
798391,"980000","1",86500,,"4"
798391,"980000","1",86500,,"5"
798391,"980070","1",75679,,"1"
798391,"980070","1",75679,,"2"
798391,"980070","1",75679,,"3"
798391,"980070","1",75679,,"4"
798391,"980070","1",75679,,"5"
798392,"800940","1",6618,,"1"
798392,"800940","1",6618,,"2"
798392,"800940","1",6618,,"3"
798392,"800940","1",6618,,"4"
798392,"800940","1",6618,,"5"
798392,"900000","1",86500,,"1"
798392,"900000","1",86500,,"2"
798392,"900000","1",86500,,"3"
798392,"900000","1",86500,,"4"
798392,"900000","1",86500,,"5"
798392,"950002","1",8650,,"1"
798392,"950002","1",8650,,"2"
798392,"950002","1",8650,,"3"
798392,"950002","1",8650,,"4"
798392,"950002","1",8650,,"5"
798392,"950012","1",2171,,"1"
798392,"950012","1",2171,,"2"
798392,"950012","1",2171,,"3"
798392,"950012","1",2171,,"4"
798392,"950012","1",2171,,"5"
798392,"980000","1",86500,,"1"
798392,"980000","1",86500,,"2"
798392,"980000","1",86500,,"3"
798392,"980000","1",86500,,"4"
798392,"980000","1",86500,,"5"
798392,"980070","1",75679,,"1"
798392,"980070","1",75679,,"2"
798392,"980070","1",75679,,"3"
798392,"980070","1",75679,,"4"
798392,"980070","1",75679,,"5"
803161,"800940","1",8416,,"1"
803161,"800940","1",8416,,"2"
803161,"800940","1",8416,,"3"
803161,"800940","1",8416,,"4"
803161,"800940","1",8416,,"5"
803161,"900000","1",110000,,"1"
803161,"900000","1",110000,,"2"
803161,"900000","1",110000,,"3"
803161,"900000","1",110000,,"4"
803161,"900000","1",110000,,"5"
803161,"950002","1",14750,,"1"
803161,"950002","1",14750,,"2"
803161,"950002","1",14750,,"3"
803161,"950002","1",14750,,"4"
803161,"950002","1",14750,,"5"
803161,"950012","1",4829,,"1"
803161,"950012","1",4829,,"2"
803161,"950012","1",4829,,"3"
803161,"950012","1",4829,,"4"
803161,"950012","1",4829,,"5"
803161,"980000","1",110000,,"1"
803161,"980000","1",110000,,"2"
803161,"980000","1",110000,,"3"
803161,"980000","1",110000,,"4"
803161,"980000","1",110000,,"5"
803161,"980070","1",91721,,"1"
803161,"980070","1",91721,,"2"
803161,"980070","1",91721,,"3"
803161,"980070","1",91721,,"4"
803161,"980070","1",91721,,"5"
803162,"800940","1",8416,,"1"
803162,"800940","1",8416,,"2"
803162,"800940","1",8416,,"3"
803162,"800940","1",8416,,"4"
803162,"800940","1",8416,,"5"
803162,"900000","1",110000,,"1"
803162,"900000","1",110000,,"2"
803162,"900000","1",110000,,"3"
803162,"900000","1",110000,,"4"
803162,"900000","1",110000,,"5"
803162,"950002","1",14750,,"1"
803162,"950002","1",14750,,"2"
803162,"950002","1",14750,,"3"
803162,"950002","1",14750,,"4"
803162,"950002","1",14750,,"5"
803162,"950012","1",4829,,"1"
803162,"950012","1",4829,,"2"
803162,"950012","1",4829,,"3"
803162,"950012","1",4829,,"4"
803162,"950012","1",4829,,"5"
803162,"980000","1",110000,,"1"
803162,"980000","1",110000,,"2"
803162,"980000","1",110000,,"3"
803162,"980000","1",110000,,"4"
803162,"980000","1",110000,,"5"
803162,"980070","1",91721,,"1"
803162,"980070","1",91721,,"2"
803162,"980070","1",91721,,"3"
803162,"980070","1",91721,,"4"
803162,"980070","1",91721,,"5"
815631,"800940","1",3060,,"1"
815631,"800940","1",3060,,"2"
815631,"800940","1",3060,,"3"
815631,"800940","1",3060,,"4"
815631,"800940","1",3060,,"5"
815631,"900000","1",40000,,"1"
815631,"900000","1",40000,,"2"
815631,"900000","1",40000,,"3"
815631,"900000","1",40000,,"4"
815631,"900000","1",40000,,"5"
815631,"980000","1",40000,,"1"
815631,"980000","1",40000,,"2"
815631,"980000","1",40000,,"3"
815631,"980000","1",40000,,"4"
815631,"980000","1",40000,,"5"
815631,"980070","1",44200,,"1"
815631,"980070","1",44200,,"2"
815631,"980070","1",44200,,"3"
815631,"980070","1",44200,,"4"
815631,"980070","1",44200,,"5"
815632,"800940","1",3060,,"1"
815632,"800940","1",3060,,"2"
815632,"800940","1",3060,,"3"
815632,"800940","1",3060,,"4"
815632,"800940","1",3060,,"5"
815632,"900000","1",40000,,"1"
815632,"900000","1",40000,,"2"
815632,"900000","1",40000,,"3"
815632,"900000","1",40000,,"4"
815632,"900000","1",40000,,"5"
815632,"980000","1",40000,,"1"
815632,"980000","1",40000,,"2"
815632,"980000","1",40000,,"3"
815632,"980000","1",40000,,"4"
815632,"980000","1",40000,,"5"
815632,"980070","1",44200,,"1"
815632,"980070","1",44200,,"2"
815632,"980070","1",44200,,"3"
815632,"980070","1",44200,,"4"
815632,"980070","1",44200,,"5"
802961,"800940","1",5279,,"1"
802961,"800940","1",5279,,"2"
802961,"800940","1",5279,,"3"
802961,"800940","1",5279,,"4"
802961,"800940","1",5279,,"5"
802961,"900000","1",69000,,"1"
802961,"900000","1",69000,,"2"
802961,"900000","1",69000,,"3"
802961,"900000","1",69000,,"4"
802961,"900000","1",69000,,"5"
802961,"980000","1",69000,,"1"
802961,"980000","1",69000,,"2"
802961,"980000","1",69000,,"3"
802961,"980000","1",69000,,"4"
802961,"980000","1",69000,,"5"
802961,"980070","1",70300,,"1"
802961,"980070","1",70300,,"2"
802961,"980070","1",70300,,"3"
802961,"980070","1",70300,,"4"
802961,"980070","1",70300,,"5"
802962,"800940","1",5279,,"1"
802962,"800940","1",5279,,"2"
802962,"800940","1",5279,,"3"
802962,"800940","1",5279,,"4"
802962,"800940","1",5279,,"5"
802962,"900000","1",69000,,"1"
802962,"900000","1",69000,,"2"
802962,"900000","1",69000,,"3"
802962,"900000","1",69000,,"4"
802962,"900000","1",69000,,"5"
802962,"980000","1",69000,,"1"
802962,"980000","1",69000,,"2"
802962,"980000","1",69000,,"3"
802962,"980000","1",69000,,"4"
802962,"980000","1",69000,,"5"
802962,"980070","1",70300,,"1"
802962,"980070","1",70300,,"2"
802962,"980070","1",70300,,"3"
802962,"980070","1",70300,,"4"
802962,"980070","1",70300,,"5"
805071,"800940","1",10839,,"1"
805071,"800940","1",10565,,"2"
805071,"800940","1",10487,,"3"
805071,"800940","1",10858,,"4"
805071,"800940","1",10428,,"5"
805071,"900000","1",141690,,"1"
805071,"900000","1",138104,,"2"
805071,"900000","1",137081,,"3"
805071,"900000","1",141937,,"4"
805071,"900000","1",136319,,"5"
805071,"900080","1",969,,"1"
805071,"900080","1",69,,"2"
805071,"900080","1",24,,"3"
805071,"900080","1",55,,"4"
805071,"900080","1",370,,"5"
805071,"950002","1",83,,"1"
805071,"950002","1",83,,"2"
805071,"950002","1",83,,"3"
805071,"950002","1",83,,"4"
805071,"950002","1",83,,"5"
805071,"950012","1",248,,"1"
805071,"950012","1",248,,"2"
805071,"950012","1",248,,"3"
805071,"950012","1",248,,"4"
805071,"950012","1",248,,"5"
805071,"980000","1",142659,,"1"
805071,"980000","1",138173,,"2"
805071,"980000","1",137105,,"3"
805071,"980000","1",141992,,"4"
805071,"980000","1",136689,,"5"
805071,"980070","1",145828,,"1"
805071,"980070","1",141342,,"2"
805071,"980070","1",140274,,"3"
805071,"980070","1",145161,,"4"
805071,"980070","1",139858,,"5"
805072,"800940","1",10544,,"1"
805072,"800940","1",10488,,"2"
805072,"800940","1",10656,,"3"
805072,"800940","1",10597,,"4"
805072,"800940","1",10634,,"5"
805072,"900000","1",137824,,"1"
805072,"900000","1",137090,,"2"
805072,"900000","1",139298,,"3"
805072,"900000","1",138529,,"4"
805072,"900000","1",139006,,"5"
805072,"900080","1",157,,"1"
805072,"900080","1",52,,"2"
805072,"900080","1",141,,"3"
805072,"900080","1",3,,"4"
805072,"900080","1",138,,"5"
805072,"950002","1",83,,"1"
805072,"950002","1",83,,"2"
805072,"950002","1",83,,"3"
805072,"950002","1",83,,"4"
805072,"950002","1",83,,"5"
805072,"950012","1",248,,"1"
805072,"950012","1",248,,"2"
805072,"950012","1",248,,"3"
805072,"950012","1",248,,"4"
805072,"950012","1",248,,"5"
805072,"980000","1",137981,,"1"
805072,"980000","1",137142,,"2"
805072,"980000","1",139439,,"3"
805072,"980000","1",138532,,"4"
805072,"980000","1",139144,,"5"
805072,"980070","1",141150,,"1"
805072,"980070","1",140311,,"2"
805072,"980070","1",142608,,"3"
805072,"980070","1",141701,,"4"
805072,"980070","1",142313,,"5"
814521,"800940","1",5355,,"1"
814521,"800940","1",5355,,"2"
814521,"800940","1",5355,,"3"
814521,"800940","1",5355,,"4"
814521,"800940","1",5355,,"5"
814521,"900000","1",70000,,"1"
814521,"900000","1",70000,,"2"
814521,"900000","1",70000,,"3"
814521,"900000","1",70000,,"4"
814521,"900000","1",70000,,"5"
814521,"900100","1",12000,,"1"
814521,"900100","1",12000,,"2"
814521,"900100","1",12000,,"3"
814521,"900100","1",12000,,"4"
814521,"900100","1",12000,,"5"
814521,"980000","1",82000,,"1"
814521,"980000","1",82000,,"2"
814521,"980000","1",82000,,"3"
814521,"980000","1",82000,,"4"
814521,"980000","1",82000,,"5"
814521,"980070","1",89300,,"1"
814521,"980070","1",89300,,"2"
814521,"980070","1",89300,,"3"
814521,"980070","1",89300,,"4"
814521,"980070","1",89300,,"5"
814522,"800940","1",5355,,"1"
814522,"800940","1",5355,,"2"
814522,"800940","1",5355,,"3"
814522,"800940","1",5355,,"4"
814522,"800940","1",5355,,"5"
814522,"900000","1",70000,,"1"
