"HH_CU_Q","hhid","hhid_","newid"
1,.,"A",797901
1,.,"A",797902
1,.,"A",797911
1,.,"A",797912
1,.,"A",797921
1,.,"A",797922
1,.,"A",797931
1,.,"A",797932
1,.,"A",797941
1,.,"A",797942
1,.,"A",797951
1,.,"A",797952
1,.,"A",797961
1,.,"A",797962
1,.,"A",797971
1,.,"A",797972
1,.,"A",797981
1,.,"A",797982
1,.,"A",797991
1,.,"A",797992
1,.,"A",798001
1,.,"A",798002
1,.,"A",798011
1,.,"A",798012
1,.,"A",798021
1,.,"A",798022
1,.,"A",798031
1,.,"A",798032
1,.,"A",798041
1,.,"A",798042
1,.,"A",798051
1,.,"A",798052
1,.,"A",798061
1,.,"A",798062
1,.,"A",798072
1,.,"A",798081
1,.,"A",798082
1,.,"A",798091
1,.,"A",798092
1,.,"A",798101
1,.,"A",798102
1,.,"A",798111
1,.,"A",798112
1,.,"A",798121
1,.,"A",798122
1,.,"A",798131
1,.,"A",798132
1,.,"A",798141
1,.,"A",798142
1,.,"A",798151
1,.,"A",798152
1,.,"A",798161
1,.,"A",798162
1,.,"A",798171
1,.,"A",798172
1,.,"A",798181
1,.,"A",798182
1,.,"A",798191
1,.,"A",798192
1,.,"A",798201
1,.,"A",798202
1,.,"A",798211
1,.,"A",798212
1,.,"A",798221
1,.,"A",798222
2,33,"D",798232
1,.,"A",798241
1,.,"A",798242
1,.,"A",798251
1,.,"A",798252
1,.,"A",798261
1,.,"A",798262
1,.,"A",798271
1,.,"A",798272
1,.,"A",798281
1,.,"A",798282
1,.,"A",798291
1,.,"A",798292
1,.,"A",798301
1,.,"A",798302
1,.,"A",798311
1,.,"A",798312
1,.,"A",798321
1,.,"A",798322
1,.,"A",798331
1,.,"A",798332
1,.,"A",798341
1,.,"A",798342
1,.,"A",798351
1,.,"A",798352
1,.,"A",798361
1,.,"A",798362
1,.,"A",798371
1,.,"A",798372
2,19,"D",798381
2,38,"D",798382
1,.,"A",798391
1,.,"A",798392
1,.,"A",798401
1,.,"A",798402
1,.,"A",798411
1,.,"A",798412
1,.,"A",798421
1,.,"A",798422
2,18,"D",798431
2,37,"D",798432
1,.,"A",798441
1,.,"A",798442
1,.,"A",798451
1,.,"A",798452
1,.,"A",798461
1,.,"A",798462
1,.,"A",798471
1,.,"A",798472
1,.,"A",798481
1,.,"A",798482
2,15,"D",798491
2,34,"D",798492
1,.,"A",798501
1,.,"A",798502
1,.,"A",798511
1,.,"A",798512
1,.,"A",798521
1,.,"A",798522
1,.,"A",798531
1,.,"A",798532
2,16,"D",798541
2,35,"D",798542
1,.,"A",798551
1,.,"A",798552
1,.,"A",798561
1,.,"A",798562
1,.,"A",798571
1,.,"A",798572
1,.,"A",798581
1,.,"A",798582
1,.,"A",798591
1,.,"A",798592
1,.,"A",798601
1,.,"A",798602
1,.,"A",798611
1,.,"A",798612
1,.,"A",798621
1,.,"A",798622
1,.,"A",798631
1,.,"A",798632
1,.,"A",798641
1,.,"A",798651
1,.,"A",798652
1,.,"A",798661
1,.,"A",798662
1,.,"A",798671
1,.,"A",798672
1,.,"A",798681
1,.,"A",798682
1,.,"A",798691
1,.,"A",798692
1,.,"A",798701
1,.,"A",798702
1,.,"A",798711
1,.,"A",798712
1,.,"A",798721
1,.,"A",798722
1,.,"A",798731
1,.,"A",798732
1,.,"A",798741
1,.,"A",798742
2,18,"D",798751
1,.,"A",798761
1,.,"A",798762
1,.,"A",798771
1,.,"A",798772
1,.,"A",798781
1,.,"A",798782
1,.,"A",798791
1,.,"A",798792
1,.,"A",798801
1,.,"A",798802
1,.,"A",798811
1,.,"A",798812
1,.,"A",798821
1,.,"A",798822
1,.,"A",798831
1,.,"A",798832
1,.,"A",798841
1,.,"A",798842
1,.,"A",798851
1,.,"A",798852
1,.,"A",798861
1,.,"A",798862
1,.,"A",798871
1,.,"A",798872
1,.,"A",798881
1,.,"A",798882
1,.,"A",798891
1,.,"A",798892
1,.,"A",798901
1,.,"A",798902
1,.,"A",798911
1,.,"A",798912
1,.,"A",798921
1,.,"A",798922
1,.,"A",798931
1,.,"A",798932
1,.,"A",798941
1,.,"A",798942
1,.,"A",798951
1,.,"A",798952
1,.,"A",798961
1,.,"A",798962
1,.,"A",798971
1,.,"A",798972
1,.,"A",798981
1,.,"A",798982
1,.,"A",798991
1,.,"A",798992
1,.,"A",799001
1,.,"A",799002
1,.,"A",799011
1,.,"A",799012
1,.,"A",799021
1,.,"A",799022
1,.,"A",799031
1,.,"A",799032
1,.,"A",799041
1,.,"A",799042
1,.,"A",799051
1,.,"A",799052
1,.,"A",799061
1,.,"A",799062
1,.,"A",799071
1,.,"A",799072
1,.,"A",799081
1,.,"A",799082
1,.,"A",799091
1,.,"A",799092
1,.,"A",799101
1,.,"A",799102
1,.,"A",799111
1,.,"A",799112
1,.,"A",799121
1,.,"A",799122
1,.,"A",799131
1,.,"A",799141
1,.,"A",799142
1,.,"A",799151
1,.,"A",799152
1,.,"A",799161
1,.,"A",799162
1,.,"A",799171
1,.,"A",799172
1,.,"A",799182
1,.,"A",799191
1,.,"A",799192
1,.,"A",799201
1,.,"A",799202
1,.,"A",799211
1,.,"A",799212
1,.,"A",799221
1,.,"A",799222
1,.,"A",799231
1,.,"A",799232
1,.,"A",799241
1,.,"A",799242
1,.,"A",799251
1,.,"A",799252
1,.,"A",799261
1,.,"A",799262
1,.,"A",799271
1,.,"A",799272
1,.,"A",799281
1,.,"A",799282
1,.,"A",799291
1,.,"A",799292
1,.,"A",799301
1,.,"A",799302
1,.,"A",799311
1,.,"A",799312
1,.,"A",799321
1,.,"A",799322
1,.,"A",799332
1,.,"A",799341
1,.,"A",799342
1,.,"A",799351
1,.,"A",799352
1,.,"A",799361
1,.,"A",799362
1,.,"A",799371
1,.,"A",799372
1,.,"A",799381
1,.,"A",799382
1,.,"A",799391
1,.,"A",799392
1,.,"A",799401
1,.,"A",799402
1,.,"A",799411
