"HH_CU_Q","hhid","hhid_","newid"
1,.,"A",759741
1,.,"A",759742
1,.,"A",759751
1,.,"A",759752
1,.,"A",759761
1,.,"A",759762
1,.,"A",759771
1,.,"A",759772
1,.,"A",759781
1,.,"A",759782
1,.,"A",759791
1,.,"A",759792
1,.,"A",759801
1,.,"A",759802
1,.,"A",759811
1,.,"A",759812
1,.,"A",759821
1,.,"A",759822
1,.,"A",759832
1,.,"A",759841
1,.,"A",759842
1,.,"A",759851
1,.,"A",759852
1,.,"A",759861
1,.,"A",759862
1,.,"A",759871
1,.,"A",759872
1,.,"A",759881
1,.,"A",759882
1,.,"A",759891
1,.,"A",759892
3,20,"D",759901
1,.,"A",759912
1,.,"A",759921
1,.,"A",759922
1,.,"A",759931
1,.,"A",759932
1,.,"A",759941
1,.,"A",759942
1,.,"A",759951
1,.,"A",759952
1,.,"A",759961
1,.,"A",759962
1,.,"A",759971
1,.,"A",759972
1,.,"A",759982
1,.,"A",759991
1,.,"A",759992
1,.,"A",760001
1,.,"A",760002
1,.,"A",760011
1,.,"A",760012
4,3,"D",760021
4,26,"D",760022
1,.,"A",760031
1,.,"A",760032
1,.,"A",760041
1,.,"A",760042
1,.,"A",760051
1,.,"A",760052
1,.,"A",760061
3,23,"D",760072
1,.,"A",760081
1,.,"A",760082
1,.,"A",760091
1,.,"A",760092
1,.,"A",760101
1,.,"A",760102
2,19,"D",760111
2,43,"D",760112
1,.,"A",760121
1,.,"A",760122
1,.,"A",760131
1,.,"A",760132
1,.,"A",760141
1,.,"A",760142
1,.,"A",760151
1,.,"A",760152
1,.,"A",760161
1,.,"A",760162
1,.,"A",760171
1,.,"A",760172
1,.,"A",760181
1,.,"A",760182
1,.,"A",760191
1,.,"A",760192
1,.,"A",760201
1,.,"A",760202
1,.,"A",760211
1,.,"A",760212
1,.,"A",760221
1,.,"A",760222
1,.,"A",760231
1,.,"A",760232
1,.,"A",760241
1,.,"A",760242
1,.,"A",760251
1,.,"A",760261
1,.,"A",760262
1,.,"A",760271
1,.,"A",760272
1,.,"A",760281
1,.,"A",760282
1,.,"A",760291
1,.,"A",760292
1,.,"A",760301
1,.,"A",760302
1,.,"A",760311
1,.,"A",760312
1,.,"A",760321
1,.,"A",760322
1,.,"A",760331
1,.,"A",760332
1,.,"A",760341
1,.,"A",760342
1,.,"A",760351
1,.,"A",760352
1,.,"A",760361
1,.,"A",760362
1,.,"A",760371
1,.,"A",760372
1,.,"A",760381
1,.,"A",760382
1,.,"A",760391
1,.,"A",760392
1,.,"A",760401
1,.,"A",760402
1,.,"A",760411
1,.,"A",760412
1,.,"A",760421
1,.,"A",760422
1,.,"A",760431
1,.,"A",760432
1,.,"A",760441
1,.,"A",760442
1,.,"A",760451
1,.,"A",760461
1,.,"A",760462
1,.,"A",760471
1,.,"A",760472
1,.,"A",760481
1,.,"A",760482
1,.,"A",760491
1,.,"A",760492
1,.,"A",760501
1,.,"A",760502
1,.,"A",760511
1,.,"A",760512
1,.,"A",760521
1,.,"A",760522
1,.,"A",760531
1,.,"A",760532
1,.,"A",760541
1,.,"A",760542
1,.,"A",760551
1,.,"A",760552
1,.,"A",760561
1,.,"A",760562
1,.,"A",760571
1,.,"A",760572
1,.,"A",760581
1,.,"A",760582
1,.,"A",760591
1,.,"A",760592
1,.,"A",760601
1,.,"A",760602
1,.,"A",760611
1,.,"A",760612
1,.,"A",760621
1,.,"A",760622
4,3,"D",760631
4,26,"D",760632
1,.,"A",760641
1,.,"A",760642
1,.,"A",760651
1,.,"A",760652
1,.,"A",760661
1,.,"A",760662
1,.,"A",760671
1,.,"A",760672
1,.,"A",760681
1,.,"A",760682
1,.,"A",760691
1,.,"A",760692
1,.,"A",760701
1,.,"A",760702
1,.,"A",760711
1,.,"A",760712
1,.,"A",760722
1,.,"A",760731
1,.,"A",760732
1,.,"A",760741
1,.,"A",760742
1,.,"A",760751
1,.,"A",760761
1,.,"A",760762
1,.,"A",760771
1,.,"A",760772
1,.,"A",760781
1,.,"A",760782
1,.,"A",760791
1,.,"A",760792
1,.,"A",760801
1,.,"A",760802
1,.,"A",760811
1,.,"A",760812
1,.,"A",760821
1,.,"A",760822
1,.,"A",760831
1,.,"A",760832
1,.,"A",760841
1,.,"A",760842
1,.,"A",760851
1,.,"A",760852
1,.,"A",760861
1,.,"A",760862
1,.,"A",760871
1,.,"A",760872
1,.,"A",760881
1,.,"A",760882
1,.,"A",760891
1,.,"A",760892
1,.,"A",760901
1,.,"A",760902
1,.,"A",760911
1,.,"A",760912
1,.,"A",760921
1,.,"A",760922
1,.,"A",760931
1,.,"A",760932
1,.,"A",760941
1,.,"A",760942
1,.,"A",760951
1,.,"A",760961
1,.,"A",760962
1,.,"A",760971
1,.,"A",760972
1,.,"A",760981
1,.,"A",760982
1,.,"A",760991
1,.,"A",760992
1,.,"A",761001
1,.,"A",761002
1,.,"A",761011
1,.,"A",761012
1,.,"A",761021
1,.,"A",761022
1,.,"A",761031
1,.,"A",761032
1,.,"A",761041
1,.,"A",761042
1,.,"A",761051
1,.,"A",761052
1,.,"A",761061
1,.,"A",761062
1,.,"A",761071
1,.,"A",761072
1,.,"A",761081
1,.,"A",761082
1,.,"A",761091
1,.,"A",761092
1,.,"A",761101
1,.,"A",761102
1,.,"A",761111
1,.,"A",761112
1,.,"A",761121
1,.,"A",761122
1,.,"A",761131
1,.,"A",761132
1,.,"A",761141
1,.,"A",761142
1,.,"A",761151
1,.,"A",761152
1,.,"A",761161
1,.,"A",761162
1,.,"A",761171
1,.,"A",761172
1,.,"A",761181
1,.,"A",761182
1,.,"A",761191
1,.,"A",761192
1,.,"A",761201
1,.,"A",761202
1,.,"A",761211
1,.,"A",761212
1,.,"A",761221
1,.,"A",761222
1,.,"A",761231
1,.,"A",761232
1,.,"A",761241
1,.,"A",761242
1,.,"A",761251
