"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","ANYSSINC","ANYRAIL","SS_RRX","MEDICARE","SS_RRQ","US_SUPP","STA_SUPP","SUPPX","GROSPAYX","PAYPERD","SLFEMPSS","SOCRRX","AGE_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","ANYS_INC","ANYRAIL_","MEDI_ARE","US_SUPP_","STA__UPP","PAYPERD_","SCHL_CHX","SCHL_CHQ","SS_RRX_","SS_RRQ_","SUPPX_","GROS_AYX","SLFE_PSS","SOCRRX_","NEWID"
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","2",,"A","D","D","D","A","4","1","D","D",45,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320041
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",50,52,"D","D","1","1","4",,"10","D","D","D","A","D","4","2","D","D",46,2,"2","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",320041
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",12,50,"D","D","1","5","4",,"05","D","D","D","A","D","4","2","D","D",17,3,"3","10",,"2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","A","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",320041
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","2",,"A","D","D","D","A","4","1","D","D",45,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320042
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",50,52,"D","D","1","1","4",,"10","D","D","D","A","D","4","2","D","D",46,2,"2","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",320042
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",12,50,"D","D","1","5","4",,"05","D","D","D","A","D","4","2","D","D",17,3,"3","10",,"2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","A","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",320042
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","2","D","D",82,1,"1","40","3",,.,.,"1","2",902,"1",12,"2","2",.,.,,.,11370,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",320051
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","2","D","D",82,1,"1","40","3",,.,.,"1","2",902,"1",12,"2","2",.,.,,.,11370,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",320052
.,.,2000,3672,48000,8280,.,.,.,.,"A","A","D","D","D","D","A","A","A","A",345,.,.,.,.,"D","A","A","A","A",40,52,"D","D","2","5","3",,"18","D","D","D","A","D","2","1","D","D",38,1,"1","43","3","1",.,.,"2","2",.,,.,"2","2",.,2000,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320061
.,.,2000,3672,48000,8280,.,.,.,.,"A","A","D","D","D","D","A","A","A","A",345,.,.,.,.,"D","A","A","A","A",40,52,"D","D","2","5","3",,"18","D","D","D","A","D","2","1","D","D",38,1,"1","43","3","1",.,.,"2","2",.,,.,"2","2",.,2000,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320062
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",60,52,"D","D","1","5","3",,"05","D","D","D","A","D","2","1","D","D",44,1,"1","11",,"2",.,.,"2","2",.,,.,"2","2",.,.,"1",0,0,"D","D","D","A","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",320071
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",60,52,"D","D","1","5","3",,"05","D","D","D","A","D","2","1","D","D",58,1,"1","41","2","2",.,.,"2","2",.,,.,"2","2",.,.,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",320072
500,.,.,4361,56000,.,.,.,.,.,"D","A","A","D","D","B","A","B","A","A",.,.,.,.,.,"C","A","B","A","A",40,40,"D","D","3","1","4",,"03","D","D","D","A","D","1","1","D","D",46,1,"1","46","3","2",.,.,"2","2",.,,.,"2","2",.,3110,"2",77,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320081
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","2","D","D",10,2,"3",,,,8,4,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","D","D","A","A","A","A","A","D",320081
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",7,3,"3",,,,8,4,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","D","D","A","A","A","A","A","D",320081
.,.,.,5946,84276,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","A",.,.,.,.,.,"C","A","B","A","A",40,52,"D","D","3","1","4",,"03","D","D","D","A","D","1","2","D","D",43,4,"2","46","3","2",.,.,"2","2",.,,.,"2","2",.,3512,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320081
500,.,.,4361,56000,.,.,.,.,.,"D","A","A","D","D","B","A","B","A","A",.,.,.,.,.,"C","A","B","A","A",40,40,"D","D","3","1","4",,"03","D","D","D","A","D","1","1","D","D",46,1,"1","46","3","2",.,.,"2","2",.,,.,"2","2",.,3110,"2",77,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320082
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","2","D","D",10,2,"3",,,,8,4,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","D","D","A","A","A","A","A","D",320082
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",7,3,"3",,,,8,4,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","D","D","A","A","A","A","A","D",320082
.,.,.,5946,84276,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","A",.,.,.,.,.,"C","A","B","A","A",40,52,"D","D","3","1","4",,"03","D","D","D","A","D","1","2","D","D",43,4,"2","46","3","2",.,.,"2","2",.,,.,"2","2",.,3512,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320082
20000,.,.,3060,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","5","3","1",,"01","D","D","D","A","D","1","1","D","D",49,1,"1","40","3","2",.,.,"2","2",.,,.,"2","2",.,.,,3060,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",320091
.,.,.,2219,29000,2900,.,4350,.,1088,"A","A","A","D","D","D","A","D","A","D",56,.,84,.,21,"D","A","D","A","D",40,52,"D","D","1","5","1",,"11","D","D","D","A","D","1","1","D","D",49,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,560,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320101
.,.,.,2219,29000,2900,.,4350,.,1088,"A","A","A","D","D","D","A","D","A","D",56,.,84,.,21,"D","A","D","A","D",40,52,"D","D","1","5","1",,"11","D","D","D","A","D","1","1","D","D",49,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,560,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320102
.,.,2000,.,.,.,.,.,.,.,"A","A","D","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","3",,"A","D","D","D","A","1","1","D","D",37,1,"1","42","1","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320111
.,.,2000,1836,24000,.,.,.,.,.,"A","A","D","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",30,52,"D","D","1","1","2",,"05","D","D","D","A","D","1","2","D","D",42,2,"2","42","3","2",.,.,"2","2",.,,.,"2","2",.,360,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320111
.,.,2000,.,.,.,.,.,.,.,"A","A","D","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","3",,"A","D","D","D","A","1","1","D","D",37,1,"1","42","1","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320112
.,.,2000,1836,24000,.,.,.,.,.,"A","A","D","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",30,52,"D","D","1","1","2",,"05","D","D","D","A","D","1","2","D","D",42,2,"2","42","3","2",.,.,"2","2",.,,.,"2","2",.,360,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320112
.,.,12000,5508,72000,.,.,.,.,.,"A","A","D","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","1","1",,"03","D","D","D","A","D","1","1","D","D",40,1,"1","41","3","2",.,.,"2","2",.,,.,"2","2",.,2300,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320121
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","3",,"A","D","D","D","A","1","2","D","D",37,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320121
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",45,32,"D","D","1","5","1",,"11","D","D","D","A","D","1","2","D","D",19,3,"3","40","1","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",320121
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",10,4,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",320121
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",8,5,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",320121
.,.,12000,5508,72000,.,.,.,.,.,"A","A","D","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","1","1",,"03","D","D","D","A","D","1","1","D","D",40,1,"1","41","3","2",.,.,"2","2",.,,.,"2","2",.,2300,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320122
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","3",,"A","D","D","D","A","1","2","D","D",37,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320122
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",45,32,"D","D","1","5","1",,"11","D","D","D","A","D","1","2","D","D",19,3,"3","40","1","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",320122
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",10,4,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",320122
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",8,5,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",320122
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",63,1,"1","03",,"2",.,.,"1","2",656,"1",12,"2","2",.,.,,.,8418,"D","D","D","A","D","D","D","D","D","D","A","A","A","D","D","A","A","A","D",320131
.,.,.,1201,15700,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","5","4",,"15","D","D","D","A","D","1","1","D","D",39,2,"3","39","3","2",.,.,"2","2",.,,.,"2","2",.,200,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320131
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",63,1,"1","03",,"2",.,.,"1","2",656,"1",12,"2","2",.,.,,.,8418,"D","D","D","A","D","D","D","D","D","D","A","A","A","D","D","A","A","A","D",320132
.,.,.,1201,15700,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","5","4",,"15","D","D","D","A","D","1","1","D","D",39,2,"3","39","3","2",.,.,"2","2",.,,.,"2","2",.,200,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320132
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",71,1,"1","39","3",,.,.,"1","2",711,"1",12,"2","2",.,.,,.,9078,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",320141
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",71,1,"1","39","3",,.,.,"1","2",711,"1",12,"2","2",.,.,,.,9078,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",320142
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","2","2",,"A","D","D","D","A","1","2","D","D",68,1,"1","39","3",,.,.,"1","2",577,"1",12,"2","2",.,.,,.,7470,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",320151
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","4",,"A","D","D","D","A","1","1","D","D",31,2,"3","40","2","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320151
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","2","2",,"A","D","D","D","A","1","2","D","D",68,1,"1","39","3",,.,.,"1","2",577,"1",12,"2","2",.,.,,.,7470,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",320152
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","4",,"A","D","D","D","A","1","1","D","D",31,2,"3","40","2","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320152
1000,.,.,153,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",50,52,"D","D","5","1","1",,"01","D","D","D","A","D","1","2","D","D",43,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,153,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",320161
.,.,.,3825,50000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",52,52,"D","D","1","1","4",,"11","D","D","D","A","D","1","1","D","D",45,2,"2","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","C","D","D",320161
.,.,.,3060,40000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",50,52,"D","D","1","5","1",,"13","D","D","D","A","D","1","1","D","D",21,3,"3","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","C","A","A","A","A","A","C","D","D",320161
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",17,4,"3","11",,"2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320161
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",13,5,"3",,,,10,2,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","D","D","A","A","A","A","A","D",320161
1000,.,.,153,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",50,52,"D","D","5","1","1",,"01","D","D","D","A","D","1","2","D","D",43,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,153,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",320162
.,.,.,3825,50000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",52,52,"D","D","1","1","4",,"11","D","D","D","A","D","1","1","D","D",45,2,"2","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","C","D","D",320162
.,.,.,3060,40000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",50,52,"D","D","1","5","1",,"13","D","D","D","A","D","1","1","D","D",21,3,"3","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","C","A","A","A","A","A","C","D","D",320162
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",17,4,"3","11",,"2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",320162
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",13,5,"3",,,,10,2,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","D","D","A","A","A","A","A","D",320162
.,.,.,1102,14400,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",30,52,"D","D","1","1","4",,"10","D","D","D","A","D","4","2","D","D",29,1,"1","43","2","2",.,.,"2","2",.,,.,"2","2",.,320,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320171
.,.,.,1695,22162,4082,.,.,.,2209,"A","A","A","D","D","D","A","A","A","D",170,.,.,.,92,"D","A","A","A","D",38,52,"D","D","1","1","4",,"04","D","D","D","A","D","4","1","D","D",24,2,"2","43","2","2",.,.,"2","2",.,,.,"2","2",.,923,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320171
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","2","D","D",1,3,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",320171
.,.,.,110,1440,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",20,12,"D","D","1","5","4",,"05","D","D","D","A","D","4","2","D","D",18,4,"5","40","1","2",.,.,"2","2",.,,.,"2","2",.,240,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320171
.,.,.,1913,25000,8750,.,.,.,3750,"A","A","A","D","D","D","A","A","A","D",150,.,.,.,80,"D","A","A","A","D",40,36,"D","D","1","1","4",,"15","D","D","D","A","D","4","1","D","D",50,5,"5","38",,"2",.,.,"2","2",.,,.,"2","2",.,84,"1",0,0,"D","D","D","A","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320171
.,.,.,1102,14400,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",30,52,"D","D","1","1","4",,"10","D","D","D","A","D","4","2","D","D",29,1,"1","43","2","2",.,.,"2","2",.,,.,"2","2",.,320,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320172
.,.,.,1695,22162,4082,.,.,.,2209,"A","A","A","D","D","D","A","A","A","D",170,.,.,.,92,"D","A","A","A","D",38,52,"D","D","1","1","4",,"04","D","D","D","A","D","4","1","D","D",24,2,"2","43","2","2",.,.,"2","2",.,,.,"2","2",.,923,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320172
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","4","2","D","D",1,3,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",320172
.,.,.,110,1440,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",20,12,"D","D","1","5","4",,"05","D","D","D","A","D","4","2","D","D",18,4,"5","40","1","2",.,.,"2","2",.,,.,"2","2",.,240,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320172
.,.,.,1913,25000,8750,.,.,.,3750,"A","A","A","D","D","D","A","A","A","D",150,.,.,.,80,"D","A","A","A","D",40,36,"D","D","1","1","4",,"15","D","D","D","A","D","4","1","D","D",50,5,"5","38",,"2",.,.,"2","2",.,,.,"2","2",.,84,"1",0,0,"D","D","D","A","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320172
150000,.,.,8633,.,.,.,.,.,.,"D","A","A","T","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","5","1","4",,"01","D","D","D","A","D","1","1","D","D",35,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,.,,16626,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","T","D",320181
.,.,.,4208,55000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"B","A","C","A","C",40,52,"D","D","1","1","1",,"01","D","D","D","A","D","1","2","D","D",29,2,"2","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,"7",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",320181
150000,.,.,8633,.,.,.,.,.,.,"D","A","A","T","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","5","1","4",,"01","D","D","D","A","D","1","1","D","D",35,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,.,,16626,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","T","D",320182
.,.,.,4208,55000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"B","A","C","A","C",40,52,"D","D","1","1","1",,"01","D","D","D","A","D","1","2","D","D",29,2,"2","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,"7",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",320182
.,.,.,6174,100000,.,.,.,.,.,"A","A","B","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",45,52,"D","D","1","1","4",,"01","D","D","D","A","D","1","1","D","D",31,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,.,"7",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",320191
.,.,.,1301,17000,3226,.,.,.,972,"A","A","A","D","D","D","A","A","A","D",156,.,.,.,47,"D","A","A","A","D",6,52,"D","D","1","1","4",,"03","D","D","D","A","D","1","2","D","D",29,2,"2","43","3","2",.,.,"2","2",.,,.,"2","2",.,822,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",320191
