"AMOUNT","UCC","NEWID","PUB_FLAG","AMOUNT_"
69000,"980000",260701,"1",
2,"980010",260701,"1",
41,"980020",260701,"1",
2,"980030",260701,"1",
2,"980040",260701,"1",
61482,"980070",260701,"1",
100,"980090",260701,"1",
100,"980220",260701,"1",
100,"980230",260701,"1",
100,"980280",260701,"1",
100,"980300",260701,"1",
100,"980330",260701,"1",
5279,"800940",260702,"1",
69000,"900000",260702,"1",
600,"910010",260702,"1",
6070,"950000",260702,"1",
-1200,"950001",260702,"1",
2785,"950010",260702,"1",
-461,"950011",260702,"1",
324,"950022",260702,"1",
69000,"980000",260702,"1",
2,"980010",260702,"1",
41,"980020",260702,"1",
2,"980030",260702,"1",
2,"980040",260702,"1",
61482,"980070",260702,"1",
100,"980090",260702,"1",
100,"980220",260702,"1",
100,"980230",260702,"1",
100,"980280",260702,"1",
100,"980300",260702,"1",
100,"980330",260702,"1",
1836,"800940",260711,"1",
24000,"900000",260711,"1",
24000,"980000",260711,"1",
1,"980010",260711,"1",
30,"980020",260711,"1",
1,"980030",260711,"1",
1,"980040",260711,"1",
24000,"980070",260711,"1",
100,"980220",260711,"1",
100,"980260",260711,"1",
100,"980280",260711,"1",
100,"980310",260711,"1",
100,"980330",260711,"1",
1836,"800940",260712,"1",
24000,"900000",260712,"1",
24000,"980000",260712,"1",
1,"980010",260712,"1",
30,"980020",260712,"1",
1,"980030",260712,"1",
1,"980040",260712,"1",
24000,"980070",260712,"1",
100,"980220",260712,"1",
100,"980260",260712,"1",
100,"980280",260712,"1",
100,"980310",260712,"1",
100,"980330",260712,"1",
3060,"800940",260721,"1",
40000,"900000",260721,"1",
40000,"980000",260721,"1",
2,"980010",260721,"1",
40,"980020",260721,"1",
2,"980030",260721,"1",
2,"980040",260721,"1",
40000,"980070",260721,"1",
100,"980210",260721,"1",
100,"980260",260721,"1",
100,"980280",260721,"1",
100,"980300",260721,"1",
100,"980330",260721,"1",
3060,"800940",260722,"1",
40000,"900000",260722,"1",
40000,"980000",260722,"1",
2,"980010",260722,"1",
40,"980020",260722,"1",
2,"980030",260722,"1",
2,"980040",260722,"1",
40000,"980070",260722,"1",
100,"980210",260722,"1",
100,"980260",260722,"1",
100,"980280",260722,"1",
100,"980300",260722,"1",
100,"980330",260722,"1",
1530,"800940",260731,"1",
20000,"900000",260731,"1",
8000,"900100",260731,"1",
-800,"950001",260731,"1",
-200,"950011",260731,"1",
28000,"980000",260731,"1",
1,"980010",260731,"1",
37,"980020",260731,"1",
1,"980030",260731,"1",
1,"980040",260731,"1",
29000,"980070",260731,"1",
100,"980210",260731,"1",
100,"980260",260731,"1",
100,"980280",260731,"1",
100,"980300",260731,"1",
100,"980330",260731,"1",
1530,"800940",260732,"1",
20000,"900000",260732,"1",
8000,"900100",260732,"1",
-800,"950001",260732,"1",
-200,"950011",260732,"1",
28000,"980000",260732,"1",
1,"980010",260732,"1",
37,"980020",260732,"1",
1,"980030",260732,"1",
1,"980040",260732,"1",
29000,"980070",260732,"1",
100,"980210",260732,"1",
100,"980260",260732,"1",
100,"980280",260732,"1",
100,"980300",260732,"1",
100,"980330",260732,"1",
5882,"800931",260741,"1",
9118,"800940",260741,"1",
132000,"900000",260741,"1",
5100,"900050",260741,"1",
17741,"950000",260741,"1",
2900,"950022",260741,"1",
137100,"980000",260741,"1",
3,"980010",260741,"1",
41,"980020",260741,"1",
2,"980030",260741,"1",
3,"980040",260741,"1",
1,"980050",260741,"1",
116459,"980070",260741,"1",
100,"980090",260741,"1",
100,"980210",260741,"1",
100,"980230",260741,"1",
100,"980280",260741,"1",
100,"980310",260741,"1",
100,"980330",260741,"1",
5882,"800931",260742,"1",
9118,"800940",260742,"1",
132000,"900000",260742,"1",
5100,"900050",260742,"1",
17741,"950000",260742,"1",
2900,"950022",260742,"1",
137100,"980000",260742,"1",
3,"980010",260742,"1",
41,"980020",260742,"1",
2,"980030",260742,"1",
3,"980040",260742,"1",
1,"980050",260742,"1",
116459,"980070",260742,"1",
100,"980090",260742,"1",
100,"980210",260742,"1",
100,"980230",260742,"1",
100,"980280",260742,"1",
100,"980310",260742,"1",
100,"980330",260742,"1",
230,"800940",260751,"1",
3000,"900000",260751,"1",
5600,"900140",260751,"1",
8600,"980000",260751,"1",
1,"980010",260751,"1",
20,"980020",260751,"1",
1,"980030",260751,"1",
1,"980040",260751,"1",
8600,"980070",260751,"1",
100,"980220",260751,"1",
100,"980260",260751,"1",
100,"980280",260751,"1",
100,"980310",260751,"1",
100,"980330",260751,"1",
230,"800940",260752,"1",
3000,"900000",260752,"1",
5600,"900140",260752,"1",
8600,"980000",260752,"1",
1,"980010",260752,"1",
20,"980020",260752,"1",
1,"980030",260752,"1",
1,"980040",260752,"1",
8600,"980070",260752,"1",
100,"980220",260752,"1",
100,"980260",260752,"1",
100,"980280",260752,"1",
100,"980310",260752,"1",
100,"980330",260752,"1",
3,"980010",260761,"1",
49,"980020",260761,"1",
3,"980030",260761,"1",
3,"980040",260761,"1",
100,"980090",260761,"1",
100,"980220",260761,"1",
100,"980230",260761,"1",
100,"980270",260761,"1",
100,"980310",260761,"1",
100,"980330",260761,"1",
3,"980010",260762,"1",
49,"980020",260762,"1",
3,"980030",260762,"1",
3,"980040",260762,"1",
100,"980090",260762,"1",
100,"980220",260762,"1",
100,"980230",260762,"1",
100,"980270",260762,"1",
100,"980310",260762,"1",
100,"980330",260762,"1",
9103,"800940",260771,"1",
118994,"900000",260771,"1",
200,"900080",260771,"1",
23946,"950000",260771,"1",
2500,"950000",260771,"1",
3246,"950010",260771,"1",
700,"950010",260771,"1",
119194,"980000",260771,"1",
2,"980010",260771,"1",
29,"980020",260771,"1",
2,"980030",260771,"1",
2,"980040",260771,"1",
88802,"980070",260771,"1",
100,"980210",260771,"1",
100,"980260",260771,"1",
100,"980280",260771,"1",
100,"980310",260771,"1",
100,"980330",260771,"1",
9103,"800940",260772,"1",
118994,"900000",260772,"1",
200,"900080",260772,"1",
23946,"950000",260772,"1",
2500,"950000",260772,"1",
3246,"950010",260772,"1",
700,"950010",260772,"1",
119194,"980000",260772,"1",
2,"980010",260772,"1",
29,"980020",260772,"1",
2,"980030",260772,"1",
2,"980040",260772,"1",
88802,"980070",260772,"1",
100,"980210",260772,"1",
100,"980260",260772,"1",
100,"980280",260772,"1",
100,"980310",260772,"1",
100,"980330",260772,"1",
1092,"900030",260781,"1",
2000,"950022",260781,"1",
1092,"980000",260781,"1",
2,"980010",260781,"1",
78,"980020",260781,"1",
1,"980040",260781,"1",
2,"980060",260781,"1",
-908,"980070",260781,"1",
100,"980090",260781,"1",
100,"980210",260781,"1",
100,"980240",260781,"1",
100,"980280",260781,"1",
100,"980300",260781,"1",
100,"980330",260781,"1",
1092,"900030",260782,"1",
2000,"950022",260782,"1",
1092,"980000",260782,"1",
2,"980010",260782,"1",
78,"980020",260782,"1",
1,"980040",260782,"1",
2,"980060",260782,"1",
-908,"980070",260782,"1",
100,"980090",260782,"1",
100,"980210",260782,"1",
100,"980240",260782,"1",
100,"980280",260782,"1",
100,"980300",260782,"1",
100,"980330",260782,"1",
2,"980010",260792,"1",
75,"980020",260792,"1",
2,"980040",260792,"1",
2,"980060",260792,"1",
100,"980090",260792,"1",
100,"980210",260792,"1",
100,"980240",260792,"1",
100,"980280",260792,"1",
100,"980300",260792,"1",
100,"980330",260792,"1",
3,"980010",260801,"1",
64,"980020",260801,"1",
1,"980030",260801,"1",
2,"980050",260801,"1",
100,"980220",260801,"1",
100,"980260",260801,"1",
100,"980280",260801,"1",
100,"980300",260801,"1",
3,"980010",260802,"1",
64,"980020",260802,"1",
1,"980030",260802,"1",
2,"980050",260802,"1",
100,"980090",260802,"1",
100,"980220",260802,"1",
100,"980250",260802,"1",
100,"980280",260802,"1",
100,"980300",260802,"1",
2813,"800910",260811,"1",
150,"800932",260811,"1",
7498,"800940",260811,"1",
98000,"900000",260811,"1",
-400,"950001",260811,"1",
-400,"950011",260811,"1",
98000,"980000",260811,"1",
2,"980010",260811,"1",
55,"980020",260811,"1",
2,"980030",260811,"1",
2,"980040",260811,"1",
98800,"980070",260811,"1",
100,"980090",260811,"1",
100,"980220",260811,"1",
100,"980230",260811,"1",
100,"980280",260811,"1",
100,"980310",260811,"1",
100,"980330",260811,"1",
2813,"800910",260812,"1",
150,"800932",260812,"1",
7498,"800940",260812,"1",
98000,"900000",260812,"1",
-400,"950001",260812,"1",
-400,"950011",260812,"1",
98000,"980000",260812,"1",
2,"980010",260812,"1",
55,"980020",260812,"1",
2,"980030",260812,"1",
2,"980040",260812,"1",
98800,"980070",260812,"1",
100,"980090",260812,"1",
100,"980220",260812,"1",
100,"980230",260812,"1",
100,"980280",260812,"1",
100,"980310",260812,"1",
100,"980330",260812,"1",
2984,"800940",260821,"1",
39000,"900000",260821,"1",
957,"900100",260821,"1",
263,"950022",260821,"1",
39957,"980000",260821,"1",
3,"980010",260821,"1",
42,"980020",260821,"1",
2,"980030",260821,"1",
39694,"980070",260821,"1",
100,"980090",260821,"1",
100,"980210",260821,"1",
100,"980230",260821,"1",
100,"980280",260821,"1",
100,"980300",260821,"1",
2984,"800940",260822,"1",
39000,"900000",260822,"1",
957,"900100",260822,"1",
263,"950022",260822,"1",
39957,"980000",260822,"1",
3,"980010",260822,"1",
42,"980020",260822,"1",
2,"980030",260822,"1",
39694,"980070",260822,"1",
100,"980090",260822,"1",
100,"980210",260822,"1",
100,"980230",260822,"1",
100,"980280",260822,"1",
100,"980300",260822,"1",
1092,"900030",260831,"1",
6000,"900070",260831,"1",
7092,"980000",260831,"1",
3,"980010",260831,"1",
73,"980020",260831,"1",
1,"980030",260831,"1",
3,"980040",260831,"1",
2,"980060",260831,"1",
7092,"980070",260831,"1",
100,"980090",260831,"1",
100,"980220",260831,"1",
100,"980240",260831,"1",
100,"980280",260831,"1",
100,"980310",260831,"1",
100,"980330",260831,"1",
1092,"900030",260832,"1",
6000,"900070",260832,"1",
7092,"980000",260832,"1",
3,"980010",260832,"1",
73,"980020",260832,"1",
1,"980030",260832,"1",
3,"980040",260832,"1",
2,"980060",260832,"1",
7092,"980070",260832,"1",
100,"980090",260832,"1",
100,"980220",260832,"1",
100,"980240",260832,"1",
100,"980280",260832,"1",
100,"980310",260832,"1",
100,"980330",260832,"1",
2880,"900040",260841,"1",
680,"900080",260841,"1",
3560,"980000",260841,"1",
1,"980010",260841,"1",
56,"980020",260841,"1",
3560,"980070",260841,"1",
100,"980090",260841,"1",
100,"980210",260841,"1",
100,"980240",260841,"1",
100,"980280",260841,"1",
100,"980300",260841,"1",
2880,"900040",260842,"1",
680,"900080",260842,"1",
3560,"980000",260842,"1",
1,"980010",260842,"1",
56,"980020",260842,"1",
3560,"980070",260842,"1",
100,"980090",260842,"1",
100,"980210",260842,"1",
100,"980240",260842,"1",
100,"980280",260842,"1",
100,"980300",260842,"1",
1264,"800931",260851,"1",
3214,"800940",260851,"1",
42000,"900000",260851,"1",
9365,"950000",260851,"1",
-800,"950001",260851,"1",
2809,"950010",260851,"1",
-230,"950011",260851,"1",
42000,"980000",260851,"1",
2,"980010",260851,"1",
50,"980020",260851,"1",
2,"980030",260851,"1",
1,"980040",260851,"1",
30856,"980070",260851,"1",
100,"980090",260851,"1",
100,"980220",260851,"1",
100,"980230",260851,"1",
100,"980270",260851,"1",
100,"980310",260851,"1",
100,"980330",260851,"1",
1264,"800931",260852,"1",
3214,"800940",260852,"1",
42000,"900000",260852,"1",
9365,"950000",260852,"1",
-800,"950001",260852,"1",
2809,"950010",260852,"1",
-230,"950011",260852,"1",
42000,"980000",260852,"1",
2,"980010",260852,"1",
50,"980020",260852,"1",
2,"980030",260852,"1",
1,"980040",260852,"1",
30856,"980070",260852,"1",
100,"980090",260852,"1",
100,"980220",260852,"1",
100,"980230",260852,"1",
100,"980270",260852,"1",
100,"980310",260852,"1",
100,"980330",260852,"1",
4,"980010",260861,"1",
45,"980020",260861,"1",
2,"980030",260861,"1",
2,"980040",260861,"1",
2,"980050",260861,"1",
100,"980090",260861,"1",
100,"980220",260861,"1",
100,"980230",260861,"1",
100,"980280",260861,"1",
100,"980300",260861,"1",
100,"980330",260861,"1",
4,"980010",260862,"1",
45,"980020",260862,"1",
2,"980030",260862,"1",
2,"980040",260862,"1",
2,"980050",260862,"1",
100,"980090",260862,"1",
100,"980220",260862,"1",
100,"980230",260862,"1",
100,"980280",260862,"1",
100,"980300",260862,"1",
100,"980330",260862,"1",
5077,"800910",260871,"1",
1131,"800940",260871,"1",
78000,"900000",260871,"1",
15492,"900040",260871,"1",
20,"900080",260871,"1",
45,"910040",260871,"1",
12590,"950000",260871,"1",
-1982,"950001",260871,"1",
3615,"950010",260871,"1",
107,"950010",260871,"1",
413,"950022",260871,"1",
93512,"980000",260871,"1",
3,"980010",260871,"1",
43,"980020",260871,"1",
1,"980030",260871,"1",
2,"980040",260871,"1",
1,"980050",260871,"1",
78769,"980070",260871,"1",
100,"980090",260871,"1",
100,"980210",260871,"1",
100,"980230",260871,"1",
100,"980280",260871,"1",
100,"980310",260871,"1",
100,"980330",260871,"1",
5077,"800910",260872,"1",
1131,"800940",260872,"1",
78000,"900000",260872,"1",
15492,"900040",260872,"1",
20,"900080",260872,"1",
45,"910040",260872,"1",
12590,"950000",260872,"1",
-1982,"950001",260872,"1",
3615,"950010",260872,"1",
107,"950010",260872,"1",
413,"950022",260872,"1",
93512,"980000",260872,"1",
3,"980010",260872,"1",
43,"980020",260872,"1",
1,"980030",260872,"1",
2,"980040",260872,"1",
1,"980050",260872,"1",
78769,"980070",260872,"1",
100,"980090",260872,"1",
100,"980210",260872,"1",
100,"980230",260872,"1",
100,"980280",260872,"1",
100,"980310",260872,"1",
100,"980330",260872,"1",
1683,"800940",260881,"1",
22000,"900000",260881,"1",
22000,"980000",260881,"1",
3,"980010",260881,"1",
36,"980020",260881,"1",
2,"980030",260881,"1",
2,"980040",260881,"1",
1,"980050",260881,"1",
22000,"980070",260881,"1",
100,"980210",260881,"1",
100,"980260",260881,"1",
100,"980280",260881,"1",
100,"980310",260881,"1",
100,"980330",260881,"1",
1683,"800940",260882,"1",
22000,"900000",260882,"1",
22000,"980000",260882,"1",
3,"980010",260882,"1",
36,"980020",260882,"1",
2,"980030",260882,"1",
2,"980040",260882,"1",
1,"980050",260882,"1",
22000,"980070",260882,"1",
100,"980210",260882,"1",
100,"980260",260882,"1",
100,"980280",260882,"1",
100,"980310",260882,"1",
100,"980330",260882,"1",
31000,"900040",260891,"1",
4500,"900080",260891,"1",
-356,"950001",260891,"1",
-400,"950011",260891,"1",
952,"950022",260891,"1",
35500,"980000",260891,"1",
2,"980010",260891,"1",
63,"980020",260891,"1",
2,"980040",260891,"1",
35304,"980070",260891,"1",
100,"980090",260891,"1",
100,"980210",260891,"1",
100,"980240",260891,"1",
100,"980280",260891,"1",
100,"980300",260891,"1",
100,"980330",260891,"1",
31000,"900040",260892,"1",
4500,"900080",260892,"1",
-356,"950001",260892,"1",
-400,"950011",260892,"1",
952,"950022",260892,"1",
35500,"980000",260892,"1",
2,"980010",260892,"1",
63,"980020",260892,"1",
2,"980040",260892,"1",
35304,"980070",260892,"1",
100,"980090",260892,"1",
100,"980210",260892,"1",
100,"980240",260892,"1",
100,"980280",260892,"1",
100,"980300",260892,"1",
100,"980330",260892,"1",
383,"800940",260901,"1",
5000,"900000",260901,"1",
6654,"900030",260901,"1",
2000,"910000",260901,"1",
11654,"980000",260901,"1",
1,"980010",260901,"1",
67,"980020",260901,"1",
1,"980030",260901,"1",
1,"980040",260901,"1",
1,"980060",260901,"1",
11654,"980070",260901,"1",
100,"980090",260901,"1",
100,"980220",260901,"1",
100,"980240",260901,"1",
100,"980280",260901,"1",
100,"980310",260901,"1",
100,"980330",260901,"1",
383,"800940",260902,"1",
5000,"900000",260902,"1",
6654,"900030",260902,"1",
2000,"910000",260902,"1",
11654,"980000",260902,"1",
1,"980010",260902,"1",
67,"980020",260902,"1",
1,"980030",260902,"1",
1,"980040",260902,"1",
1,"980060",260902,"1",
11654,"980070",260902,"1",
100,"980090",260902,"1",
100,"980220",260902,"1",
100,"980240",260902,"1",
100,"980280",260902,"1",
100,"980310",260902,"1",
100,"980330",260902,"1",
1225,"800940",260911,"1",
16000,"900000",260911,"1",
16000,"980000",260911,"1",
3,"980010",260911,"1",
24,"980020",260911,"1",
2,"980030",260911,"1",
2,"980040",260911,"1",
1,"980050",260911,"1",
16000,"980070",260911,"1",
100,"980090",260911,"1",
100,"980220",260911,"1",
100,"980240",260911,"1",
100,"980280",260911,"1",
100,"980310",260911,"1",
100,"980330",260911,"1",
1225,"800940",260912,"1",
16000,"900000",260912,"1",
16000,"980000",260912,"1",
3,"980010",260912,"1",
24,"980020",260912,"1",
2,"980030",260912,"1",
2,"980040",260912,"1",
1,"980050",260912,"1",
16000,"980070",260912,"1",
100,"980090",260912,"1",
100,"980220",260912,"1",
100,"980240",260912,"1",
100,"980280",260912,"1",
100,"980310",260912,"1",
100,"980330",260912,"1",
4,"980010",260921,"1",
43,"980020",260921,"1",
4,"980030",260921,"1",
4,"980040",260921,"1",
100,"980090",260921,"1",
100,"980210",260921,"1",
100,"980230",260921,"1",
100,"980280",260921,"1",
100,"980290",260921,"1",
100,"980330",260921,"1",
4,"980010",260922,"1",
43,"980020",260922,"1",
4,"980030",260922,"1",
4,"980040",260922,"1",
100,"980090",260922,"1",
100,"980210",260922,"1",
100,"980230",260922,"1",
100,"980280",260922,"1",
100,"980290",260922,"1",
100,"980330",260922,"1",
1,"980010",260931,"1",
19,"980020",260931,"1",
1,"980030",260931,"1",
1,"980040",260931,"1",
100,"980220",260931,"1",
100,"980260",260931,"1",
100,"980280",260931,"1",
100,"980300",260931,"1",
100,"980330",260931,"1",
1,"980010",260932,"1",
19,"980020",260932,"1",
1,"980030",260932,"1",
1,"980040",260932,"1",
100,"980220",260932,"1",
100,"980260",260932,"1",
100,"980280",260932,"1",
100,"980300",260932,"1",
100,"980330",260932,"1",
5776,"800940",260941,"1",
75500,"900000",260941,"1",
700,"900080",260941,"1",
9549,"950000",260941,"1",
-3500,"950001",260941,"1",
3538,"950010",260941,"1",
-160,"950011",260941,"1",
76200,"980000",260941,"1",
3,"980010",260941,"1",
39,"980020",260941,"1",
2,"980030",260941,"1",
2,"980040",260941,"1",
1,"980050",260941,"1",
66773,"980070",260941,"1",
100,"980090",260941,"1",
100,"980210",260941,"1",
100,"980230",260941,"1",
100,"980280",260941,"1",
100,"980300",260941,"1",
100,"980330",260941,"1",
5776,"800940",260942,"1",
75500,"900000",260942,"1",
700,"900080",260942,"1",
9549,"950000",260942,"1",
-3500,"950001",260942,"1",
3538,"950010",260942,"1",
-160,"950011",260942,"1",
76200,"980000",260942,"1",
3,"980010",260942,"1",
39,"980020",260942,"1",
2,"980030",260942,"1",
2,"980040",260942,"1",
1,"980050",260942,"1",
66773,"980070",260942,"1",
100,"980090",260942,"1",
100,"980210",260942,"1",
100,"980230",260942,"1",
100,"980280",260942,"1",
100,"980300",260942,"1",
100,"980330",260942,"1",
5111,"800931",260951,"1",
2242,"800940",260951,"1",
29300,"900000",260951,"1",
27804,"900030",260951,"1",
4994,"950000",260951,"1",
100,"950000",260951,"1",
-50,"950011",260951,"1",
57104,"980000",260951,"1",
2,"980010",260951,"1",
76,"980020",260951,"1",
2,"980030",260951,"1",
2,"980040",260951,"1",
2,"980060",260951,"1",
52060,"980070",260951,"1",
100,"980090",260951,"1",
100,"980220",260951,"1",
100,"980240",260951,"1",
100,"980280",260951,"1",
100,"980300",260951,"1",
100,"980330",260951,"1",
5111,"800931",260952,"1",
2242,"800940",260952,"1",
29300,"900000",260952,"1",
27804,"900030",260952,"1",
4994,"950000",260952,"1",
100,"950000",260952,"1",
-50,"950011",260952,"1",
57104,"980000",260952,"1",
2,"980010",260952,"1",
76,"980020",260952,"1",
2,"980030",260952,"1",
2,"980040",260952,"1",
2,"980060",260952,"1",
52060,"980070",260952,"1",
100,"980090",260952,"1",
100,"980220",260952,"1",
100,"980240",260952,"1",
100,"980280",260952,"1",
100,"980300",260952,"1",
100,"980330",260952,"1",
1,"980010",260961,"1",
69,"980020",260961,"1",
1,"980040",260961,"1",
1,"980060",260961,"1",
100,"980090",260961,"1",
100,"980220",260961,"1",
100,"980240",260961,"1",
100,"980280",260961,"1",
100,"980310",260961,"1",
100,"980330",260961,"1",
1,"980010",260962,"1",
69,"980020",260962,"1",
1,"980040",260962,"1",
1,"980060",260962,"1",
100,"980090",260962,"1",
100,"980220",260962,"1",
100,"980240",260962,"1",
100,"980280",260962,"1",
100,"980310",260962,"1",
100,"980330",260962,"1",
30,"800700",260971,"1",
3907,"800940",260971,"1",
51072,"900000",260971,"1",
2520,"900131",260971,"1",
4634,"950000",260971,"1",
-1020,"950001",260971,"1",
2867,"950010",260971,"1",
-1200,"950011",260971,"1",
53592,"980000",260971,"1",
3,"980010",260971,"1",
58,"980020",260971,"1",
1,"980030",260971,"1",
2,"980040",260971,"1",
1,"980050",260971,"1",
48311,"980070",260971,"1",
100,"980090",260971,"1",
100,"980210",260971,"1",
100,"980230",260971,"1",
100,"980280",260971,"1",
100,"980310",260971,"1",
100,"980330",260971,"1",
30,"800700",260972,"1",
3907,"800940",260972,"1",
51072,"900000",260972,"1",
2520,"900131",260972,"1",
4634,"950000",260972,"1",
-1020,"950001",260972,"1",
2867,"950010",260972,"1",
-1200,"950011",260972,"1",
53592,"980000",260972,"1",
3,"980010",260972,"1",
58,"980020",260972,"1",
1,"980030",260972,"1",
2,"980040",260972,"1",
1,"980050",260972,"1",
48311,"980070",260972,"1",
100,"980090",260972,"1",
100,"980210",260972,"1",
100,"980230",260972,"1",
100,"980280",260972,"1",
100,"980310",260972,"1",
100,"980330",260972,"1",
750,"800932",260981,"1",
4743,"800940",260981,"1",
62000,"900000",260981,"1",
77,"950000",260981,"1",
25,"950010",260981,"1",
62000,"980000",260981,"1",
4,"980010",260981,"1",
32,"980020",260981,"1",
2,"980030",260981,"1",
2,"980040",260981,"1",
2,"980050",260981,"1",
61898,"980070",260981,"1",
100,"980090",260981,"1",
100,"980210",260981,"1",
100,"980230",260981,"1",
100,"980280",260981,"1",
100,"980310",260981,"1",
100,"980330",260981,"1",
750,"800932",260982,"1",
4743,"800940",260982,"1",
62000,"900000",260982,"1",
77,"950000",260982,"1",
25,"950010",260982,"1",
62000,"980000",260982,"1",
4,"980010",260982,"1",
32,"980020",260982,"1",
2,"980030",260982,"1",
2,"980040",260982,"1",
2,"980050",260982,"1",
61898,"980070",260982,"1",
100,"980090",260982,"1",
100,"980210",260982,"1",
100,"980230",260982,"1",
100,"980280",260982,"1",
100,"980310",260982,"1",
100,"980330",260982,"1",
7212,"800931",260991,"1",
2000,"800932",260991,"1",
3672,"800940",260991,"1",
48000,"900000",260991,"1",
8429,"950000",260991,"1",
-850,"950001",260991,"1",
5854,"950010",260991,"1",
-800,"950011",260991,"1",
1400,"950022",260991,"1",
48000,"980000",260991,"1",
1,"980010",260991,"1",
48,"980020",260991,"1",
1,"980030",260991,"1",
2,"980040",260991,"1",
33967,"980070",260991,"1",
100,"980090",260991,"1",
100,"980210",260991,"1",
100,"980230",260991,"1",
100,"980280",260991,"1",
100,"980310",260991,"1",
100,"980330",260991,"1",
7212,"800931",260992,"1",
2000,"800932",260992,"1",
3672,"800940",260992,"1",
48000,"900000",260992,"1",
8429,"950000",260992,"1",
-850,"950001",260992,"1",
5854,"950010",260992,"1",
-800,"950011",260992,"1",
1400,"950022",260992,"1",
48000,"980000",260992,"1",
1,"980010",260992,"1",
48,"980020",260992,"1",
1,"980030",260992,"1",
2,"980040",260992,"1",
33967,"980070",260992,"1",
100,"980090",260992,"1",
100,"980210",260992,"1",
100,"980230",260992,"1",
100,"980280",260992,"1",
100,"980310",260992,"1",
100,"980330",260992,"1",
9702,"900030",261001,"1",
1607,"900040",261001,"1",
11309,"980000",261001,"1",
1,"980010",261001,"1",
81,"980020",261001,"1",
1,"980060",261001,"1",
11309,"980070",261001,"1",
100,"980090",261001,"1",
100,"980220",261001,"1",
100,"980240",261001,"1",
100,"980280",261001,"1",
100,"980290",261001,"1",
9702,"900030",261002,"1",
1607,"900040",261002,"1",
11309,"980000",261002,"1",
1,"980010",261002,"1",
81,"980020",261002,"1",
1,"980060",261002,"1",
11309,"980070",261002,"1",
100,"980090",261002,"1",
100,"980220",261002,"1",
100,"980240",261002,"1",
100,"980280",261002,"1",
100,"980290",261002,"1",
1195,"800940",261011,"1",
15616,"900000",261011,"1",
1824,"900150",261011,"1",
1465,"950000",261011,"1",
