"AMOUNT","UCC","NEWID","PUB_FLAG","AMOUNT_"
100,"980210",300321,"1",
100,"980260",300321,"1",
100,"980280",300321,"1",
100,"980310",300321,"1",
100,"980330",300321,"1",
5814,"800940",300322,"1",
76000,"900000",300322,"1",
76000,"980000",300322,"1",
2,"980010",300322,"1",
34,"980020",300322,"1",
2,"980030",300322,"1",
2,"980040",300322,"1",
76000,"980070",300322,"1",
100,"980210",300322,"1",
100,"980260",300322,"1",
100,"980280",300322,"1",
100,"980310",300322,"1",
100,"980330",300322,"1",
9091,"800910",300331,"1","T"
6174,"800940",300331,"1",
100000,"900000",300331,"1",
14400,"900040",300331,"1",
35651,"950000",300331,"1","T"
-2000,"950001",300331,"1",
5000,"950010",300331,"1",
-600,"950011",300331,"1",
600,"950022",300331,"1",
114400,"980000",300331,"1",
2,"980010",300331,"1",
58,"980020",300331,"1",
1,"980030",300331,"1",
2,"980040",300331,"1",
75749,"980070",300331,"1","T"
100,"980090",300331,"1",
100,"980210",300331,"1",
100,"980230",300331,"1",
100,"980280",300331,"1",
100,"980310",300331,"1",
100,"980330",300331,"1",
9091,"800910",300332,"1","T"
6174,"800940",300332,"1",
100000,"900000",300332,"1",
14400,"900040",300332,"1",
35651,"950000",300332,"1","T"
-2000,"950001",300332,"1",
5000,"950010",300332,"1",
-600,"950011",300332,"1",
600,"950022",300332,"1",
114400,"980000",300332,"1",
2,"980010",300332,"1",
58,"980020",300332,"1",
1,"980030",300332,"1",
2,"980040",300332,"1",
75749,"980070",300332,"1","T"
100,"980090",300332,"1",
100,"980210",300332,"1",
100,"980230",300332,"1",
100,"980280",300332,"1",
100,"980310",300332,"1",
100,"980330",300332,"1",
381,"800931",300341,"1",
1270,"800940",300341,"1",
16600,"900000",300341,"1",
6000,"900132",300341,"1",
159,"950000",300341,"1",
-1054,"950001",300341,"1",
286,"950010",300341,"1",
1,"950010",300341,"1",
22600,"980000",300341,"1",
2,"980010",300341,"1",
25,"980020",300341,"1",
2,"980030",300341,"1",
1,"980040",300341,"1",
23208,"980070",300341,"1",
100,"980210",300341,"1",
100,"980260",300341,"1",
100,"980280",300341,"1",
100,"980310",300341,"1",
100,"980330",300341,"1",
381,"800931",300342,"1",
1270,"800940",300342,"1",
16600,"900000",300342,"1",
6000,"900132",300342,"1",
159,"950000",300342,"1",
-1054,"950001",300342,"1",
286,"950010",300342,"1",
1,"950010",300342,"1",
22600,"980000",300342,"1",
2,"980010",300342,"1",
25,"980020",300342,"1",
2,"980030",300342,"1",
1,"980040",300342,"1",
23208,"980070",300342,"1",
100,"980210",300342,"1",
100,"980260",300342,"1",
100,"980280",300342,"1",
100,"980310",300342,"1",
100,"980330",300342,"1",
918,"800940",300351,"1",
12000,"900000",300351,"1",
12000,"980000",300351,"1",
2,"980010",300351,"1",
41,"980020",300351,"1",
1,"980030",300351,"1",
1,"980050",300351,"1",
12000,"980070",300351,"1",
100,"980220",300351,"1",
100,"980260",300351,"1",
100,"980280",300351,"1",
100,"980310",300351,"1",
918,"800940",300352,"1",
12000,"900000",300352,"1",
12000,"980000",300352,"1",
2,"980010",300352,"1",
41,"980020",300352,"1",
1,"980030",300352,"1",
1,"980050",300352,"1",
12000,"980070",300352,"1",
100,"980220",300352,"1",
100,"980260",300352,"1",
100,"980280",300352,"1",
100,"980310",300352,"1",
2372,"800940",300361,"1",
31000,"900000",300361,"1",
7746,"900030",300361,"1",
3000,"900110",300361,"1",
7233,"950000",300361,"1",
2067,"950010",300361,"1",
41746,"980000",300361,"1",
2,"980010",300361,"1",
73,"980020",300361,"1",
1,"980030",300361,"1",
1,"980040",300361,"1",
1,"980060",300361,"1",
32446,"980070",300361,"1",
100,"980090",300361,"1",
100,"980220",300361,"1",
100,"980240",300361,"1",
100,"980280",300361,"1",
100,"980300",300361,"1",
100,"980330",300361,"1",
2372,"800940",300362,"1",
31000,"900000",300362,"1",
7746,"900030",300362,"1",
3000,"900110",300362,"1",
7233,"950000",300362,"1",
2067,"950010",300362,"1",
41746,"980000",300362,"1",
2,"980010",300362,"1",
73,"980020",300362,"1",
1,"980030",300362,"1",
1,"980040",300362,"1",
1,"980060",300362,"1",
32446,"980070",300362,"1",
100,"980090",300362,"1",
100,"980220",300362,"1",
100,"980240",300362,"1",
100,"980280",300362,"1",
100,"980300",300362,"1",
100,"980330",300362,"1",
4,"980010",300371,"1",
64,"980020",300371,"1",
3,"980030",300371,"1",
2,"980040",300371,"1",
1,"980050",300371,"1",
100,"980090",300371,"1",
100,"980210",300371,"1",
100,"980240",300371,"1",
100,"980280",300371,"1",
100,"980300",300371,"1",
100,"980330",300371,"1",
4,"980010",300372,"1",
64,"980020",300372,"1",
3,"980030",300372,"1",
2,"980040",300372,"1",
1,"980050",300372,"1",
100,"980090",300372,"1",
100,"980210",300372,"1",
100,"980240",300372,"1",
100,"980280",300372,"1",
100,"980300",300372,"1",
100,"980330",300372,"1",
3,"980010",300381,"1",
61,"980020",300381,"1",
1,"980030",300381,"1",
1,"980040",300381,"1",
1,"980050",300381,"1",
100,"980090",300381,"1",
100,"980220",300381,"1",
100,"980240",300381,"1",
100,"980280",300381,"1",
100,"980290",300381,"1",
100,"980330",300381,"1",
3672,"800940",300391,"1",
48000,"900000",300391,"1",
5000,"900100",300391,"1",
11294,"950000",300391,"1",
-296,"950001",300391,"1",
2824,"950010",300391,"1",
53000,"980000",300391,"1",
3,"980010",300391,"1",
47,"980020",300391,"1",
1,"980030",300391,"1",
2,"980040",300391,"1",
1,"980050",300391,"1",
39178,"980070",300391,"1",
100,"980090",300391,"1",
100,"980210",300391,"1",
100,"980230",300391,"1",
100,"980280",300391,"1",
100,"980310",300391,"1",
100,"980330",300391,"1",
3672,"800940",300392,"1",
48000,"900000",300392,"1",
5000,"900100",300392,"1",
11294,"950000",300392,"1",
-296,"950001",300392,"1",
2824,"950010",300392,"1",
53000,"980000",300392,"1",
3,"980010",300392,"1",
47,"980020",300392,"1",
1,"980030",300392,"1",
2,"980040",300392,"1",
1,"980050",300392,"1",
39178,"980070",300392,"1",
100,"980090",300392,"1",
100,"980210",300392,"1",
100,"980230",300392,"1",
100,"980280",300392,"1",
100,"980310",300392,"1",
100,"980330",300392,"1",
1,"980010",300401,"1",
82,"980020",300401,"1",
1,"980060",300401,"1",
100,"980210",300401,"1",
100,"980260",300401,"1",
100,"980280",300401,"1",
100,"980310",300401,"1",
1,"980010",300402,"1",
82,"980020",300402,"1",
1,"980060",300402,"1",
100,"980210",300402,"1",
100,"980260",300402,"1",
100,"980280",300402,"1",
100,"980310",300402,"1",
9016,"800940",300411,"1","T"
130000,"900000",300411,"1",
3500,"900140",300411,"1",
133500,"980000",300411,"1",
5,"980010",300411,"1",
48,"980020",300411,"1",
3,"980030",300411,"1",
4,"980040",300411,"1",
1,"980050",300411,"1",
1,"980060",300411,"1",
133500,"980070",300411,"1",
100,"980090",300411,"1",
100,"980220",300411,"1",
100,"980230",300411,"1",
100,"980280",300411,"1",
100,"980310",300411,"1",
100,"980330",300411,"1",
9016,"800940",300412,"1","T"
130000,"900000",300412,"1",
3500,"900140",300412,"1",
133500,"980000",300412,"1",
5,"980010",300412,"1",
48,"980020",300412,"1",
3,"980030",300412,"1",
4,"980040",300412,"1",
1,"980050",300412,"1",
1,"980060",300412,"1",
133500,"980070",300412,"1",
100,"980090",300412,"1",
100,"980220",300412,"1",
100,"980230",300412,"1",
100,"980280",300412,"1",
100,"980310",300412,"1",
100,"980330",300412,"1",
13200,"900040",300421,"1",
-2000,"950001",300421,"1",
-200,"950011",300421,"1",
13200,"980000",300421,"1",
3,"980010",300421,"1",
49,"980020",300421,"1",
2,"980030",300421,"1",
2,"980040",300421,"1",
1,"980050",300421,"1",
15400,"980070",300421,"1",
100,"980090",300421,"1",
100,"980220",300421,"1",
100,"980230",300421,"1",
100,"980280",300421,"1",
100,"980310",300421,"1",
100,"980330",300421,"1",
13200,"900040",300422,"1",
-2000,"950001",300422,"1",
-200,"950011",300422,"1",
13200,"980000",300422,"1",
3,"980010",300422,"1",
49,"980020",300422,"1",
2,"980030",300422,"1",
2,"980040",300422,"1",
1,"980050",300422,"1",
15400,"980070",300422,"1",
100,"980090",300422,"1",
100,"980220",300422,"1",
100,"980230",300422,"1",
100,"980280",300422,"1",
100,"980310",300422,"1",
100,"980330",300422,"1",
7386,"900030",300431,"1",
7200,"900040",300431,"1",
150,"900080",300431,"1",
-50,"950011",300431,"1",
14736,"980000",300431,"1",
1,"980010",300431,"1",
75,"980020",300431,"1",
1,"980060",300431,"1",
14786,"980070",300431,"1",
100,"980220",300431,"1",
100,"980260",300431,"1",
100,"980280",300431,"1",
100,"980290",300431,"1",
7386,"900030",300432,"1",
7200,"900040",300432,"1",
150,"900080",300432,"1",
-50,"950011",300432,"1",
14736,"980000",300432,"1",
1,"980010",300432,"1",
75,"980020",300432,"1",
1,"980060",300432,"1",
14786,"980070",300432,"1",
100,"980220",300432,"1",
100,"980260",300432,"1",
100,"980280",300432,"1",
100,"980290",300432,"1",
19884,"900030",300441,"1",
10644,"900040",300441,"1",
50,"900080",300441,"1",
30578,"980000",300441,"1",
2,"980010",300441,"1",
69,"980020",300441,"1",
3,"980040",300441,"1",
2,"980060",300441,"1",
30578,"980070",300441,"1",
100,"980090",300441,"1",
100,"980210",300441,"1",
100,"980240",300441,"1",
100,"980280",300441,"1",
100,"980300",300441,"1",
100,"980330",300441,"1",
19884,"900030",300442,"1",
10644,"900040",300442,"1",
50,"900080",300442,"1",
30578,"980000",300442,"1",
2,"980010",300442,"1",
69,"980020",300442,"1",
3,"980040",300442,"1",
2,"980060",300442,"1",
30578,"980070",300442,"1",
100,"980090",300442,"1",
100,"980210",300442,"1",
100,"980240",300442,"1",
100,"980280",300442,"1",
100,"980300",300442,"1",
100,"980330",300442,"1",
3978,"800940",300451,"1",
52000,"900000",300451,"1",
12000,"900030",300451,"1",
8410,"950000",300451,"1",
-300,"950001",300451,"1",
64000,"980000",300451,"1",
2,"980010",300451,"1",
54,"980020",300451,"1",
1,"980030",300451,"1",
1,"980040",300451,"1",
1,"980060",300451,"1",
55890,"980070",300451,"1",
100,"980090",300451,"1",
100,"980210",300451,"1",
100,"980240",300451,"1",
100,"980280",300451,"1",
100,"980310",300451,"1",
100,"980330",300451,"1",
3978,"800940",300452,"1",
52000,"900000",300452,"1",
12000,"900030",300452,"1",
8410,"950000",300452,"1",
-300,"950001",300452,"1",
64000,"980000",300452,"1",
2,"980010",300452,"1",
54,"980020",300452,"1",
1,"980030",300452,"1",
1,"980040",300452,"1",
1,"980060",300452,"1",
55890,"980070",300452,"1",
100,"980090",300452,"1",
100,"980210",300452,"1",
100,"980240",300452,"1",
100,"980280",300452,"1",
100,"980310",300452,"1",
100,"980330",300452,"1",
2574,"800931",300461,"1",
2600,"800932",300461,"1",
3596,"800940",300461,"1",
47000,"900000",300461,"1",
8468,"950000",300461,"1",
2883,"950010",300461,"1",
47000,"980000",300461,"1",
1,"980010",300461,"1",
38,"980020",300461,"1",
1,"980030",300461,"1",
1,"980040",300461,"1",
35649,"980070",300461,"1",
100,"980090",300461,"1",
100,"980220",300461,"1",
100,"980230",300461,"1",
100,"980280",300461,"1",
100,"980310",300461,"1",
100,"980330",300461,"1",
2574,"800931",300462,"1",
2600,"800932",300462,"1",
3596,"800940",300462,"1",
47000,"900000",300462,"1",
8468,"950000",300462,"1",
2883,"950010",300462,"1",
47000,"980000",300462,"1",
1,"980010",300462,"1",
38,"980020",300462,"1",
1,"980030",300462,"1",
1,"980040",300462,"1",
35649,"980070",300462,"1",
100,"980090",300462,"1",
100,"980220",300462,"1",
100,"980230",300462,"1",
100,"980280",300462,"1",
100,"980310",300462,"1",
100,"980330",300462,"1",
2,"980010",300471,"1",
61,"980020",300471,"1",
1,"980030",300471,"1",
2,"980040",300471,"1",
100,"980090",300471,"1",
100,"980210",300471,"1",
100,"980230",300471,"1",
100,"980280",300471,"1",
100,"980310",300471,"1",
100,"980330",300471,"1",
2,"980010",300472,"1",
61,"980020",300472,"1",
1,"980030",300472,"1",
2,"980040",300472,"1",
100,"980090",300472,"1",
100,"980210",300472,"1",
100,"980230",300472,"1",
100,"980280",300472,"1",
100,"980310",300472,"1",
100,"980330",300472,"1",
16380,"900030",300481,"1",
1000,"950000",300481,"1",
500,"950022",300481,"1",
16380,"980000",300481,"1",
2,"980010",300481,"1",
84,"980020",300481,"1",
2,"980040",300481,"1",
2,"980060",300481,"1",
14880,"980070",300481,"1",
100,"980090",300481,"1",
100,"980210",300481,"1",
100,"980240",300481,"1",
100,"980280",300481,"1",
100,"980300",300481,"1",
100,"980330",300481,"1",
16380,"900030",300482,"1",
1000,"950000",300482,"1",
500,"950022",300482,"1",
16380,"980000",300482,"1",
2,"980010",300482,"1",
84,"980020",300482,"1",
2,"980040",300482,"1",
2,"980060",300482,"1",
14880,"980070",300482,"1",
100,"980090",300482,"1",
100,"980210",300482,"1",
100,"980240",300482,"1",
100,"980280",300482,"1",
100,"980300",300482,"1",
100,"980330",300482,"1",
12546,"900030",300491,"1",
4800,"900040",300491,"1",
17346,"980000",300491,"1",
1,"980010",300491,"1",
69,"980020",300491,"1",
1,"980040",300491,"1",
1,"980060",300491,"1",
17346,"980070",300491,"1",
100,"980220",300491,"1",
100,"980260",300491,"1",
100,"980280",300491,"1",
100,"980310",300491,"1",
100,"980330",300491,"1",
12546,"900030",300492,"1",
4800,"900040",300492,"1",
17346,"980000",300492,"1",
1,"980010",300492,"1",
69,"980020",300492,"1",
1,"980040",300492,"1",
1,"980060",300492,"1",
17346,"980070",300492,"1",
100,"980220",300492,"1",
100,"980260",300492,"1",
100,"980280",300492,"1",
100,"980310",300492,"1",
100,"980330",300492,"1",
1989,"800940",300501,"1",
26000,"900000",300501,"1",
-500,"950001",300501,"1",
-100,"950011",300501,"1",
26000,"980000",300501,"1",
1,"980010",300501,"1",
36,"980020",300501,"1",
1,"980030",300501,"1",
1,"980040",300501,"1",
26600,"980070",300501,"1",
100,"980210",300501,"1",
100,"980260",300501,"1",
100,"980280",300501,"1",
100,"980310",300501,"1",
100,"980330",300501,"1",
1989,"800940",300502,"1",
26000,"900000",300502,"1",
-500,"950001",300502,"1",
-100,"950011",300502,"1",
26000,"980000",300502,"1",
1,"980010",300502,"1",
36,"980020",300502,"1",
1,"980030",300502,"1",
1,"980040",300502,"1",
26600,"980070",300502,"1",
100,"980210",300502,"1",
100,"980260",300502,"1",
100,"980280",300502,"1",
100,"980310",300502,"1",
100,"980330",300502,"1",
2142,"800940",300511,"1",
28000,"900000",300511,"1",
14034,"900030",300511,"1",
3691,"950000",300511,"1",
-400,"950001",300511,"1",
458,"950010",300511,"1",
-75,"950011",300511,"1",
42034,"980000",300511,"1",
4,"980010",300511,"1",
53,"980020",300511,"1",
1,"980030",300511,"1",
5,"980040",300511,"1",
1,"980050",300511,"1",
38360,"980070",300511,"1",
100,"980210",300511,"1",
100,"980260",300511,"1",
100,"980280",300511,"1",
100,"980310",300511,"1",
100,"980330",300511,"1",
2142,"800940",300512,"1",
28000,"900000",300512,"1",
14034,"900030",300512,"1",
3691,"950000",300512,"1",
-400,"950001",300512,"1",
458,"950010",300512,"1",
-75,"950011",300512,"1",
42034,"980000",300512,"1",
4,"980010",300512,"1",
53,"980020",300512,"1",
1,"980030",300512,"1",
5,"980040",300512,"1",
1,"980050",300512,"1",
38360,"980070",300512,"1",
100,"980210",300512,"1",
100,"980260",300512,"1",
100,"980280",300512,"1",
100,"980310",300512,"1",
100,"980330",300512,"1",
2104,"800940",300521,"1",
27500,"900000",300521,"1",
-2000,"950001",300521,"1",
-20,"950011",300521,"1",
27500,"980000",300521,"1",
4,"980010",300521,"1",
44,"980020",300521,"1",
1,"980030",300521,"1",
2,"980040",300521,"1",
1,"980050",300521,"1",
29520,"980070",300521,"1",
100,"980090",300521,"1",
100,"980220",300521,"1",
100,"980240",300521,"1",
100,"980280",300521,"1",
100,"980290",300521,"1",
100,"980330",300521,"1",
2104,"800940",300522,"1",
27500,"900000",300522,"1",
-2000,"950001",300522,"1",
-20,"950011",300522,"1",
27500,"980000",300522,"1",
4,"980010",300522,"1",
44,"980020",300522,"1",
1,"980030",300522,"1",
2,"980040",300522,"1",
1,"980050",300522,"1",
29520,"980070",300522,"1",
100,"980090",300522,"1",
100,"980220",300522,"1",
100,"980240",300522,"1",
100,"980280",300522,"1",
100,"980290",300522,"1",
100,"980330",300522,"1",
3,"980010",300531,"1",
29,"980020",300531,"1",
1,"980030",300531,"1",
2,"980050",300531,"1",
100,"980220",300531,"1",
100,"980260",300531,"1",
100,"980280",300531,"1",
100,"980300",300531,"1",
3,"980010",300532,"1",
29,"980020",300532,"1",
1,"980030",300532,"1",
2,"980050",300532,"1",
100,"980220",300532,"1",
100,"980260",300532,"1",
100,"980280",300532,"1",
100,"980300",300532,"1",
3,"980010",300541,"1",
32,"980020",300541,"1",
2,"980030",300541,"1",
1,"980040",300541,"1",
1,"980050",300541,"1",
100,"980090",300541,"1",
100,"980220",300541,"1",
100,"980230",300541,"1",
100,"980280",300541,"1",
100,"980310",300541,"1",
100,"980330",300541,"1",
3,"980010",300542,"1",
32,"980020",300542,"1",
2,"980030",300542,"1",
1,"980040",300542,"1",
1,"980050",300542,"1",
100,"980090",300542,"1",
100,"980220",300542,"1",
100,"980230",300542,"1",
100,"980280",300542,"1",
100,"980310",300542,"1",
100,"980330",300542,"1",
918,"800940",300551,"1",
12000,"900000",300551,"1",
3250,"900090",300551,"1",
1740,"900150",300551,"1",
16990,"980000",300551,"1",
7,"980010",300551,"1",
39,"980020",300551,"1",
1,"980030",300551,"1",
2,"980040",300551,"1",
