"AMOUNT","UCC","NEWID","PUB_FLAG","AMOUNT_"
3060,"800940",320091,"1",
20000,"900010",320091,"1",
1000,"950021",320091,"1",
100,"950022",320091,"1",
20000,"980000",320091,"1",
1,"980010",320091,"1",
49,"980020",320091,"1",
1,"980030",320091,"1",
2,"980040",320091,"1",
18900,"980070",320091,"1",
100,"980090",320091,"1",
100,"980210",320091,"1",
100,"980240",320091,"1",
100,"980280",320091,"1",
100,"980310",320091,"1",
100,"980330",320091,"1",
4350,"800931",320101,"1",
2219,"800940",320101,"1",
29000,"900000",320101,"1",
2100,"900050",320101,"1",
44,"900080",320101,"1",
2900,"950000",320101,"1",
200,"950000",320101,"1",
-600,"950001",320101,"1",
1088,"950010",320101,"1",
400,"950010",320101,"1",
-200,"950011",320101,"1",
31144,"980000",320101,"1",
1,"980010",320101,"1",
49,"980020",320101,"1",
1,"980030",320101,"1",
1,"980040",320101,"1",
27356,"980070",320101,"1",
100,"980090",320101,"1",
100,"980210",320101,"1",
100,"980230",320101,"1",
100,"980280",320101,"1",
100,"980300",320101,"1",
100,"980330",320101,"1",
4350,"800931",320102,"1",
2219,"800940",320102,"1",
29000,"900000",320102,"1",
2100,"900050",320102,"1",
44,"900080",320102,"1",
2900,"950000",320102,"1",
200,"950000",320102,"1",
-600,"950001",320102,"1",
1088,"950010",320102,"1",
400,"950010",320102,"1",
-200,"950011",320102,"1",
31144,"980000",320102,"1",
1,"980010",320102,"1",
49,"980020",320102,"1",
1,"980030",320102,"1",
1,"980040",320102,"1",
27356,"980070",320102,"1",
100,"980090",320102,"1",
100,"980210",320102,"1",
100,"980230",320102,"1",
100,"980280",320102,"1",
100,"980300",320102,"1",
100,"980330",320102,"1",
4000,"800932",320111,"1",
1836,"800940",320111,"1",
24000,"900000",320111,"1",
6000,"900050",320111,"1",
30,"900080",320111,"1",
3000,"900100",320111,"1",
-1100,"950001",320111,"1",
33030,"980000",320111,"1",
2,"980010",320111,"1",
37,"980020",320111,"1",
1,"980030",320111,"1",
2,"980040",320111,"1",
34130,"980070",320111,"1",
100,"980090",320111,"1",
100,"980210",320111,"1",
100,"980230",320111,"1",
100,"980280",320111,"1",
100,"980310",320111,"1",
100,"980330",320111,"1",
4000,"800932",320112,"1",
1836,"800940",320112,"1",
24000,"900000",320112,"1",
6000,"900050",320112,"1",
30,"900080",320112,"1",
3000,"900100",320112,"1",
-1100,"950001",320112,"1",
33030,"980000",320112,"1",
2,"980010",320112,"1",
37,"980020",320112,"1",
1,"980030",320112,"1",
2,"980040",320112,"1",
34130,"980070",320112,"1",
100,"980090",320112,"1",
100,"980210",320112,"1",
100,"980230",320112,"1",
100,"980280",320112,"1",
100,"980310",320112,"1",
100,"980330",320112,"1",
12000,"800932",320121,"1",
5508,"800940",320121,"1",
72000,"900000",320121,"1",
-1000,"950001",320121,"1",
72000,"980000",320121,"1",
5,"980010",320121,"1",
40,"980020",320121,"1",
2,"980030",320121,"1",
1,"980040",320121,"1",
2,"980050",320121,"1",
73000,"980070",320121,"1",
100,"980090",320121,"1",
100,"980210",320121,"1",
100,"980230",320121,"1",
100,"980280",320121,"1",
100,"980310",320121,"1",
100,"980330",320121,"1",
12000,"800932",320122,"1",
5508,"800940",320122,"1",
72000,"900000",320122,"1",
-1000,"950001",320122,"1",
72000,"980000",320122,"1",
5,"980010",320122,"1",
40,"980020",320122,"1",
2,"980030",320122,"1",
1,"980040",320122,"1",
2,"980050",320122,"1",
73000,"980070",320122,"1",
100,"980090",320122,"1",
100,"980210",320122,"1",
100,"980230",320122,"1",
100,"980280",320122,"1",
100,"980310",320122,"1",
100,"980330",320122,"1",
1201,"800940",320131,"1",
15700,"900000",320131,"1",
8418,"900030",320131,"1",
1764,"900040",320131,"1",
850,"950000",320131,"1",
25882,"980000",320131,"1",
2,"980010",320131,"1",
63,"980020",320131,"1",
1,"980030",320131,"1",
1,"980040",320131,"1",
25032,"980070",320131,"1",
100,"980090",320131,"1",
100,"980220",320131,"1",
100,"980240",320131,"1",
100,"980280",320131,"1",
100,"980290",320131,"1",
100,"980330",320131,"1",
1201,"800940",320132,"1",
15700,"900000",320132,"1",
8418,"900030",320132,"1",
1764,"900040",320132,"1",
850,"950000",320132,"1",
25882,"980000",320132,"1",
2,"980010",320132,"1",
63,"980020",320132,"1",
1,"980030",320132,"1",
1,"980040",320132,"1",
25032,"980070",320132,"1",
100,"980090",320132,"1",
100,"980220",320132,"1",
100,"980240",320132,"1",
100,"980280",320132,"1",
100,"980290",320132,"1",
100,"980330",320132,"1",
9078,"900030",320141,"1",
10500,"900080",320141,"1",
800,"910040",320141,"1",
316,"950000",320141,"1",
96,"950010",320141,"1",
-95,"950023",320141,"1",
19578,"980000",320141,"1",
1,"980010",320141,"1",
71,"980020",320141,"1",
1,"980040",320141,"1",
1,"980060",320141,"1",
19261,"980070",320141,"1",
100,"980220",320141,"1",
100,"980260",320141,"1",
100,"980280",320141,"1",
100,"980300",320141,"1",
100,"980330",320141,"1",
9078,"900030",320142,"1",
10500,"900080",320142,"1",
800,"910040",320142,"1",
316,"950000",320142,"1",
96,"950010",320142,"1",
-95,"950023",320142,"1",
19578,"980000",320142,"1",
1,"980010",320142,"1",
71,"980020",320142,"1",
1,"980040",320142,"1",
1,"980060",320142,"1",
19261,"980070",320142,"1",
100,"980220",320142,"1",
100,"980260",320142,"1",
100,"980280",320142,"1",
100,"980300",320142,"1",
100,"980330",320142,"1",
7470,"900030",320151,"1",
3888,"900040",320151,"1",
11358,"980000",320151,"1",
2,"980010",320151,"1",
68,"980020",320151,"1",
1,"980060",320151,"1",
11358,"980070",320151,"1",
100,"980220",320151,"1",
100,"980260",320151,"1",
100,"980280",320151,"1",
100,"980300",320151,"1",
7470,"900030",320152,"1",
3888,"900040",320152,"1",
11358,"980000",320152,"1",
2,"980010",320152,"1",
68,"980020",320152,"1",
1,"980060",320152,"1",
11358,"980070",320152,"1",
100,"980220",320152,"1",
100,"980260",320152,"1",
100,"980280",320152,"1",
100,"980300",320152,"1",
7038,"800940",320161,"1",
90000,"900000",320161,"1",
1000,"900010",320161,"1",
-100,"950001",320161,"1",
-200,"950011",320161,"1",
91000,"980000",320161,"1",
5,"980010",320161,"1",
43,"980020",320161,"1",
3,"980030",320161,"1",
5,"980040",320161,"1",
2,"980050",320161,"1",
91300,"980070",320161,"1",
100,"980090",320161,"1",
100,"980220",320161,"1",
100,"980230",320161,"1",
100,"980280",320161,"1",
100,"980300",320161,"1",
100,"980330",320161,"1",
7038,"800940",320162,"1",
90000,"900000",320162,"1",
1000,"900010",320162,"1",
-100,"950001",320162,"1",
-200,"950011",320162,"1",
91000,"980000",320162,"1",
5,"980010",320162,"1",
43,"980020",320162,"1",
3,"980030",320162,"1",
5,"980040",320162,"1",
2,"980050",320162,"1",
91300,"980070",320162,"1",
100,"980090",320162,"1",
100,"980220",320162,"1",
100,"980230",320162,"1",
100,"980280",320162,"1",
100,"980300",320162,"1",
100,"980330",320162,"1",
22,"800700",320171,"1",
4820,"800940",320171,"1",
63002,"900000",320171,"1",
12832,"950000",320171,"1",
5959,"950010",320171,"1",
800,"950022",320171,"1",
63002,"980000",320171,"1",
5,"980010",320171,"1",
29,"980020",320171,"1",
4,"980030",320171,"1",
4,"980040",320171,"1",
1,"980050",320171,"1",
43411,"980070",320171,"1",
100,"980090",320171,"1",
100,"980220",320171,"1",
100,"980230",320171,"1",
100,"980280",320171,"1",
100,"980310",320171,"1",
100,"980330",320171,"1",
22,"800700",320172,"1",
4820,"800940",320172,"1",
63002,"900000",320172,"1",
12832,"950000",320172,"1",
5959,"950010",320172,"1",
800,"950022",320172,"1",
63002,"980000",320172,"1",
5,"980010",320172,"1",
29,"980020",320172,"1",
4,"980030",320172,"1",
4,"980040",320172,"1",
1,"980050",320172,"1",
43411,"980070",320172,"1",
100,"980090",320172,"1",
100,"980220",320172,"1",
100,"980230",320172,"1",
100,"980280",320172,"1",
100,"980310",320172,"1",
100,"980330",320172,"1",
12841,"800940",320181,"1","T"
55000,"900000",320181,"1",
150000,"900010",320181,"1",
-3500,"950001",320181,"1",
-350,"950011",320181,"1",
205000,"980000",320181,"1",
2,"980010",320181,"1",
35,"980020",320181,"1",
2,"980030",320181,"1",
2,"980040",320181,"1",
208850,"980070",320181,"1",
100,"980090",320181,"1",
100,"980210",320181,"1",
100,"980230",320181,"1",
100,"980280",320181,"1",
100,"980310",320181,"1",
100,"980330",320181,"1",
12841,"800940",320182,"1","T"
55000,"900000",320182,"1",
150000,"900010",320182,"1",
-3500,"950001",320182,"1",
-350,"950011",320182,"1",
205000,"980000",320182,"1",
2,"980010",320182,"1",
35,"980020",320182,"1",
2,"980030",320182,"1",
2,"980040",320182,"1",
208850,"980070",320182,"1",
100,"980090",320182,"1",
100,"980210",320182,"1",
100,"980230",320182,"1",
100,"980280",320182,"1",
100,"980310",320182,"1",
100,"980330",320182,"1",
7475,"800940",320191,"1",
117000,"900000",320191,"1",
3226,"950000",320191,"1",
972,"950010",320191,"1",
117000,"980000",320191,"1",
4,"980010",320191,"1",
31,"980020",320191,"1",
2,"980030",320191,"1",
2,"980040",320191,"1",
2,"980050",320191,"1",
112802,"980070",320191,"1",
100,"980090",320191,"1",
100,"980210",320191,"1",
100,"980230",320191,"1",
100,"980280",320191,"1",
100,"980310",320191,"1",
100,"980330",320191,"1",
7475,"800940",320192,"1",
117000,"900000",320192,"1",
3226,"950000",320192,"1",
972,"950010",320192,"1",
117000,"980000",320192,"1",
4,"980010",320192,"1",
31,"980020",320192,"1",
2,"980030",320192,"1",
2,"980040",320192,"1",
2,"980050",320192,"1",
112802,"980070",320192,"1",
100,"980090",320192,"1",
100,"980210",320192,"1",
100,"980230",320192,"1",
100,"980280",320192,"1",
100,"980310",320192,"1",
100,"980330",320192,"1",
1,"980010",320201,"1",
64,"980020",320201,"1",
1,"980030",320201,"1",
100,"980220",320201,"1",
100,"980260",320201,"1",
100,"980280",320201,"1",
100,"980290",320201,"1",
1,"980010",320202,"1",
64,"980020",320202,"1",
1,"980030",320202,"1",
100,"980220",320202,"1",
100,"980260",320202,"1",
100,"980280",320202,"1",
100,"980290",320202,"1",
4131,"800940",320211,"1",
54000,"900000",320211,"1",
138,"900080",320211,"1",
2800,"900131",320211,"1",
6302,"950000",320211,"1",
-1200,"950001",320211,"1",
2435,"950010",320211,"1",
-536,"950011",320211,"1",
56938,"980000",320211,"1",
2,"980010",320211,"1",
52,"980020",320211,"1",
1,"980030",320211,"1",
1,"980050",320211,"1",
49937,"980070",320211,"1",
100,"980090",320211,"1",
100,"980220",320211,"1",
100,"980230",320211,"1",
100,"980280",320211,"1",
100,"980310",320211,"1",
4131,"800940",320212,"1",
54000,"900000",320212,"1",
138,"900080",320212,"1",
2800,"900131",320212,"1",
6302,"950000",320212,"1",
-1200,"950001",320212,"1",
2435,"950010",320212,"1",
-536,"950011",320212,"1",
56938,"980000",320212,"1",
2,"980010",320212,"1",
52,"980020",320212,"1",
1,"980030",320212,"1",
1,"980050",320212,"1",
49937,"980070",320212,"1",
100,"980090",320212,"1",
100,"980220",320212,"1",
100,"980230",320212,"1",
100,"980280",320212,"1",
100,"980310",320212,"1",
2678,"800940",320221,"1",
35000,"900000",320221,"1",
4115,"950000",320221,"1",
-2777,"950001",320221,"1",
976,"950010",320221,"1",
35000,"980000",320221,"1",
1,"980010",320221,"1",
53,"980020",320221,"1",
1,"980030",320221,"1",
1,"980040",320221,"1",
32686,"980070",320221,"1",
100,"980090",320221,"1",
100,"980210",320221,"1",
100,"980240",320221,"1",
100,"980280",320221,"1",
100,"980300",320221,"1",
100,"980330",320221,"1",
2678,"800940",320222,"1",
35000,"900000",320222,"1",
4115,"950000",320222,"1",
-2777,"950001",320222,"1",
976,"950010",320222,"1",
35000,"980000",320222,"1",
1,"980010",320222,"1",
53,"980020",320222,"1",
1,"980030",320222,"1",
1,"980040",320222,"1",
32686,"980070",320222,"1",
100,"980090",320222,"1",
100,"980210",320222,"1",
100,"980240",320222,"1",
100,"980280",320222,"1",
100,"980300",320222,"1",
100,"980330",320222,"1",
5661,"800940",320232,"1",
74000,"900000",320232,"1",
546,"900030",320232,"1",
74546,"980000",320232,"1",
5,"980010",320232,"1",
52,"980020",320232,"1",
4,"980030",320232,"1",
5,"980040",320232,"1",
1,"980060",320232,"1",
74546,"980070",320232,"1",
100,"980210",320232,"1",
100,"980260",320232,"1",
100,"980270",320232,"1",
100,"980300",320232,"1",
100,"980330",320232,"1",
17892,"900030",320241,"1",
22000,"900040",320241,"1",
5000,"950000",320241,"1",
1100,"950022",320241,"1",
39892,"980000",320241,"1",
2,"980010",320241,"1",
79,"980020",320241,"1",
2,"980060",320241,"1",
33792,"980070",320241,"1",
100,"980090",320241,"1",
100,"980210",320241,"1",
100,"980240",320241,"1",
100,"980280",320241,"1",
100,"980300",320241,"1",
17892,"900030",320242,"1",
22000,"900040",320242,"1",
5000,"950000",320242,"1",
1100,"950022",320242,"1",
39892,"980000",320242,"1",
2,"980010",320242,"1",
79,"980020",320242,"1",
2,"980060",320242,"1",
33792,"980070",320242,"1",
100,"980090",320242,"1",
100,"980210",320242,"1",
100,"980240",320242,"1",
100,"980280",320242,"1",
100,"980300",320242,"1",
3,"980010",320251,"1",
47,"980020",320251,"1",
2,"980030",320251,"1",
3,"980040",320251,"1",
1,"980050",320251,"1",
100,"980090",320251,"1",
100,"980220",320251,"1",
100,"980230",320251,"1",
100,"980280",320251,"1",
100,"980300",320251,"1",
100,"980330",320251,"1",
3,"980010",320252,"1",
47,"980020",320252,"1",
2,"980030",320252,"1",
3,"980040",320252,"1",
1,"980050",320252,"1",
100,"980090",320252,"1",
100,"980220",320252,"1",
100,"980230",320252,"1",
100,"980280",320252,"1",
100,"980300",320252,"1",
100,"980330",320252,"1",
10026,"900030",320261,"1",
5000,"900060",320261,"1",
2000,"900080",320261,"1",
200,"950000",320261,"1",
-35,"950011",320261,"1",
1100,"950022",320261,"1",
17026,"980000",320261,"1",
1,"980010",320261,"1",
88,"980020",320261,"1",
1,"980030",320261,"1",
1,"980060",320261,"1",
15761,"980070",320261,"1",
100,"980090",320261,"1",
100,"980210",320261,"1",
100,"980240",320261,"1",
100,"980280",320261,"1",
100,"980290",320261,"1",
10026,"900030",320262,"1",
5000,"900060",320262,"1",
2000,"900080",320262,"1",
200,"950000",320262,"1",
-35,"950011",320262,"1",
1100,"950022",320262,"1",
17026,"980000",320262,"1",
1,"980010",320262,"1",
88,"980020",320262,"1",
1,"980030",320262,"1",
1,"980060",320262,"1",
15761,"980070",320262,"1",
100,"980090",320262,"1",
100,"980210",320262,"1",
100,"980240",320262,"1",
100,"980280",320262,"1",
100,"980290",320262,"1",
1,"980010",320271,"1",
49,"980020",320271,"1",
1,"980030",320271,"1",
100,"980090",320271,"1",
100,"980220",320271,"1",
100,"980230",320271,"1",
100,"980280",320271,"1",
100,"980310",320271,"1",
1,"980010",320272,"1",
49,"980020",320272,"1",
1,"980030",320272,"1",
100,"980090",320272,"1",
100,"980220",320272,"1",
100,"980230",320272,"1",
100,"980280",320272,"1",
100,"980310",320272,"1",
2800,"800910",320281,"1",
2142,"800940",320281,"1",
28000,"900000",320281,"1",
10146,"900030",320281,"1",
4700,"900040",320281,"1",
100,"900050",320281,"1",
3500,"900080",320281,"1",
3071,"950000",320281,"1",
-600,"950001",320281,"1",
1280,"950010",320281,"1",
-150,"950011",320281,"1",
46446,"980000",320281,"1",
2,"980010",320281,"1",
27,"980020",320281,"1",
1,"980030",320281,"1",
2,"980040",320281,"1",
42845,"980070",320281,"1",
100,"980090",320281,"1",
100,"980210",320281,"1",
100,"980240",320281,"1",
100,"980280",320281,"1",
100,"980310",320281,"1",
100,"980330",320281,"1",
2800,"800910",320282,"1",
2142,"800940",320282,"1",
28000,"900000",320282,"1",
10146,"900030",320282,"1",
4700,"900040",320282,"1",
100,"900050",320282,"1",
3500,"900080",320282,"1",
3071,"950000",320282,"1",
-600,"950001",320282,"1",
1280,"950010",320282,"1",
-150,"950011",320282,"1",
46446,"980000",320282,"1",
2,"980010",320282,"1",
27,"980020",320282,"1",
1,"980030",320282,"1",
2,"980040",320282,"1",
42845,"980070",320282,"1",
100,"980090",320282,"1",
100,"980210",320282,"1",
100,"980240",320282,"1",
100,"980280",320282,"1",
100,"980310",320282,"1",
100,"980330",320282,"1",
566,"800940",320291,"1",
7400,"900000",320291,"1",
2,"900080",320291,"1",
200,"900132",320291,"1",
-446,"950001",320291,"1",
-192,"950011",320291,"1",
7602,"980000",320291,"1",
2,"980010",320291,"1",
32,"980020",320291,"1",
2,"980030",320291,"1",
1,"980040",320291,"1",
8240,"980070",320291,"1",
100,"980220",320291,"1",
100,"980260",320291,"1",
100,"980270",320291,"1",
100,"980310",320291,"1",
100,"980330",320291,"1",
566,"800940",320292,"1",
7400,"900000",320292,"1",
2,"900080",320292,"1",
200,"900132",320292,"1",
-446,"950001",320292,"1",
-192,"950011",320292,"1",
7602,"980000",320292,"1",
2,"980010",320292,"1",
32,"980020",320292,"1",
2,"980030",320292,"1",
1,"980040",320292,"1",
8240,"980070",320292,"1",
100,"980220",320292,"1",
100,"980260",320292,"1",
100,"980270",320292,"1",
100,"980310",320292,"1",
100,"980330",320292,"1",
2,"980010",320301,"1",
73,"980020",320301,"1",
2,"980060",320301,"1",
100,"980090",320301,"1",
100,"980220",320301,"1",
100,"980250",320301,"1",
100,"980280",320301,"1",
100,"980300",320301,"1",
2,"980010",320302,"1",
73,"980020",320302,"1",
2,"980060",320302,"1",
100,"980090",320302,"1",
100,"980220",320302,"1",
100,"980250",320302,"1",
100,"980280",320302,"1",
100,"980300",320302,"1",
2,"980010",320311,"1",
23,"980020",320311,"1",
1,"980030",320311,"1",
1,"980050",320311,"1",
100,"980220",320311,"1",
100,"980260",320311,"1",
100,"980280",320311,"1",
100,"980300",320311,"1",
2,"980010",320312,"1",
23,"980020",320312,"1",
1,"980030",320312,"1",
1,"980050",320312,"1",
100,"980220",320312,"1",
100,"980260",320312,"1",
100,"980280",320312,"1",
100,"980300",320312,"1",
1092,"900030",320321,"1",
2000,"950022",320321,"1",
1092,"980000",320321,"1",
2,"980010",320321,"1",
64,"980020",320321,"1",
1,"980040",320321,"1",
1,"980060",320321,"1",
-908,"980070",320321,"1",
100,"980090",320321,"1",
100,"980220",320321,"1",
100,"980240",320321,"1",
100,"980270",320321,"1",
100,"980300",320321,"1",
100,"980330",320321,"1",
1092,"900030",320322,"1",
2000,"950022",320322,"1",
1092,"980000",320322,"1",
2,"980010",320322,"1",
64,"980020",320322,"1",
1,"980040",320322,"1",
1,"980060",320322,"1",
-908,"980070",320322,"1",
100,"980090",320322,"1",
100,"980220",320322,"1",
100,"980240",320322,"1",
100,"980270",320322,"1",
100,"980300",320322,"1",
100,"980330",320322,"1",
2020,"800940",320331,"1",
26400,"900000",320331,"1",
-1800,"950001",320331,"1",
-90,"950011",320331,"1",
400,"950022",320331,"1",
26400,"980000",320331,"1",
2,"980010",320331,"1",
29,"980020",320331,"1",
1,"980030",320331,"1",
1,"980040",320331,"1",
1,"980050",320331,"1",
27890,"980070",320331,"1",
100,"980220",320331,"1",
100,"980260",320331,"1",
100,"980270",320331,"1",
100,"980310",320331,"1",
100,"980330",320331,"1",
2020,"800940",320332,"1",
26400,"900000",320332,"1",
-1800,"950001",320332,"1",
-90,"950011",320332,"1",
400,"950022",320332,"1",
26400,"980000",320332,"1",
2,"980010",320332,"1",
29,"980020",320332,"1",
1,"980030",320332,"1",
1,"980040",320332,"1",
1,"980050",320332,"1",
27890,"980070",320332,"1",
100,"980220",320332,"1",
100,"980260",320332,"1",
100,"980270",320332,"1",
100,"980310",320332,"1",
100,"980330",320332,"1",
1913,"800940",320341,"1",
25000,"900000",320341,"1",
12546,"900030",320341,"1",
37546,"980000",320341,"1",
1,"980010",320341,"1",
65,"980020",320341,"1",
1,"980030",320341,"1",
1,"980040",320341,"1",
1,"980060",320341,"1",
37546,"980070",320341,"1",
100,"980090",320341,"1",
100,"980210",320341,"1",
100,"980230",320341,"1",
100,"980280",320341,"1",
100,"980310",320341,"1",
100,"980330",320341,"1",
1913,"800940",320342,"1",
25000,"900000",320342,"1",
12546,"900030",320342,"1",
37546,"980000",320342,"1",
1,"980010",320342,"1",
65,"980020",320342,"1",
1,"980030",320342,"1",
1,"980040",320342,"1",
1,"980060",320342,"1",
37546,"980070",320342,"1",
100,"980090",320342,"1",
100,"980210",320342,"1",
100,"980230",320342,"1",
100,"980280",320342,"1",
100,"980310",320342,"1",
100,"980330",320342,"1",
3,"980010",320351,"1",
37,"980020",320351,"1",
2,"980030",320351,"1",
3,"980040",320351,"1",
1,"980050",320351,"1",
100,"980090",320351,"1",
100,"980210",320351,"1",
100,"980230",320351,"1",
100,"980280",320351,"1",
100,"980310",320351,"1",
100,"980330",320351,"1",
3,"980010",320352,"1",
37,"980020",320352,"1",
2,"980030",320352,"1",
3,"980040",320352,"1",
1,"980050",320352,"1",
100,"980090",320352,"1",
100,"980210",320352,"1",
100,"980230",320352,"1",
100,"980280",320352,"1",
100,"980310",320352,"1",
100,"980330",320352,"1",
12,"800700",320361,"1",
1200,"800932",320361,"1",
4298,"800940",320361,"1",
56191,"900000",320361,"1",
350,"900080",320361,"1",
10567,"950000",320361,"1",
-420,"950001",320361,"1",
1335,"950010",320361,"1",
-90,"950011",320361,"1",
56541,"980000",320361,"1",
3,"980010",320361,"1",
55,"980020",320361,"1",
3,"980030",320361,"1",
3,"980040",320361,"1",
45149,"980070",320361,"1",
100,"980090",320361,"1",
100,"980210",320361,"1",
100,"980240",320361,"1",
100,"980280",320361,"1",
100,"980310",320361,"1",
100,"980330",320361,"1",
12,"800700",320362,"1",
1200,"800932",320362,"1",
4298,"800940",320362,"1",
56191,"900000",320362,"1",
350,"900080",320362,"1",
10567,"950000",320362,"1",
-420,"950001",320362,"1",
1335,"950010",320362,"1",
-90,"950011",320362,"1",
56541,"980000",320362,"1",
3,"980010",320362,"1",
55,"980020",320362,"1",
3,"980030",320362,"1",
3,"980040",320362,"1",
45149,"980070",320362,"1",
100,"980090",320362,"1",
100,"980210",320362,"1",
100,"980240",320362,"1",
100,"980280",320362,"1",
100,"980310",320362,"1",
100,"980330",320362,"1",
546,"900030",320372,"1",
546,"980000",320372,"1",
1,"980010",320372,"1",
69,"980020",320372,"1",
1,"980030",320372,"1",
1,"980060",320372,"1",
546,"980070",320372,"1",
100,"980090",320372,"1",
100,"980210",320372,"1",
100,"980250",320372,"1",
100,"980280",320372,"1",
100,"980310",320372,"1",
1,"980010",320381,"1",
23,"980020",320381,"1",
1,"980030",320381,"1",
1,"980040",320381,"1",
100,"980210",320381,"1",
100,"980260",320381,"1",
100,"980280",320381,"1",
100,"980310",320381,"1",
100,"980330",320381,"1",
1,"980010",320382,"1",
23,"980020",320382,"1",
1,"980030",320382,"1",
1,"980040",320382,"1",
100,"980210",320382,"1",
100,"980260",320382,"1",
100,"980280",320382,"1",
100,"980310",320382,"1",
100,"980330",320382,"1",
2,"980010",320391,"1",
69,"980020",320391,"1",
1,"980030",320391,"1",
1,"980040",320391,"1",
2,"980060",320391,"1",
100,"980090",320391,"1",
100,"980210",320391,"1",
100,"980250",320391,"1",
100,"980280",320391,"1",
100,"980310",320391,"1",
100,"980330",320391,"1",
2,"980010",320392,"1",
69,"980020",320392,"1",
1,"980030",320392,"1",
1,"980040",320392,"1",
2,"980060",320392,"1",
100,"980090",320392,"1",
100,"980210",320392,"1",
100,"980250",320392,"1",
100,"980280",320392,"1",
100,"980310",320392,"1",
100,"980330",320392,"1",
3,"980010",320401,"1",
33,"980020",320401,"1",
1,"980030",320401,"1",
2,"980050",320401,"1",
100,"980090",320401,"1",
100,"980220",320401,"1",
100,"980250",320401,"1",
100,"980270",320401,"1",
100,"980310",320401,"1",
3,"980010",320402,"1",
33,"980020",320402,"1",
1,"980030",320402,"1",
2,"980050",320402,"1",
100,"980220",320402,"1",
100,"980260",320402,"1",
