"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","ANYSSINC","ANYRAIL","SS_RRX","MEDICARE","SS_RRQ","US_SUPP","STA_SUPP","SUPPX","GROSPAYX","PAYPERD","SLFEMPSS","SOCRRX","AGE_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","ANYS_INC","ANYRAIL_","MEDI_ARE","US_SUPP_","STA__UPP","PAYPERD_","SCHL_CHX","SCHL_CHQ","SS_RRX_","SS_RRQ_","SUPPX_","GROS_AYX","SLFE_PSS","SOCRRX_","NEWID"
.,.,.,6058,92000,14400,.,.,.,.,"A","A","C","D","D","D","A","A","A","A",36,.,.,.,.,"D","A","A","A","A",40,52,"D","D","2","1","4",,"03","D","D","D","A","D","1","1","D","D",41,1,"1","43","3","1",.,.,"2","2",.,,.,"2","2",.,230,"6",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260741
.,.,.,3060,40000,3341,.,5882,.,.,"A","A","C","D","D","D","A","D","A","A",284,.,500,.,.,"D","A","D","A","A",60,52,"D","D","4","1","4",,"02","D","D","D","A","D","1","2","D","D",37,2,"2","43","3","2",.,.,"2","2",.,,.,"2","2",.,3400,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260741
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","2","D","D",15,3,"3","09",,,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",260741
.,.,.,6058,92000,14400,.,.,.,.,"A","A","C","D","D","D","A","A","A","A",36,.,.,.,.,"D","A","A","A","A",40,52,"D","D","2","1","4",,"03","D","D","D","A","D","1","1","D","D",41,1,"1","43","3","1",.,.,"2","2",.,,.,"2","2",.,230,"6",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260742
.,.,.,3060,40000,3341,.,5882,.,.,"A","A","C","D","D","D","A","D","A","A",284,.,500,.,.,"D","A","D","A","A",60,52,"D","D","4","1","4",,"02","D","D","D","A","D","1","2","D","D",37,2,"2","43","3","2",.,.,"2","2",.,,.,"2","2",.,3400,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260742
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","2","D","D",15,3,"3","09",,,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",260742
.,.,.,230,3000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","2",,"14","D","D","D","A","D","1","2","D","D",20,3,"1","40","1","2",.,.,"2","2",.,,.,"2","2",.,200,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260751
.,.,.,230,3000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","2",,"14","D","D","D","A","D","1","2","D","D",20,3,"1","40","1","2",.,.,"2","2",.,,.,"2","2",.,200,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260752
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",45,52,"D","D","2","1","3",,"18","D","D","D","A","D","2","1","D","D",53,1,"2","44","1","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",260761
.,.,.,0,.,.,.,.,.,.,"B","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",60,52,"D","D","5","1","3",,"01","D","D","D","A","D","2","2","D","D",49,2,"1","44","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",260761
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,4,"D","D","1","5","3",,"16","D","D","D","A","D","2","2","D","D",26,3,"3","43","1","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",260761
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",45,52,"D","D","2","1","3",,"18","D","D","D","A","D","2","1","D","D",53,1,"2","44","1","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",260762
.,.,.,0,.,.,.,.,.,.,"B","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",60,52,"D","D","5","1","3",,"01","D","D","D","A","D","2","2","D","D",49,2,"1","44","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",260762
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",40,4,"D","D","1","5","3",,"16","D","D","D","A","D","2","2","D","D",26,3,"3","43","1","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",260762
.,.,.,4590,60000,12792,.,.,.,2544,"A","A","A","D","D","D","A","A","A","D",533,.,.,.,106,"D","A","A","A","D",50,52,"D","D","1","1","4",,"13","D","D","D","A","D","1","1","D","D",29,1,"1","41","3","2",.,.,"2","2",.,,.,"2","2",.,2500,"7",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260771
.,.,.,4513,58994,11154,.,.,.,702,"A","A","A","D","D","D","A","A","A","D",429,.,.,.,27,"D","A","A","A","D",50,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",27,2,"2","43","2","2",.,.,"2","2",.,,.,"2","2",.,2269,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260771
.,.,.,4590,60000,12792,.,.,.,2544,"A","A","A","D","D","D","A","A","A","D",533,.,.,.,106,"D","A","A","A","D",50,52,"D","D","1","1","4",,"13","D","D","D","A","D","1","1","D","D",29,1,"1","41","3","2",.,.,"2","2",.,,.,"2","2",.,2500,"7",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260772
.,.,.,4513,58994,11154,.,.,.,702,"A","A","A","D","D","D","A","A","A","D",429,.,.,.,27,"D","A","A","A","D",50,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",27,2,"2","43","2","2",.,.,"2","2",.,,.,"2","2",.,2269,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260772
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",78,1,"1","39","3",,.,.,"1","2",.,"1",12,"2","2",.,.,,.,546,"D","D","D","D","A","D","D","D","D","D","A","A","A","C","D","A","A","A","D",260781
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",76,2,"2","39","3",,.,.,"1","2",.,"1",12,"2","2",.,.,,.,546,"D","D","D","D","A","D","D","D","D","D","A","A","A","C","D","A","A","A","D",260781
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",78,1,"1","39","3",,.,.,"1","2",.,"1",12,"2","2",.,.,,.,546,"D","D","D","D","A","D","D","D","D","D","A","A","A","C","D","A","A","A","D",260782
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",76,2,"2","39","3",,.,.,"1","2",.,"1",12,"2","2",.,.,,.,546,"D","D","D","D","A","D","D","D","D","D","A","A","A","C","D","A","A","A","D",260782
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",75,1,"1","39","3",,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",260792
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",75,2,"2","39","3",,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",260792
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",30,12,"D","D","1","3","1",,"13","D","D","D","A","D","1","2","D","D",64,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",260801
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",8,2,"4",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",260801
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",8,3,"4",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",260801
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",30,12,"D","D","1","3","1",,"13","D","D","D","A","D","1","2","D","D",64,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","B","A","A","A","A","A","B","D","D",260802
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",8,2,"4",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",260802
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",8,3,"4",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",260802
.,.,150,3443,45000,.,2813,.,.,.,"A","A","D","D","D","B","D","A","A","B",.,75,.,.,.,"C","D","A","A","C",40,38,"D","D","4","1","1",,"02","D","D","D","A","D","1","2","D","D",55,1,"1","44","3","2",.,.,"2","2",.,,.,"2","2",.,1200,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260811
.,.,.,4055,53000,.,.,.,.,.,"A","A","C","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",50,52,"D","D","1","1","4",,"06","D","D","D","A","D","1","1","D","D",54,2,"2","41","3","2",.,.,"2","2",.,,.,"2","2",.,1200,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260811
.,.,150,3443,45000,.,2813,.,.,.,"A","A","D","D","D","B","D","A","A","B",.,75,.,.,.,"C","D","A","A","C",40,38,"D","D","4","1","1",,"02","D","D","D","A","D","1","2","D","D",55,1,"1","44","3","2",.,.,"2","2",.,,.,"2","2",.,1200,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260812
.,.,.,4055,53000,.,.,.,.,.,"A","A","C","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",50,52,"D","D","1","1","4",,"06","D","D","D","A","D","1","1","D","D",54,2,"2","41","3","2",.,.,"2","2",.,,.,"2","2",.,1200,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260812
.,.,.,2295,30000,.,.,.,.,.,"A","A","A","D","D","A","A","B","A","A",.,.,.,.,.,"A","A","B","A","A",40,45,"D","D","1","5","4",,"15","D","D","D","A","D","1","1","D","D",42,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,750,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260821
.,.,.,689,9000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,36,"D","D","1","3","4",,"10","D","D","D","A","D","1","2","D","D",43,2,"9","39","3","2",.,.,"2","2",.,,.,"2","2",.,225,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260821
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","1","D","D",18,3,"9","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",260821
.,.,.,2295,30000,.,.,.,.,.,"A","A","A","D","D","A","A","B","A","A",.,.,.,.,.,"A","A","B","A","A",40,45,"D","D","1","5","4",,"15","D","D","D","A","D","1","1","D","D",42,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,750,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260822
.,.,.,689,9000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,36,"D","D","1","3","4",,"10","D","D","D","A","D","1","2","D","D",43,2,"9","39","3","2",.,.,"2","2",.,,.,"2","2",.,225,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",260822
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","1","D","D",18,3,"9","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",260822
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",78,1,"2","46","3",,.,.,"1","2",.,"1",12,"2","2",.,.,,.,546,"D","D","D","D","A","D","D","D","D","D","A","A","A","C","D","A","A","A","D",260831
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",73,2,"1","41","3",,.,.,"1","2",.,"1",12,"2","2",.,.,,.,546,"D","D","D","D","A","D","D","D","D","D","A","A","A","C","D","A","A","A","D",260831
.,.,.,0,.,.,.,.,.,.,"A","A","C","D","C","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",40,49,"D","D","1","5","1",,"10","D","D","D","A","D","1","2","D","D",48,3,"3","43","3","2",.,.,"2","2",.,,.,"2","2",.,.,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",260831
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",78,1,"2","46","3",,.,.,"1","2",.,"1",12,"2","2",.,.,,.,546,"D","D","D","D","A","D","D","D","D","D","A","A","A","C","D","A","A","A","D",260832
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",73,2,"1","41","3",,.,.,"1","2",.,"1",12,"2","2",.,.,,.,546,"D","D","D","D","A","D","D","D","D","D","A","A","A","C","D","A","A","A","D",260832
