"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","ANYSSINC","ANYRAIL","SS_RRX","MEDICARE","SS_RRQ","US_SUPP","STA_SUPP","SUPPX","GROSPAYX","PAYPERD","SLFEMPSS","SOCRRX","AGE_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","ANYS_INC","ANYRAIL_","MEDI_ARE","US_SUPP_","STA__UPP","PAYPERD_","SCHL_CHX","SCHL_CHQ","SS_RRX_","SS_RRQ_","SUPPX_","GROS_AYX","SLFE_PSS","SOCRRX_","NEWID"
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",7,2,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",300202
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",7,3,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",300202
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",8,4,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",300202
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","3","4",,"A","D","D","D","A","2","1","D","D",36,1,"1","39","3","2",.,.,"1","2",530,"1",12,"2","2",.,.,,.,6906,"D","D","D","D","D","D","D","D","D","D","A","A","A","D","D","A","A","A","D",300212
.,.,.,0,.,.,.,.,.,.,"B","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","5","3","3",,"13","D","D","D","A","D","2","2","D","D",53,1,"1","09",,"2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",300221
.,.,.,0,.,.,.,.,.,.,"B","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,52,"D","D","5","5","3",,"13","D","D","D","A","D","2","2","D","D",53,1,"1","40","3","2",.,.,"2","2",.,,.,"2","2",.,.,,0,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",300222
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",78,1,"1","40","3",,.,.,"1","2",1000,"1",12,"2","2",.,.,,.,12546,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",300231
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",78,1,"1","40","3",,.,.,"1","2",1000,"1",12,"2","2",.,.,,.,12546,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",300232
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",42,52,"D","D","1","5","4",,"04","D","D","D","A","D","1","2","D","D",21,1,"1","40","1","2",.,.,"2","2",.,,.,"2","2",.,630,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300241
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",42,52,"D","D","1","5","4",,"04","D","D","D","A","D","1","2","D","D",21,1,"1","40","1","2",.,.,"2","2",.,,.,"2","2",.,630,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300242
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,10,"D","D","1","1","1",,"13","D","D","D","A","D","1","1","D","D",30,1,"1","10",,"2",.,.,"2","2",.,,.,"2","2",.,380,"1",0,0,"D","D","D","A","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300251
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",26,2,"2","38",,"2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",300251
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",0,3,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",300251
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,10,"D","D","1","1","1",,"13","D","D","D","A","D","1","1","D","D",30,1,"1","10",,"2",.,.,"2","2",.,,.,"2","2",.,380,"1",0,0,"D","D","D","A","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300252
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",26,2,"2","38",,"2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",300252
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",0,3,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",300252
.,.,.,3672,48000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","3","5","4",,"03","D","D","D","A","D","4","1","D","D",35,1,"1","43","3","1",.,.,"2","2",.,,.,"2","2",.,4000,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300261
.,.,.,2754,36000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","5","2",,"06","D","D","D","A","D","1","2","D","D",34,2,"9","43","3","2",.,.,"2","2",.,,.,"2","2",.,3000,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300261
.,.,.,3672,48000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","3","5","4",,"03","D","D","D","A","D","4","1","D","D",35,1,"1","43","3","1",.,.,"2","2",.,,.,"2","2",.,4000,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300262
.,.,.,2754,36000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","5","2",,"06","D","D","D","A","D","1","2","D","D",34,2,"9","43","3","2",.,.,"2","2",.,,.,"2","2",.,3000,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300262
.,.,.,2246,29354,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",38,52,"D","D","1","1","1",,"01","D","D","D","A","D","1","2","D","D",24,1,"1","43","2","2",.,.,"2","2",.,,.,"2","2",.,1129,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300271
.,.,.,1253,16380,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","1","4",,"01","D","D","D","A","D","1","1","D","D",24,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,630,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300271
.,.,.,2246,29354,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",38,52,"D","D","1","1","1",,"01","D","D","D","A","D","1","2","D","D",24,1,"1","43","2","2",.,.,"2","2",.,,.,"2","2",.,1129,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300272
.,.,.,1253,16380,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","1","4",,"01","D","D","D","A","D","1","1","D","D",24,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,630,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300272
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",69,1,"1","39","3",,.,.,"1","2",1119,"1",12,"2","2",.,.,,.,13974,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",300281
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",64,2,"2","08",,"2",.,.,"1","2",818,"1",12,"2","2",.,.,,.,10362,"D","D","D","A","D","D","D","D","D","D","A","A","A","D","D","A","A","A","D",300281
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",69,1,"1","39","3",,.,.,"1","2",1119,"1",12,"2","2",.,.,,.,13974,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",300282
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",64,2,"2","08",,"2",.,.,"1","2",818,"1",12,"2","2",.,.,,.,10362,"D","D","D","A","D","D","D","D","D","D","A","A","A","D","D","A","A","A","D",300282
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","A","A","B",.,93,.,.,.,"C","D","A","A","C",50,52,"D","D","1","1","4",,"03","D","D","D","A","D","1","1","D","D",45,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,1600,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300291
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",50,52,"D","D","1","1","4",,"04","D","D","D","A","D","1","2","D","D",44,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,1600,,0,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","D","D","D",300291
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","2","D","D",15,3,"3","09",,,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",300291
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",12,4,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",300291
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","A","A","B",.,93,.,.,.,"C","D","A","A","C",50,52,"D","D","1","1","4",,"03","D","D","D","A","D","1","1","D","D",45,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,1600,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",300292
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",50,52,"D","D","1","1","4",,"04","D","D","D","A","D","1","2","D","D",44,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,1600,,0,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","D","D","D",300292
