"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
930651,"800940","1",16149,"","1"
930651,"800940","1",16149,"","2"
930651,"800940","1",16149,"","3"
930651,"800940","1",16149,"","4"
930651,"800940","1",16149,"","5"
930651,"900000","1",250000,"","1"
930651,"900000","1",250000,"","2"
930651,"900000","1",250000,"","3"
930651,"900000","1",250000,"","4"
930651,"900000","1",250000,"","5"
930651,"950002","1",28843,"","1"
930651,"950002","1",28843,"","2"
930651,"950002","1",28843,"","3"
930651,"950002","1",28843,"","4"
930651,"950002","1",28843,"","5"
930651,"950012","1",11784,"","1"
930651,"950012","1",11784,"","2"
930651,"950012","1",11784,"","3"
930651,"950012","1",11784,"","4"
930651,"950012","1",11784,"","5"
930651,"980000","1",250000,"","1"
930651,"980000","1",250000,"","2"
930651,"980000","1",250000,"","3"
930651,"980000","1",250000,"","4"
930651,"980000","1",250000,"","5"
930651,"980070","1",209373,"","1"
930651,"980070","1",209373,"","2"
930651,"980070","1",209373,"","3"
930651,"980070","1",209373,"","4"
930651,"980070","1",209373,"","5"
930652,"800940","1",16149,"","1"
930652,"800940","1",16149,"","2"
930652,"800940","1",16149,"","3"
930652,"800940","1",16149,"","4"
930652,"800940","1",16149,"","5"
930652,"900000","1",250000,"","1"
930652,"900000","1",250000,"","2"
930652,"900000","1",250000,"","3"
930652,"900000","1",250000,"","4"
930652,"900000","1",250000,"","5"
930652,"950002","1",28843,"","1"
930652,"950002","1",28843,"","2"
930652,"950002","1",28843,"","3"
930652,"950002","1",28843,"","4"
930652,"950002","1",28843,"","5"
930652,"950012","1",11784,"","1"
930652,"950012","1",11784,"","2"
930652,"950012","1",11784,"","3"
930652,"950012","1",11784,"","4"
930652,"950012","1",11784,"","5"
930652,"980000","1",250000,"","1"
930652,"980000","1",250000,"","2"
930652,"980000","1",250000,"","3"
930652,"980000","1",250000,"","4"
930652,"980000","1",250000,"","5"
930652,"980070","1",209373,"","1"
930652,"980070","1",209373,"","2"
930652,"980070","1",209373,"","3"
930652,"980070","1",209373,"","4"
930652,"980070","1",209373,"","5"
935221,"800940","1",3749,"","1"
935221,"800940","1",3749,"","2"
935221,"800940","1",3749,"","3"
935221,"800940","1",3749,"","4"
935221,"800940","1",3749,"","5"
935221,"900000","1",49000,"","1"
935221,"900000","1",49000,"","2"
935221,"900000","1",49000,"","3"
935221,"900000","1",49000,"","4"
935221,"900000","1",49000,"","5"
935221,"900030","1",17914,"","1"
935221,"900030","1",17914,"","2"
935221,"900030","1",17914,"","3"
935221,"900030","1",17914,"","4"
935221,"900030","1",17914,"","5"
935221,"950002","1",8439,"","1"
935221,"950002","1",8439,"","2"
935221,"950002","1",8439,"","3"
935221,"950002","1",8439,"","4"
935221,"950002","1",8439,"","5"
935221,"950012","1",4083,"","1"
935221,"950012","1",4083,"","2"
935221,"950012","1",4083,"","3"
935221,"950012","1",4083,"","4"
935221,"950012","1",4083,"","5"
935221,"980000","1",66914,"","1"
935221,"980000","1",66914,"","2"
935221,"980000","1",66914,"","3"
935221,"980000","1",66914,"","4"
935221,"980000","1",66914,"","5"
935221,"980070","1",55392,"","1"
935221,"980070","1",55392,"","2"
935221,"980070","1",55392,"","3"
935221,"980070","1",55392,"","4"
935221,"980070","1",55392,"","5"
935222,"800940","1",3749,"","1"
935222,"800940","1",3749,"","2"
935222,"800940","1",3749,"","3"
935222,"800940","1",3749,"","4"
935222,"800940","1",3749,"","5"
935222,"900000","1",49000,"","1"
935222,"900000","1",49000,"","2"
935222,"900000","1",49000,"","3"
935222,"900000","1",49000,"","4"
935222,"900000","1",49000,"","5"
935222,"900030","1",17914,"","1"
935222,"900030","1",17914,"","2"
935222,"900030","1",17914,"","3"
935222,"900030","1",17914,"","4"
935222,"900030","1",17914,"","5"
935222,"950002","1",8439,"","1"
935222,"950002","1",8439,"","2"
935222,"950002","1",8439,"","3"
935222,"950002","1",8439,"","4"
935222,"950002","1",8439,"","5"
935222,"950012","1",4083,"","1"
935222,"950012","1",4083,"","2"
935222,"950012","1",4083,"","3"
935222,"950012","1",4083,"","4"
935222,"950012","1",4083,"","5"
935222,"980000","1",66914,"","1"
935222,"980000","1",66914,"","2"
935222,"980000","1",66914,"","3"
935222,"980000","1",66914,"","4"
935222,"980000","1",66914,"","5"
935222,"980070","1",55392,"","1"
935222,"980070","1",55392,"","2"
935222,"980070","1",55392,"","3"
935222,"980070","1",55392,"","4"
935222,"980070","1",55392,"","5"
930501,"800940","1",3743,"","1"
930501,"800940","1",3668,"","2"
930501,"800940","1",3098,"","3"
930501,"800940","1",3293,"","4"
930501,"800940","1",3324,"","5"
930501,"900000","1",48930,"","1"
930501,"900000","1",47951,"","2"
930501,"900000","1",40497,"","3"
930501,"900000","1",43051,"","4"
930501,"900000","1",43445,"","5"
930501,"980000","1",48930,"","1"
930501,"980000","1",47951,"","2"
930501,"980000","1",40497,"","3"
930501,"980000","1",43051,"","4"
930501,"980000","1",43445,"","5"
930501,"980070","1",49990,"","1"
930501,"980070","1",49011,"","2"
930501,"980070","1",41557,"","3"
930501,"980070","1",44111,"","4"
930501,"980070","1",44505,"","5"
930502,"800940","1",3284,"","1"
930502,"800940","1",3251,"","2"
930502,"800940","1",3345,"","3"
930502,"800940","1",3491,"","4"
930502,"800940","1",3235,"","5"
930502,"900000","1",42934,"","1"
930502,"900000","1",42498,"","2"
930502,"900000","1",43720,"","3"
930502,"900000","1",45640,"","4"
930502,"900000","1",42294,"","5"
930502,"980000","1",42934,"","1"
930502,"980000","1",42498,"","2"
930502,"980000","1",43720,"","3"
930502,"980000","1",45640,"","4"
930502,"980000","1",42294,"","5"
930502,"980070","1",43994,"","1"
930502,"980070","1",43558,"","2"
930502,"980070","1",44780,"","3"
930502,"980070","1",46700,"","4"
930502,"980070","1",43354,"","5"
931011,"800940","1",8395,"","1"
931011,"800940","1",8245,"","2"
931011,"800940","1",8178,"","3"
931011,"800940","1",8570,"","4"
931011,"800940","1",8089,"","5"
931011,"900000","1",109737,"","1"
931011,"900000","1",107775,"","2"
931011,"900000","1",106901,"","3"
931011,"900000","1",112023,"","4"
931011,"900000","1",105730,"","5"
931011,"950002","1",16248,"","1"
931011,"950002","1",16001,"","2"
931011,"950002","1",15890,"","3"
931011,"950002","1",16536,"","4"
931011,"950002","1",15743,"","5"
931011,"950012","1",2162,"","1"
931011,"950012","1",2128,"","2"
931011,"950012","1",2113,"","3"
931011,"950012","1",2203,"","4"
931011,"950012","1",2092,"","5"
931011,"980000","1",109737,"","1"
931011,"980000","1",107775,"","2"
931011,"980000","1",106901,"","3"
931011,"980000","1",112023,"","4"
931011,"980000","1",105730,"","5"
931011,"980070","1",91327,"","1"
931011,"980070","1",89646,"","2"
931011,"980070","1",88898,"","3"
931011,"980070","1",93284,"","4"
931011,"980070","1",87895,"","5"
931012,"800940","1",8083,"","1"
931012,"800940","1",8616,"","2"
931012,"800940","1",8255,"","3"
931012,"800940","1",8072,"","4"
931012,"800940","1",8204,"","5"
931012,"900000","1",105652,"","1"
931012,"900000","1",112626,"","2"
931012,"900000","1",107896,"","3"
931012,"900000","1",105508,"","4"
931012,"900000","1",107236,"","5"
931012,"950002","1",15733,"","1"
931012,"950002","1",16612,"","2"
931012,"950002","1",16016,"","3"
931012,"950002","1",15715,"","4"
931012,"950002","1",15933,"","5"
931012,"950012","1",2091,"","1"
931012,"950012","1",2213,"","2"
931012,"950012","1",2130,"","3"
931012,"950012","1",2088,"","4"
931012,"950012","1",2119,"","5"
931012,"980000","1",105652,"","1"
931012,"980000","1",112626,"","2"
931012,"980000","1",107896,"","3"
931012,"980000","1",105508,"","4"
931012,"980000","1",107236,"","5"
931012,"980070","1",87828,"","1"
931012,"980070","1",93801,"","2"
931012,"980070","1",89750,"","3"
931012,"980070","1",87705,"","4"
931012,"980070","1",89184,"","5"
934211,"900030","1",26314,"","1"
934211,"900030","1",26314,"","2"
934211,"900030","1",26314,"","3"
934211,"900030","1",26314,"","4"
934211,"900030","1",26314,"","5"
934211,"900040","1",60785,"T","1"
934211,"900040","1",60785,"T","2"
934211,"900040","1",60785,"T","3"
934211,"900040","1",60785,"T","4"
934211,"900040","1",60785,"T","5"
934211,"980000","1",87099,"T","1"
934211,"980000","1",87099,"T","2"
934211,"980000","1",87099,"T","3"
934211,"980000","1",87099,"T","4"
934211,"980000","1",87099,"T","5"
934211,"980070","1",87099,"T","1"
934211,"980070","1",87099,"T","2"
934211,"980070","1",87099,"T","3"
934211,"980070","1",87099,"T","4"
934211,"980070","1",87099,"T","5"
934212,"900030","1",26314,"","1"
934212,"900030","1",26314,"","2"
934212,"900030","1",26314,"","3"
934212,"900030","1",26314,"","4"
934212,"900030","1",26314,"","5"
934212,"900040","1",12558,"","1"
934212,"900040","1",5351,"","2"
934212,"900040","1",2290,"","3"
934212,"900040","1",48855,"","4"
934212,"900040","1",241,"","5"
934212,"980000","1",38872,"","1"
934212,"980000","1",31665,"","2"
934212,"980000","1",28604,"","3"
934212,"980000","1",75169,"","4"
934212,"980000","1",26555,"","5"
934212,"980070","1",38872,"","1"
934212,"980070","1",31665,"","2"
934212,"980070","1",28604,"","3"
934212,"980070","1",75169,"","4"
934212,"980070","1",26555,"","5"
935251,"800940","1",3732,"","1"
935251,"800940","1",3732,"","2"
935251,"800940","1",3732,"","3"
935251,"800940","1",3732,"","4"
935251,"800940","1",3732,"","5"
935251,"900000","1",48780,"","1"
935251,"900000","1",48780,"","2"
935251,"900000","1",48780,"","3"
935251,"900000","1",48780,"","4"
935251,"900000","1",48780,"","5"
935251,"900030","1",35950,"","1"
935251,"900030","1",35950,"","2"
935251,"900030","1",35950,"","3"
935251,"900030","1",35950,"","4"
935251,"900030","1",35950,"","5"
935251,"900040","1",60785,"T","1"
935251,"900040","1",60785,"T","2"
935251,"900040","1",60785,"T","3"
935251,"900040","1",60785,"T","4"
935251,"900040","1",60785,"T","5"
935251,"900080","1",579,"","1"
935251,"900080","1",31,"","2"
935251,"900080","1",70,"","3"
935251,"900080","1",26,"","4"
935251,"900080","1",279,"","5"
935251,"950002","1",3435,"","1"
935251,"950002","1",3435,"","2"
935251,"950002","1",3435,"","3"
935251,"950002","1",3435,"","4"
935251,"950002","1",3435,"","5"
935251,"980000","1",146094,"T","1"
935251,"980000","1",145546,"T","2"
935251,"980000","1",145585,"T","3"
935251,"980000","1",145541,"T","4"
