"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
542051,"800940",3443,,"1"
542051,"900000",45000,,"1"
542051,"900080",25,,"1"
542051,"950001",-2800,,"1"
542051,"980000",45025,,"1"
542051,"980010",4,,"1"
542051,"980020",28,,"1"
542051,"980030",1,,"1"
542051,"980040",3,,"1"
542051,"980050",2,,"1"
542051,"980070",47825,,"1"
542051,"980210",100,,"1"
542051,"980260",100,,"1"
542051,"980281",100,,"1"
542051,"980286",100,,"1"
542051,"980310",100,,"1"
542051,"980330",100,,"1"
542052,"800940",3443,,"1"
542052,"900000",45000,,"1"
542052,"900080",25,,"1"
542052,"950001",-2800,,"1"
542052,"980000",45025,,"1"
542052,"980010",4,,"1"
542052,"980020",28,,"1"
542052,"980030",1,,"1"
542052,"980040",3,,"1"
542052,"980050",2,,"1"
542052,"980070",47825,,"1"
542052,"980210",100,,"1"
542052,"980260",100,,"1"
542052,"980281",100,,"1"
542052,"980286",100,,"1"
542052,"980310",100,,"1"
542052,"980330",100,,"1"
542061,"980010",2,,"1"
542061,"980020",24,,"1"
542061,"980030",2,,"1"
542061,"980040",1,,"1"
542061,"980210",100,,"1"
542061,"980260",100,,"1"
542061,"980281",100,,"1"
542061,"980285",100,,"1"
542061,"980300",100,,"1"
542061,"980330",100,,"1"
542062,"980010",2,,"1"
542062,"980020",24,,"1"
542062,"980030",2,,"1"
542062,"980040",1,,"1"
542062,"980210",100,,"1"
542062,"980260",100,,"1"
542062,"980281",100,,"1"
542062,"980285",100,,"1"
542062,"980310",100,,"1"
542062,"980330",100,,"1"
542071,"800940",2295,,"1"
542071,"900000",30000,,"1"
542071,"900030",3308,,"1"
542071,"980000",33308,,"1"
542071,"980010",2,,"1"
542071,"980020",70,,"1"
542071,"980030",1,,"1"
542071,"980040",2,,"1"
542071,"980060",2,,"1"
542071,"980070",33308,,"1"
542071,"980090",100,,"1"
542071,"980210",100,,"1"
542071,"980240",100,,"1"
542071,"980281",100,,"1"
542071,"980286",100,,"1"
542071,"980310",100,,"1"
542071,"980330",100,,"1"
542072,"800940",2295,,"1"
542072,"900000",30000,,"1"
542072,"900030",3308,,"1"
542072,"980000",33308,,"1"
542072,"980010",2,,"1"
542072,"980020",70,,"1"
542072,"980030",1,,"1"
542072,"980040",2,,"1"
542072,"980060",2,,"1"
542072,"980070",33308,,"1"
542072,"980090",100,,"1"
542072,"980210",100,,"1"
542072,"980240",100,,"1"
542072,"980281",100,,"1"
542072,"980286",100,,"1"
542072,"980310",100,,"1"
542072,"980330",100,,"1"
542081,"800940",3213,,"1"
542081,"900000",42000,,"1"
542081,"900030",5794,,"1"
542081,"980000",47794,,"1"
542081,"980010",2,,"1"
542081,"980020",69,,"1"
