"HRSPERWK","WKS_WRKD","EMPLTYPE","MARITAL","HISPANIC","WHYNOWRK","OCCULIST","MEMBRACE","SEX","HRSP_RWK","WKS__RKD","EMPL_YPE","HISP_NIC","WHYN_WRK","OCCU_IST","NEWID","AGE","AGE_","ANFEDTXX","ANFE_TXX","ANGVX","ANGVX_","ANPVTX","ANPVTX_","ANRRX","ANRRX_","ANSTATXX","ANST_TXX","ANYRAIL","ANYRAIL_","ANYSSINC","ANYS_INC","BSNSX","BSNSX_","CU_CODE1","EDUCA","EDUCA_","FARMX","FARMX_","FEDTXX","FEDTXX_","GROSPAYX","GROS_AYX","GVX","GVX_","IRAX","IRAX_","JSSDEDX","JSSDEDX_","MEMBNO","PVTX","PVTX_","RRX","RRX_","SCHLNCHQ","SCHL_CHQ","SCHLNCHX","SCHL_CHX","SLFEMPSS","SLFE_PSS","SS_RRX","SS_RRX_","STA_SUPP","STA__UPP","STATXX","STATXX_","SUPPX","SUPPX_","US_SUPP","US_SUPP_","WAGEX","WAGEX_","SS_RRQ","SS_RRQ_","SOCRRX","SOCRRX_","ARM_FORC","ARM__ORC","IN_COLL","IN_COLL_","MEDICARE","MEDI_ARE","PAYPERD","PAYPERD_","HORIGIN","RC_WHITE","RC_W_ITE","RC_BLACK","RC_B_ACK","RC_NATAM","RC_N_TAM","RC_ASIAN","RC_A_IAN","RC_PACIL","RC_P_CIL","RC_OTHER","RC_O_HER","RC_DK","RC_DK_"
40,52,"1","1",,,"03","1","1","D","D","D","A","A","D",521782,30,"D",14388,"D",.,"A",8942,"D",.,"A",5260,"D","2","D","2","D",.,"A","1","41","D",.,"A",279,"D",867,"D",.,"A",.,"A",3420,"D",1,300,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",102,"D",.,"A","2","D",44710,"D",.,"A",0,"D","2","D","3","D",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"1",,"2",,"1","2","A","D","A","A","D","A",521782,29,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","2","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,.,,"5",,,,"1","1","A","A","A","A","A","A",521782,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,.,,"5",,,,"1","2","A","A","A","A","A","A",521782,3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
55,40,"1","5",,,"15","1","1","D","D","D","A","A","D",521791,51,"D",1567,"D",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","43","D",.,"A",50,"D",638,"D",.,"A",.,"A",1530,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",20000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
55,40,"1","5",,,"15","1","1","D","D","D","A","A","D",521792,51,"D",1567,"D",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","43","D",.,"A",50,"D",638,"D",.,"A",.,"A",1530,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",20000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"2",,"1",,"1","2","A","D","A","A","D","A",521802,76,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",704,"D",,"A","3","D","1","D",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
45,52,"1","5",,,"14","1","1","D","D","D","A","A","D",521811,26,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","1","41","D",.,"A",.,"C",900,"D",.,"C",.,"A",383,"D",1,.,"B",.,"C",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",5000,"D",.,"A",0,"D","2","D","2","D",,"A","1","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
45,52,"1","5",,,"14","1","1","D","D","D","A","A","D",521812,26,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","1","41","D",.,"A",.,"C",900,"D",.,"C",.,"A",383,"D",1,.,"B",.,"C",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",5000,"D",.,"A",0,"D","2","D","2","D",,"A","1","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","1",,,"03","1","2","D","D","D","A","A","D",521821,58,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","1","43","D",.,"A",.,"C",.,"C",.,"C",.,"A",2295,"D",1,.,"C",.,"C",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",30000,"D",.,"A",0,"D","2","D","3","D",,"A",,"C","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
50,52,"4","1",,,"03","1","1","D","D","D","A","A","D",521821,54,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","2","46","D",.,"A",.,"C",.,"C",.,"C",.,"C",5508,"D",2,.,"C",.,"C",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",72000,"D",.,"A",0,"D","2","D","3","D",,"A",,"C","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
25,4,"4","5",,,"01","1","2","D","D","D","A","A","D",521821,17,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","3","39","D",.,"A",.,"C",.,"C",.,"C",.,"C",0,"D",3,.,"C",.,"C",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","1","D",,"A",,"C","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","1",,,"03","1","2","D","D","D","A","A","D",521822,58,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","1","43","D",.,"A",.,"C",.,"C",.,"C",.,"A",2295,"D",1,.,"C",.,"C",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",30000,"D",.,"A",0,"D","2","D","3","D",,"A",,"C","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
50,52,"4","1",,,"03","1","1","D","D","D","A","A","D",521822,54,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","2","46","D",.,"A",.,"C",.,"C",.,"C",.,"C",5508,"D",2,.,"C",.,"C",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",72000,"D",.,"A",0,"D","2","D","3","D",,"A",,"C","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
25,4,"4","5",,,"01","1","2","D","D","D","A","A","D",521822,17,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","3","39","D",.,"A",.,"C",.,"C",.,"C",.,"C",0,"D",3,.,"C",.,"C",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","1","D",,"A",,"C","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","3",,,"07","1","1","D","D","D","A","A","D",521831,31,"D",3479,"D",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","38","D",.,"A",147,"D",1479,"D",.,"A",.,"A",2678,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",35000,"D",.,"A",0,"D","2","D",,"A",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"5",,"6",,"1","1","A","D","A","A","D","A",521831,20,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","6","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,50,"1","3",,,"10","1","1","D","D","D","A","A","D",521831,31,"D",3600,"D",.,"A",.,"A",.,"A",480,"D","2","D","2","D",.,"A","9","40","D",.,"A",60,"D",200,"D",.,"A",.,"A",918,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",8,"D",.,"A","2","D",12000,"D",.,"A",0,"D","2","D","3","D",,"A","1","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"5",,"6",,"1","1","A","D","A","A","D","A",521831,22,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","9","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
