"HH_CU_Q","hhid","hhid_","newid"
1,.,"A",460581
1,.,"A",460582
1,.,"A",460591
1,.,"A",460592
1,.,"A",460601
1,.,"A",460602
1,.,"A",460611
1,.,"A",460612
1,.,"A",460621
1,.,"A",460622
1,.,"A",460631
1,.,"A",460632
1,.,"A",460641
1,.,"A",460642
1,.,"A",460651
1,.,"A",460652
1,.,"A",460661
1,.,"A",460671
1,.,"A",460672
1,.,"A",460681
1,.,"A",460682
1,.,"A",460691
1,.,"A",460692
1,.,"A",460702
1,.,"A",460711
1,.,"A",460712
1,.,"A",460721
1,.,"A",460722
1,.,"A",460732
1,.,"A",460741
1,.,"A",460742
1,.,"A",460751
1,.,"A",460752
1,.,"A",460761
1,.,"A",460762
1,.,"A",460771
1,.,"A",460772
1,.,"A",460781
1,.,"A",460782
1,.,"A",460791
1,.,"A",460792
1,.,"A",460801
1,.,"A",460802
1,.,"A",460811
1,.,"A",460812
1,.,"A",460821
1,.,"A",460822
1,.,"A",460831
1,.,"A",460841
1,.,"A",460842
1,.,"A",460851
1,.,"A",460852
1,.,"A",460861
1,.,"A",460862
1,.,"A",460871
1,.,"A",460872
1,.,"A",460881
1,.,"A",460882
1,.,"A",460891
1,.,"A",460892
1,.,"A",460901
1,.,"A",460902
1,.,"A",460911
1,.,"A",460912
1,.,"A",460921
1,.,"A",460931
1,.,"A",460932
1,.,"A",460941
1,.,"A",460942
2,22,"D",460951
2,51,"D",460952
1,.,"A",460961
1,.,"A",460962
1,.,"A",460971
1,.,"A",460972
1,.,"A",460981
1,.,"A",460982
1,.,"A",460991
1,.,"A",460992
1,.,"A",461001
1,.,"A",461002
1,.,"A",461011
1,.,"A",461012
1,.,"A",461021
1,.,"A",461022
1,.,"A",461031
1,.,"A",461032
1,.,"A",461041
1,.,"A",461042
1,.,"A",461051
1,.,"A",461052
1,.,"A",461061
1,.,"A",461062
1,.,"A",461071
1,.,"A",461072
1,.,"A",461081
1,.,"A",461082
1,.,"A",461091
1,.,"A",461092
1,.,"A",461101
1,.,"A",461102
1,.,"A",461111
1,.,"A",461112
1,.,"A",461121
1,.,"A",461122
1,.,"A",461131
1,.,"A",461132
1,.,"A",461141
1,.,"A",461142
1,.,"A",461152
1,.,"A",461161
1,.,"A",461162
1,.,"A",461171
1,.,"A",461172
1,.,"A",461181
1,.,"A",461182
1,.,"A",461191
1,.,"A",461192
1,.,"A",461201
1,.,"A",461202
1,.,"A",461211
1,.,"A",461212
1,.,"A",461221
1,.,"A",461231
1,.,"A",461232
1,.,"A",461241
1,.,"A",461251
1,.,"A",461252
1,.,"A",461261
1,.,"A",461262
1,.,"A",461271
1,.,"A",461272
1,.,"A",461281
1,.,"A",461291
1,.,"A",461292
1,.,"A",461301
1,.,"A",461302
1,.,"A",461311
1,.,"A",461312
1,.,"A",461321
1,.,"A",461322
1,.,"A",461331
1,.,"A",461332
1,.,"A",461341
1,.,"A",461342
1,.,"A",461351
1,.,"A",461352
1,.,"A",461361
1,.,"A",461362
1,.,"A",461371
1,.,"A",461372
1,.,"A",461381
1,.,"A",461382
1,.,"A",461392
1,.,"A",461401
1,.,"A",461411
1,.,"A",461412
1,.,"A",461421
1,.,"A",461422
1,.,"A",461431
1,.,"A",461432
1,.,"A",461441
1,.,"A",461442
1,.,"A",461451
1,.,"A",461452
1,.,"A",461461
1,.,"A",461462
1,.,"A",461471
1,.,"A",461472
1,.,"A",461481
1,.,"A",461482
1,.,"A",461491
1,.,"A",461492
1,.,"A",461501
1,.,"A",461502
1,.,"A",461511
1,.,"A",461512
1,.,"A",461521
1,.,"A",461522
1,.,"A",461531
1,.,"A",461532
1,.,"A",461541
1,.,"A",461542
2,15,"D",461551
2,44,"D",461552
2,28,"D",461561
2,57,"D",461562
1,.,"A",461571
1,.,"A",461572
1,.,"A",461581
1,.,"A",461582
1,.,"A",461591
1,.,"A",461592
1,.,"A",461601
1,.,"A",461602
1,.,"A",461611
1,.,"A",461612
1,.,"A",461621
1,.,"A",461622
1,.,"A",461631
1,.,"A",461632
1,.,"A",461642
1,.,"A",461651
1,.,"A",461652
1,.,"A",461661
1,.,"A",461662
1,.,"A",461671
1,.,"A",461672
1,.,"A",461681
1,.,"A",461682
1,.,"A",461691
1,.,"A",461692
1,.,"A",461701
1,.,"A",461711
1,.,"A",461712
1,.,"A",461721
1,.,"A",461722
1,.,"A",461732
1,.,"A",461741
1,.,"A",461742
3,12,"D",461751
3,41,"D",461752
1,.,"A",461761
1,.,"A",461762
1,.,"A",461771
1,.,"A",461772
1,.,"A",461781
1,.,"A",461782
1,.,"A",461791
1,.,"A",461792
1,.,"A",461801
1,.,"A",461802
1,.,"A",461811
1,.,"A",461812
2,3,"D",461821
1,.,"A",461831
1,.,"A",461832
1,.,"A",461841
1,.,"A",461842
1,.,"A",461851
1,.,"A",461852
1,.,"A",461861
1,.,"A",461862
1,.,"A",461871
1,.,"A",461881
1,.,"A",461882
1,.,"A",461891
1,.,"A",461892
1,.,"A",461901
1,.,"A",461902
1,.,"A",461911
1,.,"A",461912
1,.,"A",461921
1,.,"A",461922
1,.,"A",461931
1,.,"A",461932
1,.,"A",461941
1,.,"A",461942
1,.,"A",461951
1,.,"A",461952
