"HRSPERWK","WKS_WRKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","RACE","SEX","HRSP_RWK","WKS__RKD","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE_","SEX_","NEWID","AGE","AGE_","ANFEDTXX","ANFE_TXX","ANGVX","ANGVX_","ANPVTX","ANPVTX_","ANRRX","ANRRX_","ANSTATXX","ANST_TXX","ANYRAIL","ANYRAIL_","ANYSSINC","ANYS_INC","BSNSX","BSNSX_","CU_CODE1","CU_C_DE1","EDUCA","EDUCA_","FARMX","FARMX_","FEDTXX","FEDTXX_","GROSPAYX","GROS_AYX","GVX","GVX_","IRAX","IRAX_","JSSDEDX","JSSDEDX_","MEMBNO","PVTX","PVTX_","RRX","RRX_","SCHLNCHQ","SCHL_CHQ","SCHLNCHX","SCHL_CHX","SLFEMPSS","SLFE_PSS","SS_RRX","SS_RRX_","STA_SUPP","STA__UPP","STATXX","STATXX_","SUPPX","SUPPX_","US_SUPP","US_SUPP_","WAGEX","WAGEX_","SS_RRQ","SS_RRQ_","SOCRRX","SOCRRX_","ARM_FORC","ARM__ORC","IN_COLL","IN_COLL_","MEDICARE","MEDI_ARE","PAYPERD","PAYPERD_"
10,10,"1","5","4",,"10","1","1","D","D","D","D","D","A","D","D","D",420001,24,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",51,"D",.,"A",.,"A",39,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",515,"D",.,"A",0,"D","2","D","1","D",,"A","1","D"
10,10,"1","5","4",,"10","1","1","D","D","D","D","D","A","D","D","D",420002,24,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",51,"D",.,"A",.,"A",39,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",515,"D",.,"A",0,"D","2","D","1","D",,"A","1","D"
40,28,"1","2","3",,"04","2","2","D","D","D","D","D","A","D","D","D",420011,50,"D",1798,"D",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","40","D",.,"A",29,"D",500,"D",.,"A",.,"A",2372,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",31000,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
40,52,"1","1","3",,"12","2","1","D","D","D","D","D","A","D","D","D",420011,29,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","4","D","39","D",.,"A",.,"A",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,.,,"5","3",,,"2","1","A","A","A","D","D","A","A","D","D",420011,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","4","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
40,28,"1","2","3",,"04","2","2","D","D","D","D","D","A","D","D","D",420012,50,"D",1798,"D",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","40","D",.,"A",29,"D",500,"D",.,"A",.,"A",2372,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",31000,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
40,52,"1","1","3",,"12","2","1","D","D","D","D","D","A","D","D","D",420012,29,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","4","D","39","D",.,"A",.,"A",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,.,,"5","3",,,"2","1","A","A","A","D","D","A","A","D","D",420012,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","4","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
40,52,"1","3","4",,"14","1","1","D","D","D","D","D","A","D","D","D",420021,39,"D",7816,"D",.,"A",.,"A",.,"A",1184,"D","2","D","2","D",.,"A","1","D","41","D",.,"A",330,"D",1900,"D",.,"A",7280,"D",3443,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",50,"D",.,"A","2","D",45000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,0,,"5","4","3",,"1","2","A","D","A","D","D","D","A","D","D",420021,16,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","10","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
40,52,"1","3","4",,"14","1","1","D","D","D","D","D","A","D","D","D",420022,39,"D",7816,"D",.,"A",.,"A",.,"A",1184,"D","2","D","2","D",.,"A","1","D","41","D",.,"A",330,"D",1900,"D",.,"A",7280,"D",3443,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",50,"D",.,"A","2","D",45000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,0,,"5","4","3",,"1","2","A","D","A","D","D","D","A","D","D",420022,16,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","10","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,0,,"1","1","1",,"1","1","A","D","A","D","D","D","A","D","D",420031,71,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",648,"D",,"A","3","D","1","D",,"A"
.,0,,"1","1","1",,"1","2","A","D","A","D","D","D","A","D","D",420031,70,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","2","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",648,"D",,"A","3","D","1","D",,"A"
.,0,,"1","1","1",,"1","1","A","D","A","D","D","D","A","D","D",420032,71,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",648,"D",,"A","3","D","1","D",,"A"
.,0,,"1","1","1",,"1","2","A","D","A","D","D","D","A","D","D",420032,70,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","2","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",648,"D",,"A","3","D","1","D",,"A"
50,48,"1","1","1",,"04","1","2","D","D","D","D","D","A","D","D","D",420041,42,"D",98,"D",.,"A",.,"A",.,"A",31,"D","2","D","2","D",.,"A","1","D","40","D",.,"A",88,"D",780,"D",.,"A",.,"A",67,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",28,"D",.,"B","1","D",870,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
.,.,,"5","1",,,"1","1","A","A","A","D","D","A","A","D","D",420041,7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
50,48,"1","1","1",,"04","1","2","D","D","D","D","D","A","D","D","D",420042,42,"D",98,"D",.,"A",.,"A",.,"A",31,"D","2","D","2","D",.,"A","1","D","40","D",.,"A",88,"D",780,"D",.,"A",.,"A",67,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",28,"D",.,"B","1","D",870,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
.,.,,"5","1",,,"1","1","A","A","A","D","D","A","A","D","D",420042,7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,0,,"5","2","3",,"1","1","A","D","A","D","D","D","A","D","D",420051,18,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,0,,"1","2","2",,"1","2","A","D","A","D","D","D","A","D","D",420051,41,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","7","D","40","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
17,52,"1","1","2",,"10","1","1","D","D","D","D","D","A","D","D","D",420051,33,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","7","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",1836,"D",4,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","1","D",.,"C",.,"B","2","D",24000,"D",.,"A",0,"D","2","D","3","D",,"A",,"A"
20,6,"1","5","2",,"10","1","1","D","D","D","D","D","A","D","D","D",420051,16,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","9","D","10","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,.,,"5","2",,,"1","1","A","A","A","D","D","A","A","D","D",420051,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","9","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,0,,"5","2","3",,"1","1","A","D","A","D","D","D","A","D","D",420052,18,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,0,,"1","2","2",,"1","2","A","D","A","D","D","D","A","D","D",420052,41,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","7","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
17,52,"1","1","2",,"10","1","1","D","D","D","D","D","A","D","D","D",420052,33,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","7","D","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",1836,"D",4,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","1","D",.,"C",.,"B","2","D",24000,"D",.,"A",0,"D","2","D","3","D",,"A",,"A"
20,6,"1","5","2",,"10","1","1","D","D","D","D","D","A","D","D","D",420052,16,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","9","D","10","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,.,,"5","2",,,"1","1","A","A","A","D","D","A","A","D","D",420052,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","9","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,0,,"2","3","1",,"2","2","A","D","A","D","D","D","A","D","D",420061,68,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",207,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",3132,"D",,"A","3","D","1","D",,"A"
.,0,,"2","3","1",,"2","2","A","D","A","D","D","D","A","D","D",420062,68,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",207,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",3132,"D",,"A","3","D","1","D",,"A"
25,52,"5","3","2",,"10","1","2","D","D","D","D","D","A","D","D","D",420071,53,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",10000,"D","1","D","06","D",.,"A",.,"A",.,"A",.,"A",.,"A",1530,"D",1,.,"A",.,"A",.,"A",.,"A",1530,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
40,16,"1","5","2",,"13","1","2","D","D","D","D","D","A","D","D","D",420071,25,"D",928,"D",.,"A",.,"A",.,"A",240,"D","2","D","2","D",.,"A","3","D","39","D",.,"A",58,"D",320,"D",.,"A",.,"A",392,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",15,"D",.,"A","2","D",5120,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
35,16,"1","5","2",,"10","1","2","D","D","D","D","D","A","D","D","D",420071,33,"D",632,"D",.,"A",.,"A",.,"A",64,"D","2","D","2","D",.,"A","8","D","39","D",.,"A",79,"D",525,"D",.,"A",.,"A",321,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",8,"D",.,"A","2","D",4200,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
25,52,"5","3","2",,"10","1","2","D","D","D","D","D","A","D","D","D",420072,53,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",10000,"D","1","D","06","D",.,"A",.,"A",.,"A",.,"A",.,"A",1530,"D",1,.,"A",.,"A",.,"A",.,"A",1530,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
40,16,"1","5","2",,"13","1","2","D","D","D","D","D","A","D","D","D",420072,25,"D",928,"D",.,"A",.,"A",.,"A",240,"D","2","D","2","D",.,"A","3","D","39","D",.,"A",58,"D",320,"D",.,"A",.,"A",392,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",15,"D",.,"A","2","D",5120,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
35,16,"1","5","2",,"10","1","2","D","D","D","D","D","A","D","D","D",420072,33,"D",632,"D",.,"A",.,"A",.,"A",64,"D","2","D","2","D",.,"A","8","D","39","D",.,"A",79,"D",525,"D",.,"A",.,"A",321,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",8,"D",.,"A","2","D",4200,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
30,52,"5","1","4",,"13","1","1","D","D","D","D","D","A","D","D","D",420081,55,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"C","1","D","09","D",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
40,52,"1","1","4",,"13","1","2","D","D","D","D","D","A","D","D","D",420081,50,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","1","D"
30,52,"1","5","4",,"13","1","1","D","D","D","D","D","A","D","D","D",420081,19,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","1","D"
20,20,"1","5","4",,"10","1","2","D","D","D","D","D","A","D","D","D",420081,18,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","9","D","10","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",4,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D",,"A",,"A","1","D"
30,52,"5","1","4",,"13","1","1","D","D","D","D","D","A","D","D","D",420082,55,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"C","1","D","09","D",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
40,52,"1","1","4",,"13","1","2","D","D","D","D","D","A","D","D","D",420082,50,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","1","D"
30,52,"1","5","4",,"13","1","1","D","D","D","D","D","A","D","D","D",420082,19,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","1","D"
20,20,"1","5","4",,"10","1","2","D","D","D","D","D","A","D","D","D",420082,18,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","9","D","10","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",4,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D",,"A",,"A","1","D"
40,52,"3","3","4",,"02","1","2","D","D","D","D","D","A","D","D","D",420091,49,"D",.,"B",.,"B",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","46","D",.,"A",.,"C",.,"C",.,"C",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","3","D"
40,52,"3","5","4",,"04","1","1","D","D","D","D","D","A","D","D","D",420091,30,"D",.,"B",.,"B",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","D","43","D",.,"A",.,"C",.,"C",.,"C",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","2","D"
40,52,"3","3","4",,"02","1","2","D","D","D","D","D","A","D","D","D",420092,49,"D",.,"B",.,"B",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","46","D",.,"A",.,"C",.,"C",.,"C",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","3","D"
40,52,"3","5","4",,"04","1","1","D","D","D","D","D","A","D","D","D",420092,30,"D",.,"B",.,"B",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","D","43","D",.,"A",.,"C",.,"C",.,"C",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","2","D"
40,25,"1","1","1",,"03","1","1","D","D","D","D","D","A","D","D","D",420101,23,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",.,"A",.,"A",.,"A",648,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",8475,"D",.,"A",0,"D","2","D","3","D",,"A",,"A"
40,52,"1","1","1",,"03","1","2","D","D","D","D","D","A","D","D","D",420101,19,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","38","D",.,"A",.,"C",.,"A",.,"A",.,"A",1349,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",17628,"D",.,"A",0,"D","2","D",,"A",,"A",,"A"
40,25,"1","1","1",,"03","1","1","D","D","D","D","D","A","D","D","D",420102,23,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",.,"A",.,"A",.,"A",648,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",8475,"D",.,"A",0,"D","2","D","3","D",,"A",,"A"
40,52,"1","1","1",,"03","1","2","D","D","D","D","D","A","D","D","D",420102,19,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","38","D",.,"A",.,"C",.,"A",.,"A",.,"A",1349,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",17628,"D",.,"A",0,"D","2","D",,"A",,"A",,"A"
40,52,"1","1","1",,"04","1","2","D","D","D","D","D","A","D","D","D",420111,51,"D",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","43","D",.,"A",.,"C",509,"D",.,"A",.,"A",1989,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",26000,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
60,52,"1","1","2",,"03","1","1","D","D","D","D","D","A","D","D","D",420111,51,"D",.,"B",.,"A",6499,"D",.,"A",.,"A","2","D","2","D",.,"A","2","D","44","D",.,"A",.,"C",2885,"D",.,"A",.,"A",5738,"D",2,250,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",75000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
40,52,"1","1","1",,"04","1","2","D","D","D","D","D","A","D","D","D",420112,51,"D",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","43","D",.,"A",.,"C",509,"D",.,"A",.,"A",1989,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",26000,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
60,52,"1","1","2",,"03","1","1","D","D","D","D","D","A","D","D","D",420112,51,"D",.,"B",.,"A",6499,"D",.,"A",.,"A","2","D","2","D",.,"A","2","D","44","D",.,"A",.,"C",2885,"D",.,"A",.,"A",5738,"D",2,250,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",75000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,0,,"5","4","4",,"1","2","A","D","A","D","D","D","A","D","D",420121,41,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","44","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,0,,"3","4","4",,"1","2","A","D","A","D","D","D","A","D","D",420121,49,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","9","D","11","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,0,,"5","4","4",,"1","2","A","D","A","D","D","D","A","D","D",420122,41,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","44","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,0,,"3","4","4",,"1","2","A","D","A","D","D","D","A","D","D",420122,49,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","9","D","11","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,0,,"2","4","4",,"1","2","A","D","A","D","D","D","A","D","D",420131,47,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","38","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",1117,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",13404,"D","2","D",,"A","2","D",,"A"
.,.,,"5","4",,,"1","2","A","A","A","D","D","A","A","D","D",420131,7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,0,,"2","4","4",,"1","2","A","D","A","D","D","D","A","D","D",420132,47,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","38","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",1117,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",13404,"D","2","D",,"A","2","D",,"A"
