"HRSPERWK","WKS_WRKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","RACE","SEX","HRSP_RWK","WKS__RKD","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE_","SEX_","NEWID","AGE","AGE_","ANFEDTXX","ANFE_TXX","ANGVX","ANGVX_","ANPVTX","ANPVTX_","ANRRX","ANRRX_","ANSTATXX","ANST_TXX","ANYRAIL","ANYRAIL_","ANYSSINC","ANYS_INC","BSNSX","BSNSX_","CU_CODE1","CU_C_DE1","EDUCA","EDUCA_","FARMX","FARMX_","FEDTXX","FEDTXX_","GROSPAYX","GROS_AYX","GVX","GVX_","IRAX","IRAX_","JSSDEDX","JSSDEDX_","MEMBNO","PVTX","PVTX_","RRX","RRX_","SCHLNCHQ","SCHL_CHQ","SCHLNCHX","SCHL_CHX","SLFEMPSS","SLFE_PSS","SS_RRX","SS_RRX_","STA_SUPP","STA__UPP","STATXX","STATXX_","SUPPX","SUPPX_","US_SUPP","US_SUPP_","WAGEX","WAGEX_","SS_RRQ","SS_RRQ_","SOCRRX","SOCRRX_","ARM_FORC","ARM__ORC","IN_COLL","IN_COLL_","MEDICARE","MEDI_ARE","PAYPERD","PAYPERD_"
50,48,"3","1","1",,"02","1","1","D","D","D","D","D","A","D","D","D",464471,66,"D",.,"B",.,"A",.,"B",.,"A",.,"A","2","D","1","D",.,"A","2","D","46","D",.,"A",.,"C",2702,"D",.,"A",3000,"D",5202,"D",2,.,"C",.,"A",.,"A",.,"A",0,"D",1427,"D","2","D",.,"A",.,"A","2","D",68000,"D",12,"D",17124,"D",,"A","3","D","2","D","3","D"
.,0,,"1","1","1",,"1","2","A","D","A","D","D","D","A","D","D",464472,68,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","44","D",.,"A",.,"A",.,"A",.,"A",3000,"D",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",713,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",8556,"D",,"A","3","D","2","D",,"A"
50,48,"3","1","1",,"02","1","1","D","D","D","D","D","A","D","D","D",464472,66,"D",.,"B",.,"A",.,"B",.,"A",.,"A","2","D","1","D",.,"A","2","D","46","D",.,"A",.,"C",2702,"D",.,"A",3000,"D",5202,"D",2,.,"C",.,"A",.,"A",.,"A",0,"D",1427,"D","2","D",.,"A",.,"A","2","D",68000,"D",12,"D",17124,"D",,"A","3","D","2","D","3","D"
50,52,"2","1","3",,"18","2","1","D","D","D","D","D","A","D","D","D",464481,28,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"C",918,"D",.,"A",360,"D",2448,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",32000,"D",.,"A",0,"D","1","D","3","D",,"A","7","D"
50,52,"2","1","3",,"18","2","2","D","D","D","D","D","A","D","D","D",464481,28,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"C",918,"D",.,"A",360,"D",2448,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",32000,"D",.,"A",0,"D","1","D","3","D",,"A","7","D"
.,.,,"5","3",,,"2","2","A","A","A","D","D","A","A","D","D",464481,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",4,"D",5,"D",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,.,,"5","3",,,"2","1","A","A","A","D","D","A","A","D","D",464481,3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
50,52,"2","1","3",,"18","2","1","D","D","D","D","D","A","D","D","D",464482,28,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"C",918,"D",.,"A",360,"D",2448,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",32000,"D",.,"A",0,"D","1","D","3","D",,"A","7","D"
50,52,"2","1","3",,"18","2","2","D","D","D","D","D","A","D","D","D",464482,28,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"C",918,"D",.,"A",360,"D",2448,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",32000,"D",.,"A",0,"D","1","D","3","D",,"A","7","D"
.,.,,"5","3",,,"2","2","A","A","A","D","D","A","A","D","D",464482,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",4,"D",5,"D",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,.,,"5","3",,,"2","1","A","A","A","D","D","A","A","D","D",464482,3,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,0,,"2","2","1",,"1","2","A","D","A","D","D","D","A","D","D",464491,71,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","04","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",742,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",9552,"D",,"A",,"A","1","D",,"A"
.,0,,"2","2","1",,"1","2","A","D","A","D","D","D","A","D","D",464492,71,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","04","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",742,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",9552,"D",,"A",,"A","1","D",,"A"
.,0,,"4","4","4",,"1","1","A","D","A","D","D","D","A","D","D",464501,61,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","08","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",648,"D","2","D",,"A","1","D",,"A"
.,0,,"4","4","4",,"1","1","A","D","A","D","D","D","A","D","D",464502,61,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","08","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",648,"D","2","D",,"A","1","D",,"A"
25,37,"3","3","4",,"05","1","1","D","D","D","D","D","A","D","D","D",464511,54,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"B",.,"B",.,"B",.,"A",0,"D",1,.,"B",.,"B",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"B",.,"A",0,"D","2","D","3","D",,"A",,"B"
25,37,"3","3","4",,"05","1","1","D","D","D","D","D","A","D","D","D",464512,54,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"B",.,"B",.,"B",.,"A",0,"D",1,.,"B",.,"B",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"B",.,"A",0,"D","2","D","3","D",,"A",,"B"
40,40,"1","1","4",,"02","1","2","D","D","D","D","D","A","D","D","D",464521,27,"D",2148,"D",.,"A",2724,"D",.,"A",612,"D","2","D","2","D",.,"A","1","D","44","D",.,"A",179,"D",1400,"D",.,"A",.,"A",1285,"D",2,227,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",51,"D",.,"A","2","D",16800,"D",.,"A",0,"D","2","D","3","D",,"A","3","D"
60,52,"2","1","1",,"18","1","1","D","D","D","D","D","A","D","D","D",464521,27,"D",.,"B",.,"B",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","45","D",.,"A",.,"C",3600,"D",.,"C",.,"A",3305,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",43200,"D",.,"A",0,"D","1","D","3","D",,"A","3","D"
40,40,"1","1","4",,"02","1","2","D","D","D","D","D","A","D","D","D",464522,27,"D",2148,"D",.,"A",2724,"D",.,"A",612,"D","2","D","2","D",.,"A","1","D","44","D",.,"A",179,"D",1400,"D",.,"A",.,"A",1285,"D",2,227,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",51,"D",.,"A","2","D",16800,"D",.,"A",0,"D","2","D","3","D",,"A","3","D"
60,52,"2","1","1",,"18","1","1","D","D","D","D","D","A","D","D","D",464522,27,"D",.,"B",.,"B",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","45","D",.,"A",.,"C",3600,"D",.,"C",.,"A",3305,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",43200,"D",.,"A",0,"D","1","D","3","D",,"A","3","D"
20,30,"1","1","4",,"10","1","2","D","D","D","D","D","A","D","D","D",464531,20,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",.,"A",.,"A",.,"A",383,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",5000,"D",.,"A",0,"D","2","D","3","D",,"A",,"A"
50,52,"2","1","2",,"18","1","1","D","D","D","D","D","A","D","D","D",464531,20,"D",488,"D",.,"A",.,"A",.,"A",293,"D","2","D","2","D",.,"A","2","D","39","D",.,"A",25,"D",800,"D",.,"A",.,"A",1193,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",15,"D",.,"A","2","D",15600,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,.,,"5","2",,,"1","1","A","A","A","D","D","A","A","D","D",464531,5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","5","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
20,30,"1","1","4",,"10","1","2","D","D","D","D","D","A","D","D","D",464532,20,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",.,"A",.,"A",.,"A",383,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",5000,"D",.,"A",0,"D","2","D","3","D",,"A",,"A"
50,52,"2","1","2",,"18","1","1","D","D","D","D","D","A","D","D","D",464532,20,"D",488,"D",.,"A",.,"A",.,"A",293,"D","2","D","2","D",.,"A","2","D","39","D",.,"A",25,"D",800,"D",.,"A",.,"A",1193,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",15,"D",.,"A","2","D",15600,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,.,,"5","2",,,"1","1","A","A","A","D","D","A","A","D","D",464532,5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","5","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,0,,"1","1","4",,"1","1","A","D","A","D","D","D","A","D","D",464541,54,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","40","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",960,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",12168,"D","2","D","3","D","1","D",,"A"
40,52,"1","1","1",,"04","1","2","D","D","D","D","D","A","D","D","D",464541,49,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","43","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,0,,"1","1","4",,"1","1","A","D","A","D","D","D","A","D","D",464542,54,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","40","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",960,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",12168,"D","2","D","3","D","1","D",,"A"
40,52,"1","1","1",,"04","1","2","D","D","D","D","D","A","D","D","D",464542,49,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","43","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","2","D"
40,36,"1","5","1",,"07","1","1","D","D","D","D","D","A","D","D","D",464551,44,"D",6336,"D",.,"A",.,"A",.,"A",1426,"D","2","D","2","D",.,"A","1","D","42","D",.,"A",160,"D",800,"D",.,"A",.,"A",2424,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",36,"D",.,"A","2","D",31680,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
40,36,"1","5","1",,"07","1","1","D","D","D","D","D","A","D","D","D",464552,44,"D",6336,"D",.,"A",.,"A",.,"A",1426,"D","2","D","2","D",.,"A","1","D","42","D",.,"A",160,"D",800,"D",.,"A",.,"A",2424,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",36,"D",.,"A","2","D",31680,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
.,0,,"1","1","2",,"1","2","A","D","A","D","D","D","A","D","D",464561,38,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
50,52,"1","1","1",,"15","1","1","D","D","D","D","D","A","D","D","D",464561,41,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"B",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,0,,"5","1","3",,"1","2","A","D","A","D","D","D","A","D","D",464561,14,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","09","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",2,"D",15,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
.,.,,"5","1",,,"1","2","A","A","A","D","D","A","A","D","D",464561,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,0,,"1","1","2",,"1","2","A","D","A","D","D","D","A","D","D",464562,38,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
50,52,"1","1","1",,"15","1","1","D","D","D","D","D","A","D","D","D",464562,41,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"B",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,0,,"5","1","3",,"1","2","A","D","A","D","D","D","A","D","D",464562,14,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","09","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",2,"D",15,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
.,.,,"5","1",,,"1","2","A","A","A","D","D","A","A","D","D",464562,4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
40,52,"4","1","1",,"01","1","1","D","D","D","D","D","A","D","D","D",464571,52,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","44","D",.,"A",.,"B",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
40,52,"1","1","1",,"01","1","2","D","D","D","D","D","A","D","D","D",464571,51,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","44","D",.,"A",.,"B",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,0,,"5","1","3",,"1","2","A","D","A","D","D","D","A","D","D",464571,16,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","10","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",4,"D",18,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,0,,"5","1","3",,"1","1","A","D","A","D","D","D","A","D","D",464571,14,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","08","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",4,"D",18,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
40,52,"4","1","1",,"01","1","1","D","D","D","D","D","A","D","D","D",464572,52,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","44","D",.,"A",.,"B",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
40,52,"1","1","1",,"01","1","2","D","D","D","D","D","A","D","D","D",464572,51,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","44","D",.,"A",.,"B",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,0,,"5","1","3",,"1","2","A","D","A","D","D","D","A","D","D",464572,16,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","10","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",4,"D",18,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,0,,"5","1","3",,"1","1","A","D","A","D","D","D","A","D","D",464572,14,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","08","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",4,"D",18,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
.,0,,"1","1","1",,"1","1","A","D","A","D","D","D","A","D","D",464581,59,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
16,4,"5","1","1",,"02","1","2","D","D","D","D","D","A","D","D","D",464581,57,"D",.,"A",5,"D",.,"A",.,"A",.,"A","2","D","2","D",500,"D","2","D","39","D",.,"A",.,"A",126,"D",2,"D",.,"A",100,"D",2,.,"A",.,"A",.,"A",.,"A",77,"D",.,"A","2","D",.,"A",.,"A","2","D",300,"D",.,"A",0,"D","2","D","3","D",,"A","3","D"
40,52,"1","5","1",,"04","1","2","D","D","D","D","D","A","D","D","D",464581,31,"D",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","40","D",.,"A",.,"C",846,"D",.,"A",.,"A",1683,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",22000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,0,,"1","1","1",,"1","1","A","D","A","D","D","D","A","D","D",464582,59,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
16,4,"5","1","1",,"02","1","2","D","D","D","D","D","A","D","D","D",464582,57,"D",.,"A",5,"D",.,"A",.,"A",.,"A","2","D","2","D",500,"D","2","D","39","D",.,"A",.,"A",126,"D",2,"D",.,"A",100,"D",2,.,"A",.,"A",.,"A",.,"A",77,"D",.,"A","2","D",.,"A",.,"A","2","D",300,"D",.,"A",0,"D","2","D","3","D",,"A","3","D"
40,52,"1","5","1",,"04","1","2","D","D","D","D","D","A","D","D","D",464582,31,"D",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","40","D",.,"A",.,"C",846,"D",.,"A",.,"A",1683,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",22000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
25,40,"1","5","4",,"05","4","2","D","D","D","D","D","A","D","D","D",464591,26,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","42","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,.,,"5","4",,,"4","2","A","A","A","D","D","A","A","D","D",464591,0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
40,50,"1","5","2",,"06","2","1","D","D","D","D","D","A","D","D","D",464591,24,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","9","D","41","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","2","D"
25,40,"1","5","4",,"05","4","2","D","D","D","D","D","A","D","D","D",464592,26,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","42","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
.,.,,"5","4",,,"4","2","A","A","A","D","D","A","A","D","D",464592,0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
40,50,"1","5","2",,"06","2","1","D","D","D","D","D","A","D","D","D",464592,24,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","9","D","41","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","2","D"
50,52,"5","1","4",,"16","1","1","D","D","D","D","D","A","D","D","D",464601,59,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",40000,"D","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",6120,"D",1,.,"A",.,"A",.,"A",.,"A",6120,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
30,40,"6","1","4",,"16","1","2","D","D","D","D","D","A","D","D","D",464601,59,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
50,52,"5","1","4",,"16","1","1","D","D","D","D","D","A","D","D","D",464602,59,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",40000,"D","1","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",6120,"D",1,.,"A",.,"A",.,"A",.,"A",6120,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
30,40,"6","1","4",,"16","1","2","D","D","D","D","D","A","D","D","D",464602,59,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A"
