"HRSPERWK","WKS_WRKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","RACE","SEX","HRSP_RWK","WKS__RKD","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE_","SEX_","NEWID","AGE","AGE_","ANFEDTXX","ANFE_TXX","ANGVX","ANGVX_","ANPVTX","ANPVTX_","ANRRX","ANRRX_","ANSTATXX","ANST_TXX","ANYRAIL","ANYRAIL_","ANYSSINC","ANYS_INC","BSNSX","BSNSX_","CU_CODE1","CU_C_DE1","EDUCA","EDUCA_","FARMX","FARMX_","FEDTXX","FEDTXX_","GROSPAYX","GROS_AYX","GVX","GVX_","IRAX","IRAX_","JSSDEDX","JSSDEDX_","MEMBNO","PVTX","PVTX_","RRX","RRX_","SCHLNCHQ","SCHL_CHQ","SCHLNCHX","SCHL_CHX","SLFEMPSS","SLFE_PSS","SS_RRX","SS_RRX_","STA_SUPP","STA__UPP","STATXX","STATXX_","SUPPX","SUPPX_","US_SUPP","US_SUPP_","WAGEX","WAGEX_","SS_RRQ","SS_RRQ_","SOCRRX","SOCRRX_","ARM_FORC","ARM__ORC","IN_COLL","IN_COLL_","MEDICARE","MEDI_ARE","PAYPERD","PAYPERD_"
.,.,,"5","4",,,"1","1","A","A","A","D","D","A","A","D","D",481022,1,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
.,.,,"5","4",,,"1","1","A","A","A","D","D","A","A","D","D",481022,0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
40,52,"1","3","1",,"13","1","2","D","D","D","D","D","A","D","D","D",481031,32,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","2","D",.,"A","1","D","10","D",.,"A",.,"C",334,"D",.,"A",.,"A",1301,"D",1,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",17000,"D",.,"A",0,"D","2","D",,"A",,"A","7","D"
.,0,,"5","1","3",,"1","1","A","D","A","D","D","D","A","D","D",481031,16,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","09","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",4,"D",8,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,0,,"5","1","3",,"1","1","A","D","A","D","D","D","A","D","D",481031,14,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","08","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",4,"D",8,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
.,.,,"5","1",,,"1","2","A","A","A","D","D","A","A","D","D",481031,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",4,"D",8,"D",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
40,52,"1","3","1",,"13","1","2","D","D","D","D","D","A","D","D","D",481032,32,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","2","D",.,"A","1","D","10","D",.,"A",.,"C",334,"D",.,"A",.,"A",1301,"D",1,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",17000,"D",.,"A",0,"D","2","D",,"A",,"A","7","D"
.,0,,"5","1","3",,"1","1","A","D","A","D","D","D","A","D","D",481032,16,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","09","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",4,"D",8,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D",,"A",,"A",,"A"
.,0,,"5","1","3",,"1","1","A","D","A","D","D","D","A","D","D",481032,14,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","08","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",4,"D",8,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
.,.,,"5","1",,,"1","2","A","A","A","D","D","A","A","D","D",481032,8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3","D",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",4,"D",8,"D",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
40,51,"1","1","1",,"01","1","2","D","D","D","D","D","A","D","D","D",481041,48,"D",2075,"D",.,"A",4078,"D",.,"A",724,"D","2","D","2","D",.,"A","1","D","44","D",.,"A",86,"D",1181,"D",.,"A",.,"A",2180,"D",1,169,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",30,"D",.,"A","2","D",28500,"D",.,"A",0,"D","2","D","3","D",,"A","7","D"
55,52,"1","1","1",,"03","1","1","D","D","D","D","D","A","D","D","D",481041,48,"D",3598,"D",.,"A",5494,"D",.,"A",1478,"D","2","D","2","D",.,"A","2","D","43","D",.,"A",129,"D",1972,"D",.,"A",.,"A",4208,"D",2,197,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",53,"D",.,"A","2","D",55000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
25,40,"1","5","1",,"09","1","2","D","D","D","D","D","A","D","D","D",481041,23,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","D","43","D",.,"A",.,"C",160,"D",.,"A",.,"A",459,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",6000,"D",.,"A",0,"D","2","D","3","D",,"A","6","D"
40,51,"1","1","1",,"01","1","2","D","D","D","D","D","A","D","D","D",481042,48,"D",2075,"D",.,"A",4078,"D",.,"A",724,"D","2","D","2","D",.,"A","1","D","44","D",.,"A",86,"D",1181,"D",.,"A",.,"A",2180,"D",1,169,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",30,"D",.,"A","2","D",28500,"D",.,"A",0,"D","2","D","3","D",,"A","7","D"
55,52,"1","1","1",,"03","1","1","D","D","D","D","D","A","D","D","D",481042,48,"D",3598,"D",.,"A",5494,"D",.,"A",1478,"D","2","D","2","D",.,"A","2","D","43","D",.,"A",129,"D",1972,"D",.,"A",.,"A",4208,"D",2,197,"D",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",53,"D",.,"A","2","D",55000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
25,40,"1","5","1",,"09","1","2","D","D","D","D","D","A","D","D","D",481042,23,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","D","43","D",.,"A",.,"C",160,"D",.,"A",.,"A",459,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",6000,"D",.,"A",0,"D","2","D","3","D",,"A","6","D"
35,52,"1","5","3",,"07","2","1","D","D","D","D","D","A","D","D","D",481051,30,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",400,"D",.,"A",20,"D",1607,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",21000,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
35,52,"1","5","3",,"07","2","1","D","D","D","D","D","A","D","D","D",481052,30,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",400,"D",.,"A",20,"D",1607,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",21000,"D",.,"A",0,"D","2","D","3","D",,"A","1","D"
.,0,,"1","1","1",,"1","1","A","D","A","D","D","D","A","D","D",481061,58,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","43","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",1184,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",14856,"D","2","D","1","D","1","D",,"A"
24,13,"1","1","4",,"10","1","2","D","D","D","D","D","A","D","D","D",481061,51,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","2","D",.,"A","2","D","41","D",.,"A",.,"C",.,"A",.,"A",4000,"D",168,"D",2,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",2195,"D",.,"A",0,"D","2","D","1","D",,"A","2","D"
.,0,,"1","1","1",,"1","1","A","D","A","D","D","D","A","D","D",481062,58,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","43","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",1184,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",14856,"D","2","D","1","D","1","D",,"A"
24,13,"1","1","4",,"10","1","2","D","D","D","D","D","A","D","D","D",481062,51,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","2","D",.,"A","2","D","41","D",.,"A",.,"C",.,"A",.,"A",4000,"D",168,"D",2,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",2195,"D",.,"A",0,"D","2","D","1","D",,"A","2","D"
40,52,"1","1","4",,"11","1","2","D","D","D","D","D","A","D","D","D",481071,36,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
40,52,"5","1","4",,"10","1","1","D","D","D","D","D","A","D","D","D",481071,41,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"C","2","D","39","D",.,"C",.,"A",.,"A",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",0,"D","2","D","3","D","2","D",,"A"
40,52,"1","1","4",,"11","1","2","D","D","D","D","D","A","D","D","D",481072,36,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","39","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A",,"A"
40,52,"5","1","4",,"10","1","1","D","D","D","D","D","A","D","D","D",481072,41,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"C","2","D","39","D",.,"C",.,"A",.,"A",.,"A",.,"A",0,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"C","2","D",.,"A",.,"A","2","D",.,"A",12,"D",0,"D","2","D","3","D","2","D",,"A"
50,52,"1","1","4",,"03","1","1","D","D","D","D","D","A","D","D","D",481081,51,"D",.,"A",.,"A",.,"B",.,"A",.,"A","2","D","2","D",.,"A","1","D","43","D",.,"A",.,"A",4600,"D",.,"A",.,"A",7004,"D",1,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",120000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
16,15,"4","1","4",,"02","1","2","D","D","D","D","D","A","D","D","D",481081,50,"D",3000,"D",.,"A",.,"A",.,"A",750,"D","2","D","2","D",.,"A","2","D","43","D",.,"A",80,"D",400,"D",.,"A",.,"A",1148,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",20,"D",.,"A","2","D",15000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,0,,"5","4","3",,"1","1","A","D","A","D","D","D","A","D","D",481081,15,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","09","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
50,52,"1","1","4",,"03","1","1","D","D","D","D","D","A","D","D","D",481082,51,"D",.,"A",.,"A",.,"B",.,"A",.,"A","2","D","2","D",.,"A","1","D","43","D",.,"A",.,"A",4600,"D",.,"A",.,"A",7004,"D",1,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",120000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
16,15,"4","1","4",,"02","1","2","D","D","D","D","D","A","D","D","D",481082,50,"D",3000,"D",.,"A",.,"A",.,"A",750,"D","2","D","2","D",.,"A","2","D","43","D",.,"A",80,"D",400,"D",.,"A",.,"A",1148,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",20,"D",.,"A","2","D",15000,"D",.,"A",0,"D","2","D","3","D",,"A","2","D"
.,0,,"5","4","3",,"1","1","A","D","A","D","D","D","A","D","D",481082,15,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","D","09","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
40,52,"5","2","1",,"01","1","1","D","D","D","D","D","A","D","D","D",481091,63,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","43","D",.,"A",.,"C",4000,"D",.,"A",.,"A",3825,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",50000,"D",.,"A",0,"D","2","D","3","D",,"A","3","D"
40,52,"5","2","1",,"01","1","1","D","D","D","D","D","A","D","D","D",481092,63,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","43","D",.,"A",.,"C",4000,"D",.,"A",.,"A",3825,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",50000,"D",.,"A",0,"D","2","D","3","D",,"A","3","D"
.,0,,"1","1","1",,"1","1","A","D","A","D","D","D","A","D","D",481101,64,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","40","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",1400,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",16800,"D","2","D","3","D","2","D",,"A"
.,0,,"1","1","1",,"1","2","A","D","A","D","D","D","A","D","D",481101,63,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","2","D","40","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",700,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",8400,"D","2","D","3","D","2","D",,"A"
.,0,,"1","1","1",,"1","1","A","D","A","D","D","D","A","D","D",481102,64,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","1","D","40","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",1400,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",16800,"D","2","D","3","D","2","D",,"A"
.,0,,"1","1","1",,"1","2","A","D","A","D","D","D","A","D","D",481102,63,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","1","D",.,"A","2","D","40","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",700,"D","2","D",.,"A",.,"A","2","D",.,"A",12,"D",8400,"D","2","D","3","D","2","D",,"A"
40,52,"1","1","4",,"01","1","2","D","D","D","D","D","A","D","D","D",481111,49,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",111419,"T",.,"A",.,"A",1377,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",18000,"D",.,"A",0,"D","2","D","3","D",,"A","5","D"
40,40,"1","1","4",,"15","1","1","D","D","D","D","D","A","D","D","D",481111,54,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"C",111419,"T",.,"A",.,"A",2295,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",30000,"D",.,"A",0,"D","2","D","3","D",,"A","5","D"
40,52,"1","1","4",,"01","1","2","D","D","D","D","D","A","D","D","D",481112,49,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","D","40","D",.,"A",.,"C",111419,"T",.,"A",.,"A",1377,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",18000,"D",.,"A",0,"D","2","D","3","D",,"A","5","D"
40,40,"1","1","4",,"15","1","1","D","D","D","D","D","A","D","D","D",481112,54,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","D","39","D",.,"A",.,"C",111419,"T",.,"A",.,"A",2295,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",30000,"D",.,"A",0,"D","2","D","3","D",,"A","5","D"
