"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
661161,"800940","1",2502,,"1"
661161,"800940","1",2314,,"2"
661161,"800940","1",2354,,"3"
661161,"800940","1",1935,,"4"
661161,"800940","1",2573,,"5"
661161,"900000","1",32698,,"1"
661161,"900000","1",30241,,"2"
661161,"900000","1",30763,,"3"
661161,"900000","1",25289,,"4"
661161,"900000","1",33622,,"5"
661161,"900030","1",18799,,"1"
661161,"900030","1",18799,,"2"
661161,"900030","1",18799,,"3"
661161,"900030","1",18799,,"4"
661161,"900030","1",18799,,"5"
661161,"900040","1",9000,,"1"
661161,"900040","1",9000,,"2"
661161,"900040","1",9000,,"3"
661161,"900040","1",9000,,"4"
661161,"900040","1",9000,,"5"
661161,"950000","1",545,,"1"
661161,"950000","1",545,,"2"
661161,"950000","1",545,,"3"
661161,"950000","1",545,,"4"
661161,"950000","1",545,,"5"
661161,"950010","1",273,,"1"
661161,"950010","1",273,,"2"
661161,"950010","1",273,,"3"
661161,"950010","1",273,,"4"
661161,"950010","1",273,,"5"
661161,"980000","1",60497,,"1"
661161,"980000","1",58040,,"2"
661161,"980000","1",58562,,"3"
661161,"980000","1",53088,,"4"
661161,"980000","1",61421,,"5"
661161,"980070","1",59679,,"1"
661161,"980070","1",57222,,"2"
661161,"980070","1",57744,,"3"
661161,"980070","1",52270,,"4"
661161,"980070","1",60603,,"5"
661162,"800940","1",2168,,"1"
661162,"800940","1",2247,,"2"
661162,"800940","1",1913,,"3"
661162,"800940","1",2585,,"4"
661162,"800940","1",2514,,"5"
661162,"900000","1",28335,,"1"
661162,"900000","1",29366,,"2"
661162,"900000","1",25005,,"3"
661162,"900000","1",33788,,"4"
661162,"900000","1",32859,,"5"
661162,"900030","1",18799,,"1"
661162,"900030","1",18799,,"2"
661162,"900030","1",18799,,"3"
661162,"900030","1",18799,,"4"
661162,"900030","1",18799,,"5"
661162,"900040","1",9000,,"1"
661162,"900040","1",9000,,"2"
661162,"900040","1",9000,,"3"
661162,"900040","1",9000,,"4"
661162,"900040","1",9000,,"5"
661162,"950000","1",545,,"1"
661162,"950000","1",545,,"2"
661162,"950000","1",545,,"3"
661162,"950000","1",545,,"4"
661162,"950000","1",545,,"5"
661162,"950010","1",273,,"1"
661162,"950010","1",273,,"2"
661162,"950010","1",273,,"3"
661162,"950010","1",273,,"4"
661162,"950010","1",273,,"5"
661162,"980000","1",56134,,"1"
661162,"980000","1",57165,,"2"
661162,"980000","1",52804,,"3"
661162,"980000","1",61587,,"4"
661162,"980000","1",60658,,"5"
661162,"980070","1",55316,,"1"
661162,"980070","1",56347,,"2"
661162,"980070","1",51986,,"3"
661162,"980070","1",60769,,"4"
661162,"980070","1",59840,,"5"
656311,"800940","1",8416,,"1"
656311,"800940","1",8416,,"2"
656311,"800940","1",8416,,"3"
656311,"800940","1",8416,,"4"
656311,"800940","1",8416,,"5"
656311,"900000","1",110000,,"1"
656311,"900000","1",110000,,"2"
656311,"900000","1",110000,,"3"
656311,"900000","1",110000,,"4"
656311,"900000","1",110000,,"5"
656311,"900080","1",20000,,"1"
656311,"900080","1",20000,,"2"
656311,"900080","1",20000,,"3"
656311,"900080","1",20000,,"4"
656311,"900080","1",20000,,"5"
656311,"900100","1",3300,,"1"
656311,"900100","1",3300,,"2"
656311,"900100","1",3300,,"3"
656311,"900100","1",3300,,"4"
656311,"900100","1",3300,,"5"
656311,"950000","1",22916,,"1"
656311,"950000","1",22916,,"2"
656311,"950000","1",22916,,"3"
656311,"950000","1",22916,,"4"
656311,"950000","1",22916,,"5"
656311,"950010","1",5908,,"1"
656311,"950010","1",5908,,"2"
656311,"950010","1",5908,,"3"
656311,"950010","1",5908,,"4"
656311,"950010","1",5908,,"5"
656311,"980000","1",133300,,"1"
656311,"980000","1",133300,,"2"
656311,"980000","1",133300,,"3"
656311,"980000","1",133300,,"4"
656311,"980000","1",133300,,"5"
656311,"980070","1",100861,,"1"
656311,"980070","1",100861,,"2"
656311,"980070","1",100861,,"3"
656311,"980070","1",100861,,"4"
656311,"980070","1",100861,,"5"
656312,"800940","1",8416,,"1"
656312,"800940","1",8416,,"2"
656312,"800940","1",8416,,"3"
656312,"800940","1",8416,,"4"
656312,"800940","1",8416,,"5"
656312,"900000","1",110000,,"1"
656312,"900000","1",110000,,"2"
656312,"900000","1",110000,,"3"
656312,"900000","1",110000,,"4"
656312,"900000","1",110000,,"5"
656312,"900080","1",20000,,"1"
656312,"900080","1",20000,,"2"
656312,"900080","1",20000,,"3"
656312,"900080","1",20000,,"4"
656312,"900080","1",20000,,"5"
656312,"900100","1",3300,,"1"
656312,"900100","1",3300,,"2"
656312,"900100","1",3300,,"3"
656312,"900100","1",3300,,"4"
656312,"900100","1",3300,,"5"
656312,"950000","1",22916,,"1"
656312,"950000","1",22916,,"2"
656312,"950000","1",22916,,"3"
656312,"950000","1",22916,,"4"
656312,"950000","1",22916,,"5"
656312,"950010","1",5908,,"1"
656312,"950010","1",5908,,"2"
656312,"950010","1",5908,,"3"
656312,"950010","1",5908,,"4"
656312,"950010","1",5908,,"5"
656312,"980000","1",133300,,"1"
656312,"980000","1",133300,,"2"
656312,"980000","1",133300,,"3"
656312,"980000","1",133300,,"4"
656312,"980000","1",133300,,"5"
656312,"980070","1",100861,,"1"
